접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160330003329,Y,00583424,아모레퍼시픽,보통주,"235,000,000","58,458,490",-,-,-,-,-,"58,458,490","33,040","58,425,450",2015-12-31,2015,Q4
20160330003329,Y,00583424,아모레퍼시픽,종류주,"40,000,000","10,557,830",-,-,-,-,-,"10,557,830","6,210","10,551,620",2015-12-31,2015,Q4
20160330003329,Y,00583424,아모레퍼시픽,합계,"275,000,000","69,016,320",-,-,-,-,-,"69,016,320","39,250","68,977,070",2015-12-31,2015,Q4
20160330003329,Y,00583424,아모레퍼시픽,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331004533,Y,00583424,아모레퍼시픽,보통주,"235,000,000","58,458,490",-,-,-,-,-,"58,458,490","33,041","58,425,449",2016-12-31,2016,Q4
20170331004533,Y,00583424,아모레퍼시픽,종류주,"40,000,000","10,557,830",-,-,-,-,-,"10,557,830","6,211","10,551,619",2016-12-31,2016,Q4
20170331004533,Y,00583424,아모레퍼시픽,합계,"275,000,000","69,016,320",-,-,-,-,-,"69,016,320","39,252","68,977,068",2016-12-31,2016,Q4
20170331004533,Y,00583424,아모레퍼시픽,비고,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20180814001068,Y,00583424,아모레퍼시픽,보통주,"235,000,000","58,458,490",-,-,-,-,-,"58,458,490","33,041","58,425,449",2017-12-31,2017,Q4
20180814001068,Y,00583424,아모레퍼시픽,종류주,"40,000,000","10,557,830",-,-,-,-,-,"10,557,830","6,213","10,551,617",2017-12-31,2017,Q4
20180814001068,Y,00583424,아모레퍼시픽,합계,"275,000,000","69,016,320",-,-,-,-,-,"69,016,320","39,254","68,977,066",2017-12-31,2017,Q4
20180814001068,Y,00583424,아모레퍼시픽,비고,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401002349,Y,00583424,아모레퍼시픽,보통주,"235,000,000","58,458,490",-,-,-,-,-,"58,458,490","33,041","58,425,449",2018-12-31,2018,Q4
20190401002349,Y,00583424,아모레퍼시픽,종류주,"40,000,000","10,557,830",-,-,-,-,-,"10,557,830","6,214","10,551,616",2018-12-31,2018,Q4
20190401002349,Y,00583424,아모레퍼시픽,합계,"275,000,000","69,016,320",-,-,-,-,-,"69,016,320","39,255","68,977,065",2018-12-31,2018,Q4
20190401002349,Y,00583424,아모레퍼시픽,비고,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20200429000691,Y,00583424,아모레퍼시픽,보통주,"235,000,000","58,458,490",-,-,-,-,-,"58,458,490","509,087","57,949,403",2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,우선주,"40,000,000","10,557,830",-,-,-,-,-,"10,557,830","6,216","10,551,614",2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,합계,"275,000,000","69,016,320",-,-,-,-,-,"69,016,320","515,303","68,501,017",2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20210311000870,Y,00583424,아모레퍼시픽,보통주,"235,000,000","58,458,490",-,-,-,-,-,"58,458,490","509,088","57,949,402",2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,우선주,"40,000,000","10,557,830",-,-,-,-,-,"10,557,830","6,217","10,551,613",2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,합계,"275,000,000","69,016,320",-,-,-,-,-,"69,016,320","515,305","68,501,015",2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,비고,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20220316000772,Y,00583424,아모레퍼시픽,보통주,"235,000,000","58,492,759",-,-,-,-,-,"58,492,759","93,565","58,399,194",2021-12-31,2021,Q4
