,Feature,Average_Importance
0,F_비유동자산 변화율,0.13717734419832187
1,F_자산총계 변화율,0.1294653633066392
2,F_매출액 변화율,0.06523350194801533
3,F_자본총계 변화율,0.06252873329285599
4,F_유동자산 변화율,0.059614191213850545
5,F_영업이익 변화율,0.059524821595994294
