,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_자본금 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_현재까지 감소한 주식의 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,P_발행금액 변화율,Relative Return,Label,Code
0,120,CJ대한통운,산업재,2024,Q4,-0.012509815402507063,0.03922681815099893,0.02837537872182949,-0.05680246571813663,0.0028121761036987714,-0.027646675769811835,0.0,0.04783036133758767,0.09672507887234771,0.06345314151588921,0.1594963012056081,-0.0745878133057416,-0.20344845193930716,-0.20344845193930716,-0.8470209100236152,-0.8767258195634158,-0.8727105401055006,-0.8855662623558838,-0.8921252024148449,-0.8158863173536994,-0.8793931757167468,-0.8575356568512775,-0.8654769292662245,-0.885213411166907,-0.7791625027009798,-0.7791948446766935,-0.7791787498781326,-0.7791901560268759,-0.8618923504888172,-0.5990566590209583,-0.46938653129884667,-0.8618923504888172,-0.8125267095883022,-0.8689889155736842,0.0,0.0,0.0,0.07174232802373501,0.07174232802373501,000120
1,120,CJ대한통운,산업재,2024,Q3,-0.008597101618161629,-0.006302671640738167,-0.006784793883670703,-0.06876131418179532,0.005187456273483715,-0.03400525445629543,0.0,0.09123787030886432,0.02857706809806615,-0.010088860684109857,0.09502698350049466,0.9323574897996776,1.2751196495304855,1.2751196495304855,-0.2377021247854798,-0.011538677997511404,0.0009958598205548341,-0.11983510689291532,-0.0051857654838392,-0.09523809523809512,-0.05674568795778523,-0.003275944768183603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045049518370987585,0.07174232802373501,000120
2,120,CJ대한통운,산업재,2024,Q2,0.061332860610213036,-0.011634194010508914,0.002853357664313494,0.0952161582173483,-0.09037842485550607,-0.0006210831591955124,0.0,0.04011825410384584,0.007403214419064996,0.043695626909183716,0.15919370845548575,-0.36709100811302176,-0.4715232327851684,-0.4715232327851684,-0.110334699467731,0.030762850791552276,-0.0022763832415567675,0.02546205269366908,0.05808429975732232,-3.3306690738754696e-16,0.01979840167061564,-0.0052108762043113765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1259301080721996,-0.045049518370987585,000120
3,120,CJ대한통운,산업재,2024,Q1,0.07583295011646318,-0.00865133301179244,0.007050505839022669,0.18166645179968488,-0.04460675065193942,0.05289884812910506,0.0,0.07074070785025177,-0.04727660643551157,-0.06664350002399932,-0.21363938440008035,0.2808752638658165,0.39801174372773973,0.39801174372773973,-0.11265192787422551,0.006272868624748851,0.013001130867663191,-0.12136131985833976,0.023680694141577696,-0.011764705882352788,-0.008599753155233536,-0.008640858156891418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09066596150247212,-0.1259301080721996,000120
4,120,CJ대한통운,산업재,2023,Q4,-0.1665315150200256,0.005313680848907376,-0.03178797372816777,-0.03975330030295321,-0.01444855855543592,-0.025514563738834095,0.0,0.04835951692287255,-0.03911776262100786,0.06616800715562254,0.11588427568347903,0.09936388007362851,0.10923353420898341,0.10923353420898341,0.10965773361610065,0.0065457565880464585,0.004550077278224318,0.00757180156657955,0.05902989272759007,0.0625,-0.03388722209400741,-0.006672792330014943,-0.05677172046829948,0.06299212598425208,7.63781732131541e-05,0.00024894199651481763,0.0001418389883083293,0.00024894199651481763,0.0,0.0,0.0,0.0,-8.40466253012595e-05,1.2083296732523507e-05,0.0,0.0,0.0,0.45385138144132386,-0.09066596150247212,000120
5,120,CJ대한통운,산업재,2023,Q3,0.09075983997799963,0.0018936867422048032,0.01983242696746279,0.03873323926474104,0.00916597621661941,0.02188631383846551,0.0,0.05478542172599554,0.017443120431162473,-0.007313342747866547,0.11529071443056416,0.4321367191775458,0.4650228604252522,0.4650228604252522,-0.028955398190522508,-0.0021566395604083466,0.007533279773421997,0.11207897793263655,0.001535787938867772,0.03896103896103886,0.106533304958502,-0.015260350475235884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018312838947458498,0.45385138144132386,000120
6,120,CJ대한통운,산업재,2023,Q2,-0.20645706842386857,0.005514680835832841,-0.045930323545896545,-0.1517075812087494,-0.02633032885934805,-0.08454061788040046,0.0,0.0370200035630035,0.0032949348494932806,0.061911959852647414,0.23102451755927245,-0.40796349686978195,-0.46838418739690135,-0.46838418739690135,-0.3075171004307199,0.031973087460080984,0.005514657406169521,0.0022310602386272915,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.026815825413194383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03483625001144944,-0.0018312838947458498,000120
7,120,CJ대한통운,산업재,2023,Q1,0.029117700965177518,0.013237711103547545,0.017046537893791847,-0.13335442577557333,0.18936103094370038,0.014046772857416734,0.0,0.06652504122969449,0.020896850647706078,-0.09172575107490033,-0.13174946531281173,0.009869817591542374,0.07777276659272081,0.07777276659272081,-0.11353477832962133,-0.06294645789640896,0.004395562960080701,-0.12061758935426237,-0.06497623491867566,-0.05813953488372092,-0.08337411073888668,-0.041374122157736615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02659724469511341,-0.03483625001144944,000120
8,120,CJ대한통운,산업재,2022,Q4,0.2709126802502948,0.017696359169037112,0.06877054602056765,0.24094369683808137,0.0041307367244813875,0.12026835896139132,0.0,0.09948103097008354,0.009223161166028282,0.004804461334060983,0.18536997542657163,0.6988642956110485,0.7536890492451307,0.7536890492451307,-0.11456608043309557,0.01431559495807777,-0.004520310424048435,0.11445954938682568,-0.08414558489005308,0.023809523809523725,-0.12070563315019511,-0.021797350308607855,-0.002643123443895168,-0.03053435114503822,0.0002619366152680769,0.0002490039840636893,4.364467040751663e-05,0.0,0.0,0.0,0.0,0.0,-1.1857059658448854e-05,1.7047003704195873e-06,0.0,0.0,0.0,-0.0655666417898243,0.02659724469511341,000120
9,120,CJ대한통운,산업재,2022,Q3,0.025649785098196043,0.00723049276425769,0.010892240963914945,0.09955532148094925,-0.04243272193061387,0.022309014602436728,0.0,0.04519514703306715,-0.001995230735212905,-0.005216584991264983,-0.20137013722812247,-0.23131691219952932,-0.22421397577366675,-0.22421397577366675,0.09093510066157107,0.06411636151380273,0.003895125891120621,0.0359464250541639,0.02779144307122383,-0.023255813953488302,-0.11299650647329962,-0.011159865189991569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2919578137856079,-0.0655666417898243,000120
