,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
18,CJ대한통운,2020,Q4,산업재,-0.1602570222140628,0.0381810369616038,0.02422247926674226,0.10170531411804706,0.07260171143246841,-0.11403005432266788,-0.015104526661696038,-0.04341978038511274,000120
18,두산,2020,Q4,산업재,-0.24849798987949087,0.11529604355786427,0.025565897458742937,0.011628684352144925,0.015461642370722117,-2.2312531841638217,0.2617170587736162,0.40058764692865567,000150
18,LG상사,2020,Q4,산업재,0.3039199835758462,-0.03328418937033972,-0.07902108415074938,-0.05289505401181871,-0.018373802490150415,-1.3615129104070596,-0.04229061872445039,0.19528267039672717,001120
18,대한항공,2020,Q4,산업재,0.2718515982211405,0.0014490969053599922,-0.0300605547803372,0.10515335903349543,0.16771256409831747,17.304073663020883,-0.09604639555008454,0.01953632682385346,003490
18,S&T중공업,2020,Q4,산업재,0.2053373833803428,0.05357303089997845,-0.008662257125915729,-0.0060881150019114205,0.9088846694335149,-12.131451910746186,-0.04509835313734378,0.10338729351118789,003570
18,LS,2020,Q4,산업재,-0.0994473056148725,0.009158734287613823,0.009991960779991205,0.009914361272613581,0.015366529817410823,2.157799074686054,0.0007256452594073259,0.07929126215401003,006260
18,LS산전,2020,Q4,산업재,-0.17849002109923556,0.012776596460286616,0.010931889805024353,0.03747949414825413,0.14625484740675465,0.8656287765254911,-0.0985895756875389,-0.07565229258476655,010120
18,현대상선,2020,Q4,산업재,0.6998828379257973,-0.07256782192336408,-0.021661393996423972,-0.05618558368385551,0.15742578858564582,1.0416069024061825,-0.06553013710244349,0.5801744009530537,011200
18,한국단자,2020,Q4,산업재,0.2978007847900663,0.014562807656355758,0.05765355384637516,0.0277418190515184,0.1424358565924575,0.4335225851724711,0.0010144097777062822,0.06808247094521883,025540
18,대우인터내셔널,2020,Q4,산업재,0.37535672574011075,-0.06628059536816155,-0.0429040432826201,-0.020879216906876774,0.09623001210631577,-0.09472416475660772,-0.1563842152545546,-0.024403823798412265,047050
18,한국항공우주,2020,Q4,산업재,0.34130079104186367,0.05406444042100311,0.06678902857240732,-0.030316329168154965,0.4788630150093589,-1.326095784625755,0.2968159073869314,-0.2006383507167793,047810
18,한전KPS,2020,Q4,산업재,-0.25499885572301956,-0.008223299135424633,-0.006418818895069789,0.016721437547945417,0.23428373533719893,-0.44994361927509596,-0.6949107442107947,0.3331535255450692,051600
18,현대글로비스,2020,Q4,산업재,-0.24640487464869576,-0.0006531251644754654,0.0570420402487668,0.026276949383442494,0.4293144034676186,0.15303799237393734,-0.03484828705784071,-0.053907685410679515,086280
