,name,year,quarter,sector,Relative Return,비유동자산 변화율,유동자산 변화율,이익잉여금 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,금리 변화율,Label,Code
25,CJ대한통운,2018,Q3,산업재,0.11571023203286286,0.07200074222122677,-0.07647526626232914,0.04861786180095651,-0.09745488516310497,-2.512120138169358,-0.09246405552800974,0.07043111948977278,000120
25,두산,2018,Q3,산업재,0.2813772335036169,0.0062391754067658844,0.08793206846990986,-0.0038799256558410544,0.016608332920113877,-0.383974126496601,-0.09246405552800974,-0.30989866906136915,000150
25,LG상사,2018,Q3,산업재,-0.22248022226883024,0.028415872805860998,-0.01792745999408829,0.026123876346038966,-0.041242485260941764,-0.1426673112769622,-0.09246405552800974,-0.02870096063856419,001120
25,대한항공,2018,Q3,산업재,0.12495020537271037,0.0007791309762670284,0.06380305902470362,0.7151464463742989,-0.003061311215063145,-2.000323774725639,-0.09246405552800974,0.05916233969037817,003490
25,S&T중공업,2018,Q3,산업재,0.08716642462338153,-0.0077788609803605135,0.01901352244507204,0.00011348181127623924,-0.011856232512498233,-0.9591667248996231,-0.09246405552800974,0.10331555535117505,003570
25,LS,2018,Q3,산업재,-0.14615924572539346,0.0006836637938372192,-0.6227114070965116,-0.0006872115948239887,-0.3572923440733077,-0.846410178733717,-0.09246405552800974,-0.060650721129957924,006260
25,LS산전,2018,Q3,산업재,-0.24531077979904248,-0.009956163836052245,0.00955527759922048,0.024875728874504288,-0.10432709102494209,-0.3040566895770126,-0.09246405552800974,-0.020304365285447098,010120
25,현대상선,2018,Q3,산업재,-0.0778137709005156,-0.012289281334195601,-0.09170838402574177,0.04879232912762177,0.01801280738555544,-0.390037543187138,-0.09246405552800974,-0.11673145047657724,011200
25,한국단자,2018,Q3,산업재,-0.1721078513440587,-0.010696626495260486,0.01812992964154647,0.0076475054758775585,-0.0645676980786768,-0.2094391130883595,-0.09246405552800974,0.6870521827515407,025540
25,대우인터내셔널,2018,Q3,산업재,0.1684108036867166,-0.009676910333021982,0.05050141451640755,0.014773743903981007,-0.19735320918170907,-0.2615997816204334,-0.09246405552800974,-0.10590625140546793,047050
25,한국항공우주,2018,Q3,산업재,-0.08890511711530323,0.09231915133126978,0.09719260199495383,-0.0747639113526245,0.02385535740429967,-1.9114305825399933,-0.09246405552800974,0.0739380664375445,047810
25,한전KPS,2018,Q3,산업재,-0.1550786282296816,0.022001489111314276,0.01210309970276291,0.01219438395993877,0.27141580328787906,-0.7305637883442541,-0.09246405552800974,0.219485130318002,051600
25,현대글로비스,2018,Q3,산업재,-0.003821716985839413,-0.006145161243314212,0.014262988507067087,0.035253829984849716,-0.038296344943531624,5.046562206788066,-0.09246405552800974,0.045244140944131386,086280
