,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,매출액 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
1,CJ대한통운,2025,Q1,산업재,-0.07238624361735187,-0.005259796006525264,0.018236010988234908,0.011084429713733579,-0.10169619827971443,-0.5067111825019779,-0.16952960102359238,-0.21681650173406167,000120
1,두산,2025,Q1,산업재,0.30188790036066454,0.021189000862072316,0.027584700266704898,0.025437142734658913,0.2800587355325195,3.2340039777324048,0.0008542764478609577,0.1693963132657215,000150
1,LG상사,2025,Q1,산업재,0.08079065887507356,-0.03921925108556479,-0.003498790144912056,0.010056487812059478,0.03379435000760744,-4.356977484543927,0.015318735251316218,-0.18446226534160085,001120
1,대한항공,2025,Q1,산업재,0.022919646392410585,0.025088957432580328,0.0184837168099794,-0.007724745246703746,-0.018296203981219783,-0.19379115326454,0.1321578474350973,-0.14692327594671628,003490
1,S&T중공업,2025,Q1,산업재,0.02190783278488488,0.026968781300640066,0.06374030287840182,-0.006920432422262701,-0.2551625454894899,-0.25732127722939624,0.5277756474571411,0.4075180597225566,003570
1,LS,2025,Q1,산업재,0.2540217042013793,0.04749436965655751,0.050075361038296906,0.06431456367140465,8.622233930453108,-7.920646268229912,-0.1826164907337956,-0.10500217144488724,006260
1,LS산전,2025,Q1,산업재,0.2121332106059748,0.008283361388332633,0.050396284924387746,-0.00787857136607173,-0.11341817453209169,0.043126724840133246,0.39070564042086997,0.044131625044742356,010120
1,현대상선,2025,Q1,산업재,0.05397828770067368,0.046951418617854346,0.012032401225650746,0.002930748493682911,-0.09584187102122288,-0.39394933188462866,-0.012593688661085789,-0.233965788724048,011200
1,한국단자,2025,Q1,산업재,-0.05922321075044655,0.009529971526617498,-0.0013568845319958944,-0.003485330950443122,-0.09369705566853948,-0.6611360670708439,0.04707141456912578,-0.2636097307793889,025540
1,대우인터내셔널,2025,Q1,산업재,-0.15657159948427046,0.0020636550200248127,-0.029637400437443118,-0.023987339098778593,0.026600942230949,0.5772206596613352,0.0032139026090636236,-0.19310428750647105,047050
1,한국항공우주,2025,Q1,산업재,0.10058850111688804,0.004628031238314456,0.08866257834050417,-0.00930053495038563,-0.362809617398691,0.30574400839371996,0.35489565720149274,-0.2649133931611497,047810
1,한전KPS,2025,Q1,산업재,0.02628891862960735,0.003759450797985231,-0.008312564916162946,-0.08217479172988951,-0.3449601238459973,-0.8514978790099272,1.6516056799432315,0.02928645610401795,051600
1,현대글로비스,2025,Q1,산업재,-0.05795573858745201,0.03783638845164061,0.03230579899308772,0.006779109953627627,-0.007220007196012013,0.11264483317270191,0.15131823390723098,0.29971233783300233,086280
