,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,금리 변화율,법인세차감전 순이익 변화율,Label,Code
16,CJ대한통운,2020,Q4,산업재,-0.1734431797319626,0.0381810369616038,0.02422247926674226,0.07260171143246841,0.10170531411804706,0.13205764233403983,0.42660049275486833,-0.0013950976945100314,000120
16,두산,2020,Q4,산업재,-0.2441647329936938,0.11529604355786427,0.025565897458742937,0.015463171438613088,0.011628684352144925,0.13205764233403983,-2.0986680176456884,0.4133159621832869,000150
16,SK하이닉스,2020,Q4,정보기술,0.26653959326144916,0.06005543405035185,0.04237150097221942,-0.05597988522384667,0.030202426449112085,0.13205764233403983,0.761105695772545,-0.16196221259107016,000660
16,LG상사,2020,Q4,산업재,0.3772827007467857,-0.03328418937033972,-0.07902108415074938,-0.018373802490150415,-0.05289505401181871,0.13205764233403983,-0.5909808880280967,0.13019494504908907,001120
16,대한항공,2020,Q4,산업재,0.31306399574872723,0.0014490969053599922,-0.0300605547803372,0.16771256409831747,0.10515335903349543,0.13205764233403983,-1.088883448456385,0.002459938505026964,003490
16,LG,2020,Q4,정보기술,-0.01601924541210939,-0.08908800268078254,-0.011416992606603893,-0.3140178828958754,-0.0028844104643863666,0.13205764233403983,-2.067854979666003,0.38867039231396616,003550
16,S&T중공업,2020,Q4,산업재,-0.033244466235610226,0.05357303089997845,-0.008662257125915729,0.9088846694335149,-0.0060881150019114205,0.13205764233403983,-15.465222599994181,0.21360493373460077,003570
16,한솔테크닉스,2020,Q4,정보기술,-0.11860663446577882,0.028877392415464387,-0.023003496700028103,-0.365153057944687,0.01027470656591456,0.13205764233403983,-1.0439789596456526,-0.07232028588327229,004710
16,삼성전자,2020,Q4,정보기술,0.06305190930787594,0.05111389762605523,0.006034275793535437,-0.1523666941317875,0.00952205242915305,0.13205764233403983,-0.16894157072562577,-0.04749286885392753,005930
16,LS,2020,Q4,산업재,-0.08982644558891265,0.009158734287613823,0.009991960779991205,0.015366708881693336,0.009914361272613581,0.13205764233403983,2.023833416959358,0.09368193975702957,006260
16,삼성SDI,2020,Q4,정보기술,0.10294257651016456,0.029823187810911422,0.03005636181756266,0.03349255265841977,0.02162737804412118,0.13205764233403983,-0.755763822058605,-0.051867556383400376,006400
16,대덕전자,2020,Q4,정보기술,-0.17938581097556472,0.05000964465771918,0.03474030927047811,1.862108546166342,0.04315339825331144,0.13205764233403983,9.532403697321069,0.03994710777153376,008060
16,삼성전기,2020,Q4,정보기술,0.0018666342269697822,-0.018379975593794007,0.016887469267182764,-0.18591765919350456,0.039678304448719226,0.13205764233403983,0.7789471722205954,-0.1447299000532229,009150
16,LS산전,2020,Q4,산업재,-0.16087907716786004,0.012776596460286616,0.010931889805024353,0.14625484740675465,0.03747949414825413,0.13205764233403983,1.373715722433945,-0.07273411347431195,010120
16,LG이노텍,2020,Q4,정보기술,0.06013372731749822,-0.13311739804842881,-0.034481303956367615,0.7220646892234874,0.044565716189959526,0.13205764233403983,13.451537751176039,-0.017628415396143716,011070
16,현대상선,2020,Q4,산업재,0.29751064382928005,-0.07256782192336408,-0.021661393996423972,0.15742578858564582,-0.05618558368385551,0.13205764233403983,1.9643469317792253,0.9641633652587319,011200
16,삼성에스디에스,2020,Q4,정보기술,-0.1676362929393151,0.0021462724819958368,0.01901071007266042,0.05092456440374549,0.013801307158128884,0.13205764233403983,0.28025523363129645,-0.0688556862167449,018260
16,일진머티리얼즈,2020,Q4,정보기술,0.15774264550482742,-0.03886485680190932,0.01730084698332157,0.09678869440620352,0.0042758480775877405,0.13205764233403983,-2.8374733853797016,0.013472384297807137,020150
16,한국단자,2020,Q4,산업재,0.22373610366440966,0.014562807656355758,0.05765355384637516,0.1424358565924575,0.0277418190515184,0.13205764233403983,-0.08377629344749482,0.12201228827997054,025540
16,신도리코,2020,Q4,정보기술,-0.08794918269014285,0.010108323749784764,-0.00190904366199518,0.12240465388627886,-0.0011800232351288908,0.13205764233403983,-4.343776013762584,0.022992224041519016,029530
16,LG디스플레이,2020,Q4,정보기술,0.2872323621598828,0.014564022402712151,0.010674695285114222,0.07551481153140727,0.04737382868364981,0.13205764233403983,-1.3509196246228645,-0.037279300096139764,034220
16,SK,2020,Q4,정보기술,-0.05956013232373533,0.008083405486177586,0.013157426305653974,-0.4505444012396034,0.0007468036661393285,0.13205764233403983,-0.956701547800022,0.10737514552554797,034730
16,한미반도체,2020,Q4,정보기술,0.577523842804617,-0.10953890811371814,0.06826598954105223,0.00034314822096193076,0.028540382142467013,0.13205764233403983,-0.49933537227090796,0.5030631965237449,042700
16,대우인터내셔널,2020,Q4,산업재,0.28923200291135587,-0.06628059536816155,-0.0429040432826201,0.09623001210631577,-0.020879216906876774,0.13205764233403983,-1.9065608061259782,0.005251321471199531,047050
16,한국항공우주,2020,Q4,산업재,0.2665721644326363,0.05406444042100311,0.06678902857240732,0.4788630150093589,-0.030316329168154965,0.13205764233403983,-5.81149177167968,-0.14587537595368386,047810
16,한전KPS,2020,Q4,산업재,-0.25791104063817966,-0.008223299135424633,-0.006418818895069789,0.23428373533719893,0.016721437547945417,0.13205764233403983,5.726756518497208,0.3543487225247332,051600
16,LG전자,2020,Q4,정보기술,0.5158245616455364,0.022242459280235716,-0.011680444801230538,-0.07538856671820982,-0.0013521665010763906,0.13205764233403983,-1.7090650385846722,-0.04547045011634894,066570
16,현대글로비스,2020,Q4,산업재,-0.23305742144876557,-0.0006531251644754654,0.0570420402487668,0.4293144034676186,0.026276949383442494,0.13205764233403983,0.425972752637507,-0.0639181928748738,086280
