,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,금리 변화율,법인세차감전 순이익 변화율,Label,Code
17,CJ대한통운,2020,Q3,산업재,0.006497951974267023,0.012402360723750894,0.0171015024627843,0.015411429113952657,0.006096308022309316,-0.01328671328671327,-0.06447120442528054,-0.1734431797319626,000120
17,두산,2020,Q3,산업재,0.05912799469855127,-0.13354666956976202,-0.004824925548749359,0.12091549994102913,0.06511216650817397,-0.01328671328671327,1.5311096020742974,-0.2441647329936938,000150
17,SK하이닉스,2020,Q3,정보기술,0.08288061989992215,0.006875559435074008,0.0037314043372038697,-0.04157585555511434,0.018702415962917662,-0.01328671328671327,-0.30050809094921904,0.26653959326144916,000660
17,LG상사,2020,Q3,산업재,0.09286712153574087,0.002108457330733504,-0.045568550415222786,0.3070542905212357,-0.0007779731099530895,-0.01328671328671327,6.699034445639279,0.3772827007467857,001120
17,대한항공,2020,Q3,산업재,0.17104100964740387,-0.02018509542097202,0.003388182412372265,-0.08284892343061911,0.3052124953664406,-0.01328671328671327,-2.3109689053365594,0.31306399574872723,003490
17,LG,2020,Q3,정보기술,-0.20502896673582985,-0.0019445916017751808,-0.006779640550589772,0.08474823745358973,0.004698998198673365,-0.01328671328671327,-0.9355239315171208,-0.01601924541210939,003550
17,S&T중공업,2020,Q3,산업재,0.03300732817132775,-0.0014608274774896568,0.014725007596358308,-0.22102107821437678,-0.017487381434002858,-0.01328671328671327,-1.0593523026920735,-0.033244466235610226,003570
17,한솔테크닉스,2020,Q3,정보기술,-0.10782605210019207,-0.030191119222303886,0.010932823223384958,0.14649821058088253,-0.013137157237831154,-0.01328671328671327,-1.3493195066451429,-0.11860663446577882,004710
17,삼성전자,2020,Q3,정보기술,0.05408192697705689,0.008416021463130807,0.046240142675942675,0.2611098535514629,0.01587236328278796,-0.01328671328671327,0.47864390060594664,0.06305190930787594,005930
17,LS,2020,Q3,산업재,0.29306525221584595,0.01718248628506358,0.016425352880463873,0.12109874283081878,0.018077144180178806,-0.01328671328671327,-0.44727938321592986,-0.08982644558891265,006260
17,삼성SDI,2020,Q3,정보기술,0.06431956717818749,-0.0018557771290109715,0.0007819434762152966,0.11568988946397041,0.012079433307689014,-0.01328671328671327,0.06257285331539952,0.10294257651016456,006400
17,대덕전자,2020,Q3,정보기술,-0.07005600405742587,0.32894695040974686,0.1478146306102972,0.6389524977039931,0.1506955276432842,-0.01328671328671327,0.6179821671757217,-0.17938581097556472,008060
17,삼성전기,2020,Q3,정보기술,0.06296690054866524,-0.01748363257651664,0.05079490709396639,0.2208042577247593,0.01603700556945431,-0.01328671328671327,1.3083856199320678,0.0018666342269697822,009150
17,LS산전,2020,Q3,산업재,-0.055181088573991115,0.00016153785932693232,-0.0034746871674914415,-0.13001988953377452,0.012615115275282918,-0.01328671328671327,0.16975414011006573,-0.16087907716786004,010120
17,LG이노텍,2020,Q3,정보기술,-0.061724108072191766,0.01821270964040722,0.1216711994596178,0.4398292161480828,0.00841603818953418,-0.01328671328671327,-0.5378574853405753,0.06013372731749822,011070
17,현대상선,2020,Q3,산업재,1.129374017818932,0.08468473157248257,0.13312543338364224,0.2575140383671666,-0.027060703582955536,-0.01328671328671327,-0.08280054501624567,0.29751064382928005,011200
17,삼성에스디에스,2020,Q3,정보기술,-0.0003826296009590835,-0.0038998013193763947,0.0145557523841493,0.016150821528038817,0.020005257958918055,-0.01328671328671327,0.09178600536031256,-0.1676362929393151,018260
17,일진머티리얼즈,2020,Q3,정보기술,-0.18079383367203034,0.002737185335866199,0.004107696273250916,0.03277380416962883,0.014075102080667312,-0.01328671328671327,-0.6397801354978908,0.15774264550482742,020150
17,한국단자,2020,Q3,산업재,-0.08292173028522107,0.0020307902112339793,0.04623467202418019,0.3903987642439648,0.02066231885431269,-0.01328671328671327,3.6952268276144924,0.22373610366440966,025540
17,신도리코,2020,Q3,정보기술,0.06173524317610022,0.00025865355994536543,0.006137110269135659,-0.0743705772939196,0.003515881589893688,-0.01328671328671327,-1.3568384419658577,-0.08794918269014285,029530
17,LG디스플레이,2020,Q3,정보기술,0.07343187943107474,-0.018254182955126486,0.004626587797018189,0.3226277154378927,-0.007153668093874299,-0.01328671328671327,-0.7394788194031434,0.2872323621598828,034220
17,SK,2020,Q3,정보기술,-0.16292188844299926,-0.006729908009219798,0.01540753397433714,0.9837653993800093,0.04267574303643218,-0.01328671328671327,2.0217528679758896,-0.05956013232373533,034730
17,한미반도체,2020,Q3,정보기술,-0.07122971865155837,-0.06664069584033794,0.0578520106602145,0.2615605649783004,0.0378749351952159,-0.01328671328671327,0.27477928148141073,0.577523842804617,042700
17,대우인터내셔널,2020,Q3,산업재,-0.06968509230355535,-0.005521771466656777,-0.02841445610392468,-0.037673793221622676,0.020757607005646772,-0.01328671328671327,-0.28670830739119113,0.28923200291135587,047050
17,한국항공우주,2020,Q3,산업재,-0.08757324543673621,0.03811367169497326,-0.08704169009384599,-0.2845295239880937,0.012824607757020434,-0.01328671328671327,-0.7024065181127654,0.2665721644326363,047810
17,한전KPS,2020,Q3,산업재,-0.08752129738478817,0.038843259973241784,0.03133491556005463,-0.012349274370405228,-0.017846263209325253,-0.01328671328671327,-0.937711544085766,-0.25791104063817966,051600
17,LG전자,2020,Q3,정보기술,-0.05616821111179342,-0.002702631721994808,0.08076052521566313,0.25421044964743955,0.03411965005604545,-0.01328671328671327,0.27525296943999567,0.5158245616455364,066570
17,현대글로비스,2020,Q3,산업재,0.5231407766437507,0.0005153298032249953,0.08681648876711012,0.010437523742913513,0.03083865284893128,-0.01328671328671327,0.09748029132877778,-0.23305742144876557,086280
