,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,금리 변화율,법인세차감전 순이익 변화율,Label,Code
18,CJ대한통운,2020,Q2,산업재,-0.20805324300341949,0.004432597772771718,0.007739356902689787,0.044795102449529445,0.008142364868214846,-0.0835291604358025,0.8872548311615587,0.006497951974267023,000120
18,두산,2020,Q2,산업재,-0.0912061080882638,0.11331607352334805,0.06791530834539694,-0.14257122806847566,0.1489654579975337,-0.0835291604358025,-0.7001319443964601,0.05912799469855127,000150
18,SK하이닉스,2020,Q2,정보기술,-0.2760883720058567,0.017728602729950138,0.03648085852837801,0.18579422862190587,0.026243493168132126,-0.0835291604358025,0.6496467599000186,0.08288061989992215,000660
18,LG상사,2020,Q2,산업재,-0.040930749715722164,0.009394044203674623,0.04053186788382912,-0.06656501329541042,0.0036624226441166474,-0.0835291604358025,-0.9986823778978259,0.09286712153574087,001120
18,대한항공,2020,Q2,산업재,-0.006374697562021692,-0.025455190342344003,-0.005471810064155869,-0.28115303481567055,0.11809407973831032,-0.0835291604358025,-1.3018091175939033,0.17104100964740387,003490
18,LG,2020,Q2,정보기술,0.1995391026549494,0.010724531070863685,0.05072437247094741,-0.8712895609020094,0.06745544656315738,-0.0835291604358025,0.28186556362242476,-0.20502896673582985,003550
18,S&T중공업,2020,Q2,산업재,-0.32487189387740756,-0.03864329169999481,0.00679189074715536,-0.06041326517776302,0.004156263838766661,-0.0835291604358025,-0.13038887044359182,0.03300732817132775,003570
18,한솔테크닉스,2020,Q2,정보기술,0.06737267835909072,-0.006781676077403542,0.022095627687059194,0.1538146184395548,0.024841560381516414,-0.0835291604358025,-0.4762966650381971,-0.10782605210019207,004710
18,삼성전자,2020,Q2,정보기술,-0.053462503730239364,0.02165825939255228,-0.010767390194360238,-0.05447621041331163,0.007449142135378617,-0.0835291604358025,0.5168861015640485,0.05408192697705689,005930
18,LS,2020,Q2,산업재,-0.019981619898667646,0.01092322890682662,-0.004146648024968558,-0.14278193047821375,0.010392409317458107,-0.0835291604358025,2.0374863111785024,0.29306525221584595,006260
18,삼성SDI,2020,Q2,정보기술,0.26047152241687693,0.009189291521865872,0.02983584322558297,0.1632316546734498,0.020719084973179758,-0.0835291604358025,-2.8857047919828633,0.06431956717818749,006400
18,대덕전자,2020,Q2,정보기술,0.0,0.3857853137052216,-0.6150954758959433,-3.373828658316331,0.3476251874452121,-0.0835291604358025,-0.6416490512271116,-0.07005600405742587,008060
18,삼성전기,2020,Q2,정보기술,-0.12990878472197492,0.008612920361530163,-0.0340579932550471,-0.10484189444621406,0.011311873949176876,-0.0835291604358025,-0.6869683991072744,0.06296690054866524,009150
18,LS산전,2020,Q2,산업재,0.19135469755845652,-0.014401316648428253,-0.02031870227261534,-0.0797638798843785,0.011669043402884771,-0.0835291604358025,-0.4356308506184027,-0.055181088573991115,010120
18,LG이노텍,2020,Q2,정보기술,-0.15756930251612492,0.026773094795690566,0.01737184541671133,-0.23324522485460442,0.01220788279457019,-0.0835291604358025,-0.6635750139238279,-0.061724108072191766,011070
18,현대상선,2020,Q2,산업재,0.5189624782432478,0.19968961837949828,0.24657390540029311,0.052562058289605806,0.6613696879326871,-0.0835291604358025,-1.3919240880709824,1.129374017818932,011200
18,삼성에스디에스,2020,Q2,정보기술,-0.30309961655303336,0.0015183764941999467,-0.025819943148195246,-0.002777199749802395,0.017728430338884715,-0.0835291604358025,-0.17128210755912499,-0.0003826296009590835,018260
18,일진머티리얼즈,2020,Q2,정보기술,-0.007013161826352032,-0.014456078972842068,0.015333068576567133,-0.06349184782608697,0.027362123627505452,-0.0835291604358025,-0.44690328054298645,-0.18079383367203034,020150
18,한국단자,2020,Q2,산업재,0.44472922095051354,0.01918083381782143,-0.017723916689779573,-0.2128574192030065,0.011484821058635797,-0.0835291604358025,-0.8365646320782529,-0.08292173028522107,025540
18,신도리코,2020,Q2,정보기술,-0.38990878472197493,0.0010388845802895563,-0.021856711860587796,-0.1269307712486304,-0.006570393714700917,-0.0835291604358025,1.0075202461653654,0.06173524317610022,029530
18,LG디스플레이,2020,Q2,정보기술,0.02031230420065827,-0.043647604837377174,-0.036352309717236686,0.09141899410923449,-0.04425279058369924,-0.0835291604358025,0.3085213338325179,0.07343187943107474,034220
18,SK,2020,Q2,정보기술,0.02800550806970209,0.008827925237054446,-0.02887672531586305,-0.6553039530506035,0.0030735296431922965,-0.0835291604358025,-0.7537992647806808,-0.16292188844299926,034730
