,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,금리 변화율,법인세차감전 순이익 변화율,Label,Code
13,CJ대한통운,2021,Q3,산업재,-0.09966356553637193,-0.03818183816579801,-0.003022920782855265,0.05141722741837773,0.010103910820872253,-0.05306772908366497,1.7906418713748815,0.03823905401086618,000120
13,두산,2021,Q3,산업재,0.41635357612799506,0.0017528624222209466,-0.01352322346139656,0.06923491089544886,0.1152048594875581,-0.05306772908366497,-0.9637660586555196,-0.04979934996693024,000150
13,SK하이닉스,2021,Q3,정보기술,0.11491272592963268,0.07735460361172852,0.07082611379679538,0.15286303504958987,0.06438399186199928,-0.05306772908366497,0.7589363921230239,0.2123586794240616,000660
13,LG상사,2021,Q3,산업재,0.0010167209445187883,0.0773227055196466,0.0516530050627233,0.02226815543737093,0.11437007155297918,-0.05306772908366497,0.6130898347567557,0.22057431134612354,001120
13,대한항공,2021,Q3,산업재,0.10236674735393225,-0.01445696632066984,-0.008880006408891417,0.14158085625182038,-0.007760783174828201,-0.05306772908366497,0.01010361201680987,0.02508918020116732,003490
13,LG,2021,Q3,정보기술,0.010826868558256687,0.01272905006349423,0.0067417078653699836,0.3228540472529009,0.009406308499947835,-0.05306772908366497,0.8677352898655486,-0.08444885092536092,003550
13,S&T중공업,2021,Q3,산업재,-0.01959866757723626,0.009512557056823301,-0.005441884870931779,-0.21768458504257404,-0.006378086432968888,-0.05306772908366497,-0.3365954898458803,-0.056292676079695354,003570
13,한솔테크닉스,2021,Q3,정보기술,-0.13263647128451078,-0.00638878432584189,0.005821192253499197,0.09988130060236133,-0.024215907403950077,-0.05306772908366497,-1.978701586672126,0.13533450785547407,004710
13,삼성전자,2021,Q3,정보기술,0.01451133443913228,0.01240430756157651,0.056432278956488835,0.1780952868289667,0.03328995363464893,-0.05306772908366497,-0.07274375759775431,0.08021174509408492,005930
13,LS,2021,Q3,산업재,-0.09416699707156917,0.09276690958248524,0.016968991004830958,0.06932891610368364,0.021491803614066995,-0.05306772908366497,-0.5709963368480703,-0.03695878846085213,006260
13,삼성SDI,2021,Q3,정보기술,-0.010087483715657743,0.011945170802732052,0.006964494976570812,0.017711508667703102,0.025119585578956105,-0.05306772908366497,0.3113445148639711,-0.22333172265055734,006400
13,대덕전자,2021,Q3,정보기술,0.1129063564214618,0.004654947980571755,0.0017173464672244343,-0.05535903033562395,0.0022056808509745007,-0.05306772908366497,-0.5361511412479802,0.03722694506725424,008060
13,삼성전기,2021,Q3,정보기술,-0.023108179224949628,0.004699703334897443,0.0892235737903937,0.1116099286517549,0.05689696073916006,-0.05306772908366497,1.5324269801972408,0.03965269582859916,009150
13,LS산전,2021,Q3,산업재,0.005512225440023284,-0.022308622688893442,-0.023450805918522555,0.008100604098079112,-0.0007979239277063899,-0.05306772908366497,-1.0259404481382846,-0.15157707045872365,010120
13,LG이노텍,2021,Q3,정보기술,0.19928080979684293,0.05350537046650983,0.2672297357685214,0.626221162701277,0.0881310932895274,-0.05306772908366497,0.6803106862489123,0.3589804087982713,011070
13,현대상선,2021,Q3,산업재,-0.25051204052485565,0.1255362787472425,0.24455965579636607,0.3850897233219446,0.5060302464849251,-0.05306772908366497,10.531783015880197,0.29671968659720305,011200
13,삼성에스디에스,2021,Q3,정보기술,-0.06170181052401268,0.003112365868906064,0.006280779864990205,0.015857018720422333,0.01681817943071917,-0.05306772908366497,0.012686056365459386,-0.013977907043326895,018260
13,일진머티리얼즈,2021,Q3,정보기술,0.4144945474658236,0.03110748354158277,0.008047420544682993,0.0659979288232373,0.019050121931064368,-0.05306772908366497,0.679958446887837,-0.15001491424310207,020150
13,한국단자,2021,Q3,산업재,-0.16224005922731322,0.02573338260192415,0.00714131602577206,-0.0030159260576773095,0.027721788419462712,-0.05306772908366497,0.7531148012493696,-0.09355461139944468,025540
13,신도리코,2021,Q3,정보기술,0.08534063963857745,0.0033791908595863784,0.10386565702828188,-0.039430617336311924,0.08695936121618142,-0.05306772908366497,25.62757627911112,0.06914303230284338,029530
13,LG디스플레이,2021,Q3,정보기술,0.033904907397413586,0.018404916614343403,0.06477390917685288,0.05556687564715501,0.02225920038034679,-0.05306772908366497,0.6996256920959374,0.007818146385124333,034220
13,SK,2021,Q3,정보기술,-0.005705290503390574,0.027718665290909383,0.03062477559682053,0.316480617743506,-0.00047927048417728546,-0.05306772908366497,-28.456205613797767,0.05434460510735892,034730
13,한미반도체,2021,Q3,정보기술,-0.023206392513691568,0.010965669304860315,0.10616407643419334,-0.1632026077076688,0.09612841374212677,-0.05306772908366497,0.09312940872090913,0.08164006673679003,042700
13,대우인터내셔널,2021,Q3,산업재,-0.08816575610388241,-0.006315878522622831,0.09770469351176558,0.057357850755791695,0.012323753013925076,-0.05306772908366497,-0.6370432465361283,0.18716245551818023,047050
13,한국항공우주,2021,Q3,산업재,-0.030033517160934046,-0.010642202890125407,-0.05040331550986277,-0.37247812860077933,0.007764529300771539,-0.05306772908366497,-0.7212369374802361,0.4031162344422362,047810
13,한전KPS,2021,Q3,산업재,0.17184651693076033,0.01693909353036993,0.017687388287330963,-0.15821425891645347,0.031233851805654522,-0.05306772908366497,-0.20732067609812987,0.020848768122258124,051600
13,LG전자,2021,Q3,정보기술,-0.12891149037904137,-0.004301588831245651,-0.002964456013989869,0.030812720523810233,-0.0019178623817566187,-0.05306772908366497,-1.5698841274529332,0.1116929810362218,066570
13,현대글로비스,2021,Q3,산업재,-0.10442638119133932,0.001497797928111666,0.02927361198911238,-0.00445877943139994,0.02626685006179197,-0.05306772908366497,-0.12440743219304007,0.15844896954791807,086280
