video_id,published_at,view_count
UmS2ptTqcAA,2017-11-28T04:27:16Z,2631
oPmWpkshfT0,2017-11-27T07:55:29Z,3710
3aD6ZFyXc-0,2017-11-25T16:43:53Z,2718
J0PL0H52tww,2017-11-24T00:40:16Z,4136
gVBNi_uyO9g,2017-11-22T08:09:29Z,1444
K9l8mb1IJyY,2017-11-22T07:46:12Z,1318
dq6paIuVjmo,2017-11-22T04:32:01Z,4523
mr4ItaGnIJc,2017-11-17T07:51:08Z,1205
2yLrPmJ96oE,2017-11-16T09:09:37Z,1403
ClzPukgcGu8,2017-11-16T06:03:12Z,1164
OxclR6FGhB4,2017-11-15T04:42:01Z,1169
IhMlU-nTGe0,2017-11-15T02:39:01Z,2694
fC68qBTwFRM,2017-11-14T09:13:00Z,1238
EWKTK5K811s,2017-11-14T04:45:15Z,1027
X0JcBVhGsdg,2017-11-10T09:04:10Z,1257
Kkdz-JlFTPM,2017-11-10T06:27:32Z,2984
x5TNR3YMSh0,2017-11-09T08:36:39Z,2160
L_6dVph2zKU,2017-11-07T00:33:26Z,1605
G3lDxDOTvl0,2017-11-06T12:30:00Z,9773
PBFuhWjYyvk,2017-11-02T10:05:54Z,1659
MHQJN85lKFk,2017-11-02T04:23:48Z,5512
mcW0HZ1zTQ8,2017-11-01T04:48:15Z,1773
MhNXtHKgt1o,2017-10-31T06:37:52Z,1033
2sgM9eaVQro,2017-10-31T04:21:34Z,2497
cQhRGOfJUwg,2017-10-27T02:31:30Z,2115
kS87Z02FNpE,2017-10-26T04:56:21Z,4487
UuURMHAGZwI,2017-10-25T05:49:40Z,2748
Xuhwry2ohgE,2017-10-24T08:39:21Z,2281
nCHrJGp54v8,2017-10-24T04:37:37Z,5615
UrrE-9lYKb4,2017-10-23T02:35:41Z,1041
QlYHKL1qQRY,2017-10-20T08:46:42Z,2489
sALgevx_lpw,2017-10-18T12:30:01Z,1782
SRc7S6Aj9jU,2017-10-18T06:25:13Z,1438
aygCRGSwa7g,2017-10-17T12:30:06Z,6822
htwIXJpxgP4,2017-10-17T08:45:04Z,1255
ZIqZl3J66_U,2017-10-17T05:07:52Z,1780
ixlQN_vkCZg,2017-10-16T08:48:20Z,2005
CaGvBCLrGNU,2017-10-16T00:54:02Z,1243
6SF8y_ERwoo,2017-10-13T04:38:08Z,1095
cOOdVh3lKzY,2017-10-12T02:36:13Z,1664
