,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
0,Taekwang_Industrial,Industrials_&_Machinery,2024,Q3,0.003500760416358495,0.0032842226649514306,0.005700423963787782,003240
1,S&T_Heavy_Industries,Industrials_&_Machinery,2024,Q3,-0.017041432052964156,-0.014665400958382202,-0.016788129235203897,003570
0,Hyosung,Industrials_&_Machinery,2024,Q3,-0.17840303199905816,-0.05297948935117258,-0.005276949889101212,004800
0,Samkwang_Glass,Industrials_&_Machinery,2024,Q3,-0.019878823315578664,-0.07709210896685681,0.03920796925077408,005090
0,Hyundai_Heavy_Industries,Industrials_&_Machinery,2024,Q3,-0.0005746134870763253,-0.00039739250171177964,0.03656555533047812,009540
0,LS_Electric,Industrials_&_Machinery,2024,Q3,-0.032644571991981675,-0.02111471267686582,-0.020712042656489738,010120
0,Samsung_Heavy Industries,Industrials_&_Machinery,2024,Q3,0.051391439801208416,0.033719424180400415,0.45166437751246136,010140
0,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2024,Q3,0.0016317831254003545,0.002515088700162038,0.442310466493701,010620
1,Hyundai_WIA,Industrials_&_Machinery,2024,Q3,-0.006826785209293584,-0.008324967149730966,-0.015311761698835191,011210
0,Hanwha_Aerospace,Industrials_&_Machinery,2024,Q3,0.08202069941016699,-0.13444878547376082,0.047783974836859144,012450
0,Dongwon_Systems,Industrials_&_Machinery,2024,Q3,-0.016398013539792755,-0.04205047499937109,-0.7252483064224444,014820
0,Hyundai_Elevator,Industrials_&_Machinery,2024,Q3,0.014174673923998293,0.0339281390165832,0.24239792321276454,017800
0,Samsung_Engineering,Industrials_&_Machinery,2024,Q3,-0.034396062942263717,-0.06036514164624096,-0.022912979449073667,028050
0,Sejong_Industrial,Industrials_&_Machinery,2024,Q3,-0.003292883466760488,-0.0040216692139258825,0.0390643639599364,033530
0,Doosan_Heavy_Industries,Industrials_&_Machinery,2024,Q3,-0.000944108418348133,-0.04976893342736011,-0.07968168895245475,034020
0,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2024,Q3,0.022905729434262723,-0.2451116842833938,0.02898932174920632,042660
0,Doosan_Infracore,Industrials_&_Machinery,2024,Q3,-0.001765305166917086,0.052381011206186434,-0.06875002644876216,042670
0,Korea_Aerospace_Industries,Industrials_&_Machinery,2024,Q3,-0.04222545641842923,-0.06668732139812938,0.06561205560839434,047810
0,Hyundai_Rotem,Industrials_&_Machinery,2024,Q3,-0.056628293779568795,-0.22508761835896696,-0.12595168137908597,064350
1,S&T_Motiv,Industrials_&_Machinery,2024,Q3,-0.0009910837280442397,-0.01429603016477321,0.08756670918525034,064960
0,Doosan_Engine,Industrials_&_Machinery,2024,Q3,-0.03181920664430793,0.08671048073649723,0.05280560253590305,082740
0,HHI_Heavy_Industries,Industrials_&_Machinery,2024,Q3,-0.16703317716798938,0.03310505433955824,0.22586166509343164,097230
