,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
15,Taekwang_Industrial,Industrials_&_Machinery,2020,Q4,0.015705292654195402,0.016066303209106625,0.052140516722329555,003240
16,S&T_Heavy_Industries,Industrials_&_Machinery,2020,Q4,0.0060881150019114205,-0.0021975312140296577,0.04509835313734378,003570
15,Hyosung,Industrials_&_Machinery,2020,Q4,0.0019274003929848904,-0.003880169281304857,-0.0017699922453815464,004800
15,Samkwang_Glass,Industrials_&_Machinery,2020,Q4,-2.1085400664929685,0.533081475558923,-13.186843743401187,005090
15,Hyundai_Heavy_Industries,Industrials_&_Machinery,2020,Q4,0.03292630765971638,0.024855373689161242,-0.8290929252120458,009540
15,LS_Electric,Industrials_&_Machinery,2020,Q4,-0.03747949414825413,-0.041148001096240394,0.0985895756875389,010120
15,Samsung_Heavy Industries,Industrials_&_Machinery,2020,Q4,0.15915120766780888,1.3831974608535176,0.0980069630159427,010140
15,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2020,Q4,0.011917799637408799,0.04439021564193946,-0.07779292230575496,010620
16,Hyundai_WIA,Industrials_&_Machinery,2020,Q4,0.022732576549114314,0.02757517604567461,-0.04425232102106791,011210
15,Hanwha_Aerospace,Industrials_&_Machinery,2020,Q4,-0.017391306481808977,-0.019333717757846758,0.0044704712703645955,012450
15,Dongwon_Systems,Industrials_&_Machinery,2020,Q4,-0.015969850458499968,-0.04040990789890353,0.42733477636993145,014820
15,Hyundai_Elevator,Industrials_&_Machinery,2020,Q4,-0.01941067705757149,0.01828498866400996,0.09202570728812398,017800
15,Samsung_Engineering,Industrials_&_Machinery,2020,Q4,-0.08997948928730737,-0.49723441938669866,0.0011264300787110493,028050
15,Sejong_Industrial,Industrials_&_Machinery,2020,Q4,-0.03276373943265498,-0.007628039416925025,-0.36795884325472006,033530
15,Doosan_Heavy_Industries,Industrials_&_Machinery,2020,Q4,-0.3642322174860946,-0.5584287126207501,0.17000741467895641,034020
15,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2020,Q4,0.03220020084621822,0.17603220657068086,0.4511351903963211,042660
15,Doosan_Infracore,Industrials_&_Machinery,2020,Q4,0.020019334491156893,0.3047475907927446,-0.10442461367109157,042670
15,Korea_Aerospace_Industries,Industrials_&_Machinery,2020,Q4,0.030316329168154965,0.05822403032446555,-0.2968159073869314,047810
15,Hyundai_Rotem,Industrials_&_Machinery,2020,Q4,0.035827189841924456,-0.35747699790544796,-0.22356265882243198,064350
16,S&T_Motiv,Industrials_&_Machinery,2020,Q4,-0.006042859074454565,-0.007748737283507889,0.01095145366735717,064960
15,Doosan_Engine,Industrials_&_Machinery,2020,Q4,-0.008627420259814444,0.04985239697227606,-0.14873780677039217,082740
15,HHI_Heavy_Industries,Industrials_&_Machinery,2020,Q4,0.08648015258687791,-0.024762346199224572,-1.7910442286659376,097230
