,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
9,Taekwang_Industrial,Industrials_&_Machinery,2022,Q2,0.002341370077376337,-0.002647702828487697,0.009995964915453182,003240
10,S&T_Heavy_Industries,Industrials_&_Machinery,2022,Q2,0.00012367586757566773,-0.007955271549805465,-0.004318662774620785,003570
9,Hyosung,Industrials_&_Machinery,2022,Q2,-0.026715152182329893,-0.005456206753087889,-0.0477715760275752,004800
9,Samkwang_Glass,Industrials_&_Machinery,2022,Q2,0.014330428484841562,0.0908753255242235,0.06525430140585087,005090
9,Hyundai_Heavy_Industries,Industrials_&_Machinery,2022,Q2,-0.0038219418497640323,-0.003485127552436129,0.016600901179955718,009540
9,LS_Electric,Industrials_&_Machinery,2022,Q2,-0.008061331408740102,-0.008505553406194855,0.2595876098746366,010120
9,Samsung_Heavy Industries,Industrials_&_Machinery,2022,Q2,0.0077304895248082595,-0.17445928182318782,-1.3310790397285395,010140
9,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2022,Q2,-0.020796047711511,-0.02820541539176924,-0.90305646556574,010620
10,Hyundai_WIA,Industrials_&_Machinery,2022,Q2,-0.031440373440464464,-0.0386176033680361,0.11305042073603455,011210
9,Hanwha_Aerospace,Industrials_&_Machinery,2022,Q2,-0.047315024214988455,-0.06621665999272364,0.07619192856165713,012450
9,Dongwon_Systems,Industrials_&_Machinery,2022,Q2,-0.04071919311398586,-0.16131885770184784,0.0017208911151820327,014820
9,Hyundai_Elevator,Industrials_&_Machinery,2022,Q2,-0.08885154486447511,-0.34231434128123617,0.31653839880776224,017800
9,Samsung_Engineering,Industrials_&_Machinery,2022,Q2,-0.07343947661075467,-0.1606491751843806,-0.38851777843868773,028050
9,Sejong_Industrial,Industrials_&_Machinery,2022,Q2,-0.002735700708081934,-0.00840792653863831,-0.05869635259056771,033530
9,Doosan_Heavy_Industries,Industrials_&_Machinery,2022,Q2,0.01319349370690226,1.53713729927401,-0.14923442268895615,034020
9,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2022,Q2,0.11093635988990547,-0.11772429960604502,-0.3404833262962237,042660
9,Doosan_Infracore,Industrials_&_Machinery,2022,Q2,-0.03953834907863141,-0.07899948041558336,-0.4216210328731249,042670
9,Korea_Aerospace_Industries,Industrials_&_Machinery,2022,Q2,-0.03956958691610146,-0.07470708837987927,0.0959219216480699,047810
9,Hyundai_Rotem,Industrials_&_Machinery,2022,Q2,-0.021637323332041047,0.45464893974417486,0.10711653190318637,064350
10,S&T_Motiv,Industrials_&_Machinery,2022,Q2,-0.002686909159944628,-0.030019277844635317,0.05171016146197782,064960
9,Doosan_Engine,Industrials_&_Machinery,2022,Q2,0.19193126280627826,-0.2751461330921112,-0.16219019686924852,082740
9,HHI_Heavy_Industries,Industrials_&_Machinery,2022,Q2,0.03450619666874288,-0.010572664651152586,-0.08923414896997661,097230
