,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
22,Taekwang_Industrial,Industrials_&_Machinery,2019,Q1,-0.013159011974419155,-0.01879554137278916,-0.03738180831062632,003240
23,S&T_Heavy_Industries,Industrials_&_Machinery,2019,Q1,0.004314485738651008,0.008127400330599,-0.006375679552172775,003570
22,Hyosung,Industrials_&_Machinery,2019,Q1,0.02295449023433571,0.007457742595747829,-0.08090192603095114,004800
22,Samkwang_Glass,Industrials_&_Machinery,2019,Q1,0.03235893278471602,0.03284855284770416,-0.06423212456730587,005090
22,Hyundai_Heavy_Industries,Industrials_&_Machinery,2019,Q1,-0.0005702560313733951,-0.000951460000905735,-0.17423713788319306,009540
22,LS_Electric,Industrials_&_Machinery,2019,Q1,0.006495342579511787,0.0071845646423855936,-0.04459188609110565,010120
22,Samsung_Heavy Industries,Industrials_&_Machinery,2019,Q1,0.019522377791068024,0.04483476290603927,-0.2847334346585262,010140
22,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2019,Q1,0.006096987241494989,0.007801596301026392,0.040285568093631596,010620
23,Hyundai_WIA,Industrials_&_Machinery,2019,Q1,0.003070231006772395,0.003716245718369482,0.1539415867097611,011210
22,Hanwha_Aerospace,Industrials_&_Machinery,2019,Q1,-0.005651143818883098,-0.014589144295488854,-0.06341611906340328,012450
22,Dongwon_Systems,Industrials_&_Machinery,2019,Q1,-0.009209944337649434,-0.017701109327978637,-0.013811471538877962,014820
22,Hyundai_Elevator,Industrials_&_Machinery,2019,Q1,-0.021721312522893,-0.07874192571418637,-0.01182695708768633,017800
22,Samsung_Engineering,Industrials_&_Machinery,2019,Q1,-0.09476141396868787,1.0728641807408565,0.06056856893095919,028050
22,Sejong_Industrial,Industrials_&_Machinery,2019,Q1,-0.02778065827887577,0.010011456784860595,-0.16028607911028647,033530
22,Doosan_Heavy_Industries,Industrials_&_Machinery,2019,Q1,-0.013090075416815061,-0.05819048572373853,-0.04994932713842393,034020
22,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2019,Q1,-0.053637383496142776,-0.3695925996510665,-0.20243526237133525,042660
22,Doosan_Infracore,Industrials_&_Machinery,2019,Q1,-0.03537604911211334,-0.42918913824714666,0.09121830473587633,042670
22,Korea_Aerospace_Industries,Industrials_&_Machinery,2019,Q1,-0.02409427231586636,-0.058305144383723695,-0.001444234807470579,047810
22,Hyundai_Rotem,Industrials_&_Machinery,2019,Q1,-0.011176668933998046,-0.05396863423077791,0.2608267613914318,064350
23,S&T_Motiv,Industrials_&_Machinery,2019,Q1,0.025012103462073942,0.026893092654296846,0.01399374921290042,064960
22,Doosan_Engine,Industrials_&_Machinery,2019,Q1,0.05155031465123083,0.6685666540667521,-0.025819069857010657,082740
22,HHI_Heavy_Industries,Industrials_&_Machinery,2019,Q1,1.6400295791241573,-0.03996608192446227,0.3063158308714833,097230
