,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
13,Taekwang_Industrial,Industrials_&_Machinery,2021,Q2,-0.03769416814410986,-0.028599279296516622,-0.038269836365417254,003240
14,S&T_Heavy_Industries,Industrials_&_Machinery,2021,Q2,-0.008134091886522032,-0.0069592234588828905,0.045673353238572245,003570
13,Hyosung,Industrials_&_Machinery,2021,Q2,-0.06361048485843246,-0.02314431090305402,-0.03376378791419632,004800
13,Samkwang_Glass,Industrials_&_Machinery,2021,Q2,0.004846504128421025,-0.06939658009394067,-0.2465435038870576,005090
13,Hyundai_Heavy_Industries,Industrials_&_Machinery,2021,Q2,-0.005256697820388956,-0.001055047851291624,0.013569061458539866,009540
13,LS_Electric,Industrials_&_Machinery,2021,Q2,-0.021900913474609318,-0.02403584112334234,-0.10917283440851211,010120
13,Samsung_Heavy Industries,Industrials_&_Machinery,2021,Q2,0.11974023677659562,-0.6357375708582282,-0.08392790626546476,010140
13,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2021,Q2,0.06426827148097058,0.08418596311000048,-0.1302882226599431,010620
14,Hyundai_WIA,Industrials_&_Machinery,2021,Q2,-0.013188427862485641,-0.01633669865613352,0.05975361311506844,011210
13,Hanwha_Aerospace,Industrials_&_Machinery,2021,Q2,0.00651932860126514,0.008862079334410411,-0.2266514226081724,012450
13,Dongwon_Systems,Industrials_&_Machinery,2021,Q2,-0.02798512501195405,-0.07293035857461572,0.004099442469555181,014820
13,Hyundai_Elevator,Industrials_&_Machinery,2021,Q2,-0.004340561909264018,-0.020271091717910528,0.08283394731763427,017800
13,Samsung_Engineering,Industrials_&_Machinery,2021,Q2,-0.0467016887135403,-0.2597379748860069,0.0190853474691971,028050
13,Sejong_Industrial,Industrials_&_Machinery,2021,Q2,-0.007198630074970236,1.2001407077466553e-05,0.006951885836925853,033530
13,Doosan_Heavy_Industries,Industrials_&_Machinery,2021,Q2,-0.1994301103051217,-0.34376332729869596,0.059005067466565864,034020
13,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2021,Q2,0.2852354763482673,2.7873796573004848,0.027684175338356654,042660
13,Doosan_Infracore,Industrials_&_Machinery,2021,Q2,0.5946689347372931,-0.48196088230574907,0.3666024122773416,042670
13,Korea_Aerospace_Industries,Industrials_&_Machinery,2021,Q2,-0.04443841882252797,-0.08824711848453681,-0.4136726916832234,047810
13,Hyundai_Rotem,Industrials_&_Machinery,2021,Q2,-0.009469947853607996,0.0775049706911135,-0.26764454729047427,064350
14,S&T_Motiv,Industrials_&_Machinery,2021,Q2,-0.0356306873680341,-0.02294429857553637,0.001262106401691221,064960
13,Doosan_Engine,Industrials_&_Machinery,2021,Q2,-0.12643743500281945,-0.06651730240552522,-1.3220739123713172,082740
13,HHI_Heavy_Industries,Industrials_&_Machinery,2021,Q2,0.08184037047906034,-0.017545436611472454,-0.0052195961199379415,097230
