,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
16,Taekwang_Industrial,Industrials_&_Machinery,2020,Q3,-0.0030266019023703628,-0.0026620632817557777,-0.004301488127349984,003240
17,S&T_Heavy_Industries,Industrials_&_Machinery,2020,Q3,0.017487381434002858,0.007038726064381051,-0.0038108552355724523,003570
16,Hyosung,Industrials_&_Machinery,2020,Q3,0.04196432263661576,0.014367949881345932,-0.08722173132253763,004800
16,Samkwang_Glass,Industrials_&_Machinery,2020,Q3,0.017531355893333767,0.022417897730833358,0.04148099539355787,005090
16,Hyundai_Heavy_Industries,Industrials_&_Machinery,2020,Q3,0.0015768637743164282,-0.1519181910705485,-0.3582759338862376,009540
16,LS_Electric,Industrials_&_Machinery,2020,Q3,-0.012615115275282918,-0.013866947697862786,0.0804542356673934,010120
16,Samsung_Heavy Industries,Industrials_&_Machinery,2020,Q3,0.012613220320307539,5.764979932609826e-05,0.03526918190651174,010140
16,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2020,Q3,-0.0010851631943027407,-0.0013805977479119935,-0.16171132272214006,010620
17,Hyundai_WIA,Industrials_&_Machinery,2020,Q3,-0.0035368733378897677,-0.003931997918189323,-0.041013907730982346,011210
16,Hanwha_Aerospace,Industrials_&_Machinery,2020,Q3,0.0026940194205213874,0.004630724380451201,0.02166524302239259,012450
16,Dongwon_Systems,Industrials_&_Machinery,2020,Q3,-0.026809299581180612,-0.07214924652457455,-0.011567668140976428,014820
16,Hyundai_Elevator,Industrials_&_Machinery,2020,Q3,-0.11854537193746273,-0.18007269104419943,0.05866873197028233,017800
16,Samsung_Engineering,Industrials_&_Machinery,2020,Q3,-0.06922366603956331,-0.7801329035607885,-0.07341222929903801,028050
16,Sejong_Industrial,Industrials_&_Machinery,2020,Q3,-0.06692035355473736,-0.002480978008042145,-0.04251369691354623,033530
16,Doosan_Heavy_Industries,Industrials_&_Machinery,2020,Q3,0.122211735301475,-0.37303079469941225,0.07251614021883512,034020
16,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2020,Q3,0.007444326988312433,0.03950276262892949,0.036802447942741456,042660
16,Doosan_Infracore,Industrials_&_Machinery,2020,Q3,0.00530640059376053,0.1583471532348043,-0.5961382348190565,042670
16,Korea_Aerospace_Industries,Industrials_&_Machinery,2020,Q3,-0.012824607757020434,-0.024924553933377558,0.09950007090044055,047810
16,Hyundai_Rotem,Industrials_&_Machinery,2020,Q3,-0.21877742645343368,0.1215549991226953,0.43340707923118504,064350
17,S&T_Motiv,Industrials_&_Machinery,2020,Q3,-0.010150237904839932,-0.011725958968763273,-0.010237366094844269,064960
16,Doosan_Engine,Industrials_&_Machinery,2020,Q3,0.012795819510249329,-0.08096107496459481,0.0264883589792807,082740
16,HHI_Heavy_Industries,Industrials_&_Machinery,2020,Q3,-0.13076543655642214,0.03326777651588597,-0.013699834033592095,097230
