,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
8,Taekwang_Industrial,Industrials_&_Machinery,2022,Q3,0.005335339271358763,0.0009482048599185333,-0.016308901306610002,003240
9,S&T_Heavy_Industries,Industrials_&_Machinery,2022,Q3,0.001470213040872026,-0.0029097492383276524,-0.0005518025564106299,003570
8,Hyosung,Industrials_&_Machinery,2022,Q3,-0.004236722441051777,0.006156450567915361,-0.0065325285198210015,004800
8,Samkwang_Glass,Industrials_&_Machinery,2022,Q3,-0.029181130809066813,-0.20063043992394491,0.0035659636124424354,005090
8,Hyundai_Heavy_Industries,Industrials_&_Machinery,2022,Q3,-0.0005676185401279898,-0.0015206871131836497,0.1887018035176905,009540
8,LS_Electric,Industrials_&_Machinery,2022,Q3,-0.0029157578701324294,-0.0030956355579614403,-0.004635743154832506,010120
8,Samsung_Heavy Industries,Industrials_&_Machinery,2022,Q3,-0.05390049709864386,-0.13259114515683335,-0.31739039866723706,010140
8,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2022,Q3,-0.048508385657514363,-0.06535078192190924,-0.915526424943581,010620
9,Hyundai_WIA,Industrials_&_Machinery,2022,Q3,-0.0048555111908075155,-0.005593033294377436,0.04051802722157605,011210
8,Hanwha_Aerospace,Industrials_&_Machinery,2022,Q3,-0.02027559296222292,-0.027794419376035107,-0.06611247177040513,012450
8,Dongwon_Systems,Industrials_&_Machinery,2022,Q3,-0.02807809000422168,-0.10123489001507524,-0.03696361522784497,014820
8,Hyundai_Elevator,Industrials_&_Machinery,2022,Q3,-0.0020894138632696624,-0.006529787141859256,0.23144067504366417,017800
8,Samsung_Engineering,Industrials_&_Machinery,2022,Q3,-0.09551722030751364,-0.18907567281791482,0.031997895136773646,028050
8,Sejong_Industrial,Industrials_&_Machinery,2022,Q3,-0.025153114018301226,-0.03099806987920961,-0.03083635467045065,033530
8,Doosan_Heavy_Industries,Industrials_&_Machinery,2022,Q3,0.00234881325386449,-1.078210731699071,0.1165019313159259,034020
8,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2022,Q3,0.44912507283569036,-0.35031998014850574,-0.32668241638300866,042660
8,Doosan_Infracore,Industrials_&_Machinery,2022,Q3,-0.028857316120688203,-0.08461210859376611,-1.0261743221735462,042670
8,Korea_Aerospace_Industries,Industrials_&_Machinery,2022,Q3,-0.039565752656415265,-0.07225754100444637,-0.030033001531429848,047810
8,Hyundai_Rotem,Industrials_&_Machinery,2022,Q3,-0.026675741397661712,0.9327611191842611,-0.14966254639400645,064350
9,S&T_Motiv,Industrials_&_Machinery,2022,Q3,-0.009948883808272857,-0.03628058570973147,0.0744203326379771,064960
8,Doosan_Engine,Industrials_&_Machinery,2022,Q3,-0.6919461581362483,0.018440266152399243,-0.3131823079837033,082740
8,HHI_Heavy_Industries,Industrials_&_Machinery,2022,Q3,0.04972858148565151,-0.014962553775299536,0.0897510820451628,097230
