,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
17,Taekwang_Industrial,Industrials_&_Machinery,2020,Q2,-0.18233049128411793,-0.17693439324216098,-0.2083759236836482,003240
18,S&T_Heavy_Industries,Industrials_&_Machinery,2020,Q2,-0.004156263838766661,-0.00878834666409034,-0.00794580245908505,003570
17,Hyosung,Industrials_&_Machinery,2020,Q2,0.005679915659280055,-0.00238059563649462,0.0077581815773064555,004800
17,Samkwang_Glass,Industrials_&_Machinery,2020,Q2,-0.00045520510129293257,-0.0005341644199530204,-0.3637799777073951,005090
17,Hyundai_Heavy_Industries,Industrials_&_Machinery,2020,Q2,0.0006352981595986185,0.13366538236761727,-0.03492897020588348,009540
17,LS_Electric,Industrials_&_Machinery,2020,Q2,-0.011669043402884771,-0.012804362034871009,-0.35351653197589616,010120
17,Samsung_Heavy Industries,Industrials_&_Machinery,2020,Q2,0.14136482418131224,0.6470361842916243,0.1220603075849912,010140
17,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2020,Q2,-0.0005376629084876683,-0.0009843260384028163,0.017738104356887496,010620
18,Hyundai_WIA,Industrials_&_Machinery,2020,Q2,0.006062420718475736,0.008319848424199638,-0.007933317497152537,011210
17,Hanwha_Aerospace,Industrials_&_Machinery,2020,Q2,0.004154089104276393,0.005846962450656634,0.003525368181718669,012450
17,Dongwon_Systems,Industrials_&_Machinery,2020,Q2,-0.027333755659571857,-0.07757721673386087,0.0032267591150766384,014820
17,Hyundai_Elevator,Industrials_&_Machinery,2020,Q2,0.06953112995199229,0.35160076659918926,-0.8407731306490338,017800
17,Samsung_Engineering,Industrials_&_Machinery,2020,Q2,-0.04835869687882366,-1.3114813799815517,-0.036347319283416724,028050
17,Sejong_Industrial,Industrials_&_Machinery,2020,Q2,0.039635660792548766,0.048071875034276124,0.4287597883153973,033530
17,Doosan_Heavy_Industries,Industrials_&_Machinery,2020,Q2,0.155986755701087,-1.2987501888258857,0.06751003666770783,034020
17,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2020,Q2,-0.012929665159506998,-0.07511358181548511,0.20954362386056768,042660
17,Doosan_Infracore,Industrials_&_Machinery,2020,Q2,-0.0012316948213142442,0.05932489597852475,0.1319027579807297,042670
17,Korea_Aerospace_Industries,Industrials_&_Machinery,2020,Q2,-0.033971644731729755,-0.06820997283044106,-0.20425643417098094,047810
17,Hyundai_Rotem,Industrials_&_Machinery,2020,Q2,-0.06616427627905552,0.27590085581414725,-0.02890980558511158,064350
18,S&T_Motiv,Industrials_&_Machinery,2020,Q2,-0.010591378009726427,-0.013105446173089064,0.023749419709476305,064960
17,Doosan_Engine,Industrials_&_Machinery,2020,Q2,-0.0037449553593318363,0.023062075990689546,-0.1952121408102161,082740
17,HHI_Heavy_Industries,Industrials_&_Machinery,2020,Q2,-0.28040237927177114,0.052334047241468284,0.22467116211661786,097230
