,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
1,Taekwang_Industrial,Industrials_&_Machinery,2024,Q2,-0.007366769185843447,-0.007260880714557105,-0.01813628933649669,003240
2,S&T_Heavy_Industries,Industrials_&_Machinery,2024,Q2,-0.06932868663561753,-0.0687702599315807,0.2939102728178131,003570
1,Hyosung,Industrials_&_Machinery,2024,Q2,0.3026422581077255,0.004039420110977354,0.024931968163332985,004800
1,Samkwang_Glass,Industrials_&_Machinery,2024,Q2,-0.03314393164048424,-0.14208972460818248,-0.055603064738378505,005090
1,Hyundai_Heavy_Industries,Industrials_&_Machinery,2024,Q2,-0.009400955029616576,-0.006765231313940134,0.041431927696905846,009540
1,LS_Electric,Industrials_&_Machinery,2024,Q2,-0.07393284790227606,-0.05077642605680821,0.16837963741646722,010120
1,Samsung_Heavy Industries,Industrials_&_Machinery,2024,Q2,-0.06280803840761529,0.025811324371774358,-0.024100576100451798,010140
1,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2024,Q2,-0.012231135521482361,-0.01744456509775194,-0.07792508670186793,010620
2,Hyundai_WIA,Industrials_&_Machinery,2024,Q2,-0.010047722060107178,-0.012279836814936163,-0.024864420939354037,011210
1,Hanwha_Aerospace,Industrials_&_Machinery,2024,Q2,-0.046791071275524176,-0.061221122366269976,-0.02616133653909114,012450
1,Dongwon_Systems,Industrials_&_Machinery,2024,Q2,-0.0672904519983124,-0.18242343314281917,0.29465025041496073,014820
1,Hyundai_Elevator,Industrials_&_Machinery,2024,Q2,-0.03838079129395333,-0.09705861081592415,0.11589146882635581,017800
1,Samsung_Engineering,Industrials_&_Machinery,2024,Q2,-0.2105322233809246,-0.35907256223336614,-0.2217357141399543,028050
1,Sejong_Industrial,Industrials_&_Machinery,2024,Q2,-0.024512546004269886,-0.029369401539737883,0.016555619149358658,033530
1,Doosan_Heavy_Industries,Industrials_&_Machinery,2024,Q2,-0.020015771723288278,-0.6368353053418792,0.01123235047391502,034020
1,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2024,Q2,0.011712034424319562,-0.15077608273236542,-0.02859071878738839,042660
1,Doosan_Infracore,Industrials_&_Machinery,2024,Q2,-0.0037275646243526417,-0.035048841467313574,0.21164502879872915,042670
1,Korea_Aerospace_Industries,Industrials_&_Machinery,2024,Q2,-0.034261440818694755,-0.055205353604692586,-0.369248161685946,047810
1,Hyundai_Rotem,Industrials_&_Machinery,2024,Q2,-0.06441169664417634,-0.3178005189722195,0.40118832792258463,064350
2,S&T_Motiv,Industrials_&_Machinery,2024,Q2,-0.0039233172092230095,-0.032947357437855596,0.028996155941102386,064960
1,Doosan_Engine,Industrials_&_Machinery,2024,Q2,-0.03913118259721382,0.10490481683922936,-0.11357656724918486,082740
1,HHI_Heavy_Industries,Industrials_&_Machinery,2024,Q2,0.11703872962986939,-0.02742794961419248,-0.0036335280836106154,097230
