,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
5,Taekwang_Industrial,Industrials_&_Machinery,2023,Q2,0.0047014915940828406,0.004268711928042457,-0.010763842521405165,003240
6,S&T_Heavy_Industries,Industrials_&_Machinery,2023,Q2,-0.016789354397600986,-0.013879368588335161,-0.005874689172092662,003570
5,Hyosung,Industrials_&_Machinery,2023,Q2,0.0023396249225823285,0.0003421264429344095,-0.0024061513639581644,004800
5,Samkwang_Glass,Industrials_&_Machinery,2023,Q2,0.0013063850204110272,0.005915430933253973,0.27554423665350025,005090
5,Hyundai_Heavy_Industries,Industrials_&_Machinery,2023,Q2,-0.0013375197903771063,0.0007401333133137955,-0.03890108945110393,009540
5,LS_Electric,Industrials_&_Machinery,2023,Q2,-0.04924469027658085,-0.05434908336304578,-0.2504770075518541,010120
5,Samsung_Heavy Industries,Industrials_&_Machinery,2023,Q2,-0.010545791705854679,0.029130411098606146,-0.22158201007663414,010140
5,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2023,Q2,0.018296208156151517,0.024875376722385156,0.021850119019497405,010620
6,Hyundai_WIA,Industrials_&_Machinery,2023,Q2,-0.015116635534661249,-0.018380445589166072,0.2775878507047427,011210
5,Hanwha_Aerospace,Industrials_&_Machinery,2023,Q2,-0.013538063944627199,-0.09271183114872383,-0.10333914838377134,012450
5,Dongwon_Systems,Industrials_&_Machinery,2023,Q2,-0.024671650813452572,-0.07330789699169515,0.037661597755692,014820
5,Hyundai_Elevator,Industrials_&_Machinery,2023,Q2,0.05237296384705459,0.03799246481087171,-0.8409363391082647,017800
5,Samsung_Engineering,Industrials_&_Machinery,2023,Q2,-0.064516937602761,-0.14652864471468008,-0.22910583504805548,028050
5,Sejong_Industrial,Industrials_&_Machinery,2023,Q2,-0.04185474349059537,-0.026030686449292295,0.0026950393100940717,033530
5,Doosan_Heavy_Industries,Industrials_&_Machinery,2023,Q2,-0.010549352557569946,-0.5413711861708519,0.11809251949842525,034020
5,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2023,Q2,-3.2418710292957202,-0.1542592129886593,-1.846917837412842,042660
5,Doosan_Infracore,Industrials_&_Machinery,2023,Q2,-0.06480321290649171,-0.09200329921061368,-0.0013291223756251025,042670
5,Korea_Aerospace_Industries,Industrials_&_Machinery,2023,Q2,-0.007530740844178707,-0.013015888228244066,0.1960518300379892,047810
5,Hyundai_Rotem,Industrials_&_Machinery,2023,Q2,-0.036609652145646265,-0.3420134753294246,-0.011880149307026633,064350
6,S&T_Motiv,Industrials_&_Machinery,2023,Q2,-0.03322022435224414,-0.034766083521345026,-0.00040985432941242905,064960
5,Doosan_Engine,Industrials_&_Machinery,2023,Q2,-0.0008175609147966778,0.0032511022757261143,-0.21737834315020654,082740
5,HHI_Heavy_Industries,Industrials_&_Machinery,2023,Q2,0.22272490236108644,-0.05606344072419822,0.7263997178313243,097230
