,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,비유동부채변화율,Code
34,Taekwang_Industrial,Industrials_&_Machinery,2016,Q1,-0.002841191169399293,-0.0009353057370362627,-0.021836684544982443,003240
35,S&T_Heavy_Industries,Industrials_&_Machinery,2016,Q1,0.014553227244147426,0.016377427727392035,0.012073186908267974,003570
34,Hyosung,Industrials_&_Machinery,2016,Q1,-0.05248446625453873,-0.05562448194294589,0.061464459481702094,004800
34,Samkwang_Glass,Industrials_&_Machinery,2016,Q1,-0.008208804446943274,-0.005003487069095147,0.16267404916076023,005090
34,Hyundai_Heavy_Industries,Industrials_&_Machinery,2016,Q1,-0.03233848141077722,-0.0341930243557198,0.04196111431759619,009540
34,LS_Electric,Industrials_&_Machinery,2016,Q1,0.014628285524661111,0.016823095427175416,0.04806286739044385,010120
34,Samsung_Heavy Industries,Industrials_&_Machinery,2016,Q1,-0.22263418421254122,-0.009793807592386239,0.20112287663193684,010140
34,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2016,Q1,-0.08153123940541218,-0.04238936357171008,0.12139706664569394,010620
35,Hyundai_WIA,Industrials_&_Machinery,2016,Q1,-0.007878547299014604,-0.009952496702105629,0.07917418776439167,011210
34,Hanwha_Aerospace,Industrials_&_Machinery,2016,Q1,0.028899895762428573,-0.18881579243581714,0.1163559668763886,012450
34,Dongwon_Systems,Industrials_&_Machinery,2016,Q1,-0.04308704097932936,-0.2300757568778542,0.5722458857399468,014820
34,Hyundai_Elevator,Industrials_&_Machinery,2016,Q1,0.08836959662052801,0.5760716529061932,-0.05424844749211566,017800
34,Samsung_Engineering,Industrials_&_Machinery,2016,Q1,3.145475138860583,0.15359420741788787,0.21339998912334646,028050
34,Sejong_Industrial,Industrials_&_Machinery,2016,Q1,-0.004648862016225719,0.0018130593871987788,-0.060056318037658096,033530
34,Doosan_Heavy_Industries,Industrials_&_Machinery,2016,Q1,0.017608386915235474,0.041317404072099606,0.02374946300013303,034020
34,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2016,Q1,-0.4244810792885192,0.12999257056266444,0.12340606998630821,042660
34,Doosan_Infracore,Industrials_&_Machinery,2016,Q1,-0.008768633328532172,0.0640890043319261,0.26176258112967365,042670
34,Korea_Aerospace_Industries,Industrials_&_Machinery,2016,Q1,0.004807609165585869,0.010449832363755407,-0.007569908979616624,047810
34,Hyundai_Rotem,Industrials_&_Machinery,2016,Q1,-0.007072256921573095,-0.018675689410943885,0.08622399216555232,064350
35,S&T_Motiv,Industrials_&_Machinery,2016,Q1,-0.00504548494563295,-0.0036213696389117978,0.06644009863451383,064960
34,Doosan_Engine,Industrials_&_Machinery,2016,Q1,0.0028289537895305195,0.039872815960435126,0.019202294369660367,082740
34,HHI_Heavy_Industries,Industrials_&_Machinery,2016,Q1,0.03155650443656721,0.3883767143369059,0.11041541205932137,097230
