video_id,published_at,view_count
M_CdDNyXweE,2020-06-05T04:11:49Z,2324
SC0sqTE60n8,2020-06-03T23:17:20Z,64733
9kihN7olPG8,2020-06-03T08:48:56Z,1293
uv4ZvBFn_0g,2020-06-02T09:16:23Z,13523
SNtqX-Ciu6g,2020-06-02T08:37:00Z,8147
yVFZT1CxgZ0,2020-06-02T07:28:36Z,1627
cD-SB8O-j3Q,2020-06-01T08:35:36Z,13245
TLEd7rNhRaQ,2020-06-01T07:25:06Z,7936
G_SGWbonSrA,2020-06-01T07:26:19Z,3377
pRmiLdACGJo,2020-06-01T07:24:15Z,3836
ochaQx4NfZU,2020-06-01T06:41:26Z,2396
VLsbDN3jpKY,2020-06-01T06:02:03Z,6917
3Alyr49RH4Y,2020-06-01T00:04:22Z,2209
1TFPUARZ-y8,2020-05-29T09:50:24Z,1136
H4md3Q4Tk6Y,2020-05-29T08:23:59Z,3758
4U1u6S3WFZ0,2020-05-29T07:27:21Z,3597
K6hdJizOrNE,2020-05-29T07:25:09Z,3863
I-T17O7V8hU,2020-05-29T07:15:27Z,2280
Ev_gZ5jHzP4,2020-05-28T23:18:28Z,4925
sKJaBxGiO38,2020-05-28T09:29:07Z,4585
VU5JJvqVY3E,2020-05-28T08:44:36Z,7696
-L5FfVtCRLE,2020-05-28T08:29:02Z,10121
j_5axUI2UZA,2020-05-28T08:28:16Z,1777
bO6pgdJqLa4,2020-05-28T05:28:39Z,36297
ESHBpfYFddM,2020-05-27T23:48:27Z,3484
44sUAWsL4DA,2020-05-27T22:50:16Z,13407
PyYG9tV9noI,2020-05-27T09:47:44Z,2028
dYZGCTb4YXg,2020-05-27T07:33:41Z,2562
mQyvzQOty7w,2020-05-27T07:34:02Z,4610
hfdoziCkZOo,2020-05-27T06:12:24Z,2075
GyrJLnKmHgI,2020-05-27T00:46:44Z,1168
n8Xzms1pAO4,2020-05-27T00:16:11Z,4992
d8fgKzIeq-A,2020-05-26T09:22:05Z,4186
Ms3wMZKEqGY,2020-05-26T09:22:05Z,1289
sDUVEs3iL18,2020-05-26T04:12:16Z,1344
sHjR3aXMdu8,2020-05-26T00:03:51Z,1169
hShIFI9KPY8,2020-05-25T23:48:19Z,2153
u68PbNYJmmI,2020-05-25T09:18:56Z,13051
juc8WaHGDZo,2020-05-25T08:19:58Z,4132
2Jj-sM3383U,2020-05-25T05:06:39Z,26369
VPZDfYJzfPM,2020-05-25T01:20:09Z,7202
raUiQHtVtBo,2020-05-24T23:19:35Z,1722
vb75XOW1PTo,2020-05-24T23:16:19Z,1624
21Ar7sp47Ys,2020-05-22T09:30:33Z,2170
6pKbIhEa8yQ,2020-05-22T07:33:16Z,5031
xRfnMrp6TSU,2020-05-21T09:32:36Z,2389
i7pE9VgGbXc,2020-05-21T09:32:35Z,1695
f4o3yO60ck4,2020-05-21T08:36:40Z,2474
_v8vI63NJTU,2020-05-21T04:15:26Z,2394
ZaUL3RQXWiE,2020-05-20T23:33:01Z,3910
cdDaD-xxglw,2020-05-20T10:28:38Z,4759
gLv3x4CzQbA,2020-05-20T08:32:33Z,7096
Q8kqaBhPfeo,2020-05-19T23:38:08Z,3565
z9-jWz8EZq0,2020-05-19T09:41:31Z,12200
BbPVxtIO7b0,2020-05-19T09:41:30Z,1923
7eaiijq88Jk,2020-05-19T07:46:22Z,1984
7M8_X4NHv5A,2020-05-19T07:35:04Z,1717
7WiDT4KCG30,2020-05-19T07:35:08Z,5401
lvs4GRHf5nw,2020-05-18T23:23:17Z,2671
njoFmAkeO7I,2020-05-18T09:13:20Z,7200
boz1vvqGTGA,2020-05-18T09:13:21Z,3747
VvzdfdEo5WA,2020-05-18T05:22:15Z,5549
rMykkEkkGA4,2020-05-15T09:20:52Z,1737
cS9jPxLZK90,2020-05-15T05:57:05Z,3619
ansgN_nlgys,2020-05-14T23:59:00Z,1849
q8FsRnovRcg,2020-05-14T23:55:15Z,2695
bxKsXhymz28,2020-05-14T10:05:24Z,5657
7ffpaFCh9mc,2020-05-14T10:05:24Z,1170
PEfe1dqCu84,2020-05-14T08:39:10Z,4096
Vg8ZOIOnuc4,2020-05-14T06:10:17Z,11454
zf4PJHWm3Pw,2020-05-14T04:32:45Z,2637
ODoc492-SlQ,2020-05-13T23:56:18Z,1992
IBF2iA3ZA_s,2020-05-13T23:32:34Z,4693
0EVGQJMmUNY,2020-05-13T09:56:57Z,1667
RteMOFZcU1Y,2020-05-13T09:56:57Z,1471
