,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,GDP 변화율,실업률 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,Label,Code
23,Hyundai_Livart,기타제조,2018,Q4,0.06552847416749956,-0.030530496605643664,-0.042692392739305474,-0.005684653689703056,0.08800000000000008,0.008255670160192796,0.008255670160192796,0.008255670160192685,0.008255670160192685,0.008255670160192796,-0.04197385672308196,079430
