,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,GDP 변화율,실업률 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,Label,Code
33,Hyundai_Livart,기타제조,2016,Q2,-0.027413288758880074,-0.008827556197974484,-0.0495671825736792,-0.012538958150480006,0.044642857142857095,-0.00847138817070281,-0.00847138817070281,-0.008471388170702587,-0.008471388170702587,-0.00847138817070281,-0.24154854367579764,079430
