,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,GDP 변화율,실업률 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,Label,Code
16,Hyundai_Livart,기타제조,2020,Q3,1.1949006518793657,0.0150695869552121,-0.046186326671525446,-0.022088428967425466,0.032258064516129115,-0.12127725649179522,-0.12127725649179522,-0.12127725649179522,-0.12127725649179522,-0.12127725649179522,-0.16049000850450232,079430
