,name,sector,year,quarter,자산총계변화율,비유동자산변화율,비유동부채변화율,Relative Return,발행금액변화율,전체 주식 수변화율,특정 증권 등 소유 증감 비율변화율,전체 주주 수변화율,기초 소유 주식 수변화율,보유 주식 수변화율,Label,Code
17,Hyundai_Livart,기타제조,2020,Q2,-0.05558474868964103,-0.11156734453448536,-0.2769113014860647,-0.27315476647426373,0.056649870021019955,-0.07206712048468633,-0.07111329841301917,-0.06990472039668472,-0.10342251694235527,-0.03973561211645249,1.1949006518793657,079430
