,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,GDP 변화율,실업률 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,Label,Code
15,Hyundai_Livart,기타제조,2020,Q4,-0.16049000850450232,0.009451268752488029,-0.011703721411910895,-0.015741758304966824,-0.04166666666666674,-0.015371270064568732,-0.015371270064568732,-0.015371270064568732,-0.015371270064568732,-1.5167535402117083,-0.25404895159578644,079430
