,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,GDP 변화율,실업률 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,Label,Code
30,Hyundai_Livart,기타제조,2017,Q1,-0.028620753201203625,-0.011244528796613418,-0.007666968365095617,-0.011192800453106333,-0.0277777777777779,-0.057485535697076706,-0.057485535697076706,-0.057485535697076706,-0.057485535697076706,-0.057485535697076706,0.055622862058685926,079430
