,name,sector,year,quarter,자산총계변화율,비유동자산변화율,비유동부채변화율,매출액변화율,유동자산변화율,Relative Return,전체 주식 수변화율,발행금액변화율,특정 증권 등 소유 증감 수변화율,특정 증권 등 소유 비율변화율,Label,Code
9,Hyundai_Livart,기타제조,2022,Q2,-0.026013566535105337,-0.0017012090172920935,-0.018214015891151014,0.022469030664849732,-0.05363682484934551,0.13573040774932488,-0.024992957926646797,0.004391694681747826,-0.09189482843223318,-0.0918948284322334,-0.15534636122301174,079430
