,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,GDP 변화율,실업률 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,Label,Code
6,Hyundai_Livart,기타제조,2023,Q1,-0.08324757926713508,0.02152812446214636,0.0015805873569739726,-0.004395562960080701,0.05813953488372092,0.06497466736075996,0.06497466736075996,0.06497466736075996,0.06497466736075996,0.6111265758881016,-0.1721383809157485,079430
