,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,GDP 변화율,실업률 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,Label,Code
22,Hyundai_Livart,기타제조,2019,Q1,-0.04197385672308196,-0.03515991995718459,-0.11571209489316336,-0.0005796429835080996,-0.01754385964912264,0.09881665287439689,0.09881665287439689,0.09881665287439712,0.09881665287439712,0.098816652874397,-0.019782415979192315,079430
