,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,GDP 변화율,실업률 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,Label,Code
5,Hyundai_Livart,기타제조,2023,Q2,-0.1721383809157485,-0.03516526182609647,0.011614475985039063,-0.005514657406169521,0.04938271604938271,-0.035819231703527965,-0.035819231703527965,-0.035819231703527965,-0.035819231703527965,-0.035819231703527965,0.05201365051551482,079430
