,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,GDP 변화율,실업률 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,Label,Code
2,Hyundai_Livart,기타제조,2024,Q1,-0.24648670764063918,-0.04254194655523036,0.032115935126389994,-0.013001130867663191,0.011764705882352788,-5.776375166449061,-5.776375166449061,-5.77637516644906,-5.77637516644906,0.49144270447655525,-0.0664662841614661,079430
