Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2024,Q1,BS,유동자산,2024.03.31 현재,"401,810,103,738"
2024,Q1,BS,비유동자산,2024.03.31 현재,"2,101,458,018,460"
2024,Q1,BS,자산총계,2024.03.31 현재,"2,503,268,122,198"
2024,Q1,BS,유동부채,2024.03.31 현재,"204,354,698,140"
2024,Q1,BS,비유동부채,2024.03.31 현재,"244,736,743,028"
2024,Q1,BS,부채총계,2024.03.31 현재,"449,091,441,168"
2024,Q1,BS,자본금,2024.03.31 현재,"44,341,645,000"
2024,Q1,BS,이익잉여금,2024.03.31 현재,"1,757,382,686,598"
2024,Q1,BS,자본총계,2024.03.31 현재,"2,054,176,681,030"
2024,Q1,IS,매출액,2024.01.01 ~ 2024.03.31,67575117953
2024,Q1,IS,영업이익,2024.01.01 ~ 2024.03.31,33618068132
2024,Q1,IS,법인세차감전 순이익,2024.01.01 ~ 2024.03.31,36437702865
2024,Q1,IS,당기순이익,2024.01.01 ~ 2024.03.31,35544656367
2024,Q1,IS,당기순이익(손실),2024.01.01 ~ 2024.03.31,35544656367
2024,Q1,IS,총포괄손익,2024.01.01 ~ 2024.03.31,68301030172
2024,Q1,IS,영업비용,2024.01.01 ~ 2024.03.31,33957049821
2024,Q2,BS,유동자산,2024.06.30 현재,"420,450,751,404"
2024,Q2,BS,비유동자산,2024.06.30 현재,"2,149,990,254,191"
2024,Q2,BS,자산총계,2024.06.30 현재,"2,570,441,005,595"
2024,Q2,BS,유동부채,2024.06.30 현재,"45,129,560,980"
2024,Q2,BS,비유동부채,2024.06.30 현재,"421,792,799,887"
2024,Q2,BS,부채총계,2024.06.30 현재,"466,922,360,867"
2024,Q2,BS,자본금,2024.06.30 현재,"44,341,645,000"
2024,Q2,BS,이익잉여금,2024.06.30 현재,"1,777,849,383,590"
2024,Q2,BS,자본총계,2024.06.30 현재,"2,103,518,644,728"
2024,Q2,IS,매출액,2024.01.01 ~ 2024.06.30,59546779369
2024,Q2,IS,영업이익,2024.01.01 ~ 2024.06.30,18684758854
2024,Q2,IS,법인세차감전 순이익,2024.01.01 ~ 2024.06.30,20030973657
2024,Q2,IS,당기순이익,2024.01.01 ~ 2024.06.30,20427779435
2024,Q2,IS,당기순이익(손실),2024.01.01 ~ 2024.06.30,20427779435
2024,Q2,IS,총포괄손익,2024.01.01 ~ 2024.06.30,49022655342
2024,Q2,IS,영업비용,2024.01.01 ~ 2024.06.30,40862020515
2024,Q3,BS,유동자산,2024.09.30 현재,"425,484,685,940"
2024,Q3,BS,비유동자산,2024.09.30 현재,"2,160,299,940,501"
2024,Q3,BS,자산총계,2024.09.30 현재,"2,585,784,626,441"
2024,Q3,BS,유동부채,2024.09.30 현재,"49,076,827,319"
2024,Q3,BS,비유동부채,2024.09.30 현재,"419,387,080,666"
2024,Q3,BS,부채총계,2024.09.30 현재,"468,463,907,985"
2024,Q3,BS,자본금,2024.09.30 현재,"44,341,645,000"
2024,Q3,BS,이익잉여금,2024.09.30 현재,"1,792,303,571,714"
2024,Q3,BS,자본총계,2024.09.30 현재,"2,117,320,718,456"
2024,Q3,IS,매출액,2024.01.01 ~ 2024.09.30,56669394590
2024,Q3,IS,영업이익,2024.01.01 ~ 2024.09.30,14871196067
2024,Q3,IS,법인세차감전 순이익,2024.01.01 ~ 2024.09.30,15546473486
2024,Q3,IS,당기순이익,2024.01.01 ~ 2024.09.30,14544384632
2024,Q3,IS,당기순이익(손실),2024.01.01 ~ 2024.09.30,14544384632
2024,Q3,IS,총포괄손익,2024.01.01 ~ 2024.09.30,13545658225
2024,Q3,IS,영업비용,2024.01.01 ~ 2024.09.30,41798198523
