,name,sector,year,quarter,Relative Return,이익잉여금변화율,자본총계변화율,비유동자산변화율,비유동부채변화율,매출액변화율,Label,Code
8,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q3,-0.028131566770931288,-0.0859231743901192,-0.025281842998496673,0.00014981265848801328,-0.018170216487112256,-0.029728978613393853,-0.06201702978717745,000080
8,Yuhan_Corporation,Healthcare,2022,Q3,0.11819428013486125,-0.002500101134134569,0.0012218882853022306,-0.042425913368246304,0.2176018739268104,0.09374378710583886,0.042936475457633724,000100
8,Ildong_Pharmaceutical,Healthcare,2022,Q3,0.09274254337687336,-0.0035170418338172915,-0.0025677097371197277,-0.041191197409639946,-0.003613551596078457,-0.05629347551383601,0.28661898332251984,000230
8,Daesang,Consumer_Goods_&_Retail,2022,Q3,0.03580271967422689,-0.007759285947577466,-0.02322355381266794,-0.023289038692122732,-0.040232928335389495,-0.017481406362892082,0.12717821272131807,001680
8,AmoreG,Consumer_Goods_&_Retail,2022,Q3,0.004666088602046731,0.0006477277815708504,-0.016273550416525895,-0.09604203388727894,-0.278924755592441,-0.0,-0.1953760041461518,002790
8,Bukwang_Pharmaceutical,Healthcare,2022,Q3,-0.17788387422256605,-0.009666587134155469,-0.008898939237030445,-0.01516675320344607,-0.02216021097911325,-0.15633352511802512,-0.030620396117816515,003000
8,Taekwang_Industrial,Industrials_&_Machinery,2022,Q3,0.02712823964781555,0.0009482048599185333,0.005335339271358763,0.013412538664462792,-0.016308901306610002,0.07526682353546499,-0.13026489303504069,003240
8,Youngjin_Pharmaceutical,Healthcare,2022,Q3,-0.14286506491995712,-95.91024290759246,0.020665009675958412,-0.007909128243872354,0.009353786707633094,-0.041672975327236905,-0.18685809781006368,003520
9,S&T_Heavy_Industries,Industrials_&_Machinery,2022,Q3,0.019170519401959685,-0.0029097492383276524,0.001470213040872026,-0.07429892664158588,-0.0005518025564106299,-0.03165549992703465,0.3928493479665242,003570
8,Shinsegae,Consumer_Goods_&_Retail,2022,Q3,0.010876354278283096,-0.013282120669054764,-0.008568081416789664,-0.03342333810990694,0.03670008477939324,0.019572667259696863,0.1386239958538482,004170
