,name,sector,year,quarter,Relative Return,이익잉여금변화율,자본총계변화율,비유동자산변화율,비유동부채변화율,매출액변화율,Label,Code
33,Hite_Jinro,Consumer_Goods_&_Retail,2016,Q2,0.2129300588806049,-0.03565536001713587,-0.00842012655509694,0.01278768375772199,0.08062696440096995,-0.23038273714967517,-0.14231013652254332,000080
33,Yuhan_Corporation,Healthcare,2016,Q2,-0.0110160541859021,-0.00778925058490243,-0.017805223649448365,-0.03908441310855304,-0.10014087690932993,-0.20501717008889742,0.09688910304178666,000100
33,Ildong_Pharmaceutical,Healthcare,2016,Q2,0.06352558779286917,-0.02397429260698436,1.4628016707532463,0.7385181210354279,0.775054994989411,0.9505965212865561,0.04195093049247461,000230
33,Daesang,Consumer_Goods_&_Retail,2016,Q2,-0.1280324838053197,-0.037867127047358284,-0.02434976139185352,-0.004025403210617284,-0.005528093952218871,-0.023981937709230072,-0.04917330347607171,001680
33,AmoreG,Consumer_Goods_&_Retail,2016,Q2,-0.027406447035313072,0.0004412610287386487,0.00023851968615817842,-0.000231187205032235,0.00453202231882166,0.8679754047569299,0.14925878309111432,002790
33,Bukwang_Pharmaceutical,Healthcare,2016,Q2,0.10312801741981986,-0.02391376667468781,-0.023437684622347854,-0.07679223209403618,-0.08374667374439149,-0.14988455313390658,0.20353367848398757,003000
33,Taekwang_Industrial,Industrials_&_Machinery,2016,Q2,-0.1647045689073031,-0.0013466434853635079,-0.0010906252283715556,-0.006336536549250704,-0.011530969475506136,-0.04897020251444495,-0.06773512508787338,003240
33,Youngjin_Pharmaceutical,Healthcare,2016,Q2,0.6074704321713525,-0.19397707890492022,-0.018388491023170417,0.004855341068887076,-0.009537006136803639,0.028857279285481652,2.23794834808677,003520
34,S&T_Heavy_Industries,Industrials_&_Machinery,2016,Q2,-0.01643412676022446,0.0019842483618683904,0.0017599687820859522,0.007500700445564279,-0.009123980452660385,-0.14906974700217135,-0.3033342662445973,003570
33,Shinsegae,Consumer_Goods_&_Retail,2016,Q2,-0.1370624115658976,-0.011508475693397191,0.012487881610064977,-0.013531187499378206,0.10622283625032469,-0.02263876170346668,-0.03821349786708113,004170
33,Chokwang_Leather,Consumer_Goods_&_Retail,2016,Q2,-0.1000323363779277,-0.04005186790886239,-0.027877130360878466,-0.024948890393097667,0.22723203195012476,-0.0007714238295615239,0.1687540219652793,004700
33,Hyosung,Industrials_&_Machinery,2016,Q2,0.1929127759707316,-0.03241013972825746,-0.015314795695717809,0.011682974239716204,-0.053961787663831196,-0.07641799657235127,-0.12950601152118318,004800
33,Samkwang_Glass,Industrials_&_Machinery,2016,Q2,-0.04982524180050227,-0.0002107680167604542,0.00334164565838746,0.010838916924865827,-0.2658317233953764,-0.030213443351683855,-0.09646654046343,005090
33,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2016,Q2,-0.20767275279756087,-0.011534706840914843,0.012534437969069168,0.007538595202371434,0.01243528318788445,-0.14874134185044174,-0.008986980107381777,005300
33,SL_Corp,Consumer_Goods_&_Retail,2016,Q2,-0.08295254040965043,-0.05372116949931849,-0.03811330043728467,0.007103913309544185,-0.043368780337301516,-0.007290792874978136,-0.10522417110563234,005850
33,SK_Chemicals,Healthcare,2016,Q2,0.07313091679023224,-0.003568120172122269,-0.004223364560564269,-0.017655697616079324,0.014263080282585605,-0.1886062977697922,-0.08545447597038469,006120
33,GC_Biopharma,Healthcare,2016,Q2,-0.06245372002572644,-0.031106672788698164,-0.028300195561228314,-0.051329597969460794,-1.6371169669168135,-0.2483536870174443,0.06208392447264128,006280
33,GS_Retail,Consumer_Goods_&_Retail,2016,Q2,-0.1574935372703996,-0.0,-0.027219229993609373,-0.017635336191169193,0.010376141983123421,-0.12327534684946695,0.15330107226866546,007070
33,Ilyang_Pharmaceutical,Healthcare,2016,Q2,-0.004918401233317701,-0.018594804707566137,-0.00035308303554337783,0.0016315689173831416,-0.19630452824215316,-0.02448744690645044,0.1622167744422434,007570
33,Hanssem,Consumer_Goods_&_Retail,2016,Q2,-0.05355707960855328,-0.05930779879724857,-0.05789969265667927,-0.10860784135743007,0.31197885359543587,-0.042779043134178796,-0.2921090958413702,009240
33,Kwang_Dong_Pharmaceutical,Healthcare,2016,Q2,-0.02290878425437557,-0.035919435120392196,-0.02461428656961595,0.003447649976453304,0.3248311123237808,-0.2695270955131055,-0.10440975215354908,009290
33,Hyundai_Heavy_Industries,Industrials_&_Machinery,2016,Q2,0.18558101902215757,-0.008274508032228178,-0.09743375813169353,-0.044725410519394604,-0.023536964815781714,0.08424408675292683,-0.008108196487269941,009540
33,LS_Electric,Industrials_&_Machinery,2016,Q2,0.008456276458511231,-0.019478923564164585,-0.0170087231937468,-0.0019008052801472441,0.13654192890053551,-0.0695222177910706,-0.009623801118816602,010120
33,Samsung_Heavy Industries,Industrials_&_Machinery,2016,Q2,-0.008540552212080787,0.037792203342606356,0.031792631301902685,0.021032418811146925,0.021981706857538086,-0.08620567703458892,-0.16499856772324445,010140
33,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2016,Q2,0.20251525264507117,-0.07705193894539986,-0.14159877662706144,-0.018448484337108884,0.23009562783202897,0.033265671007563835,0.08224405908765664,010620
34,Hyundai_WIA,Industrials_&_Machinery,2016,Q2,-0.08991328875888008,-0.0280109623762681,-0.02283884466290287,-0.021645144152488083,-0.09695318619876181,-0.04685980103455356,-0.14146427186088917,011210
33,Hanwha_Aerospace,Industrials_&_Machinery,2016,Q2,0.10762410077205126,-0.028050393446336974,-0.03164113197955176,-0.41853615549823986,-0.8039090083277418,-0.17896514729514212,0.2103842641893466,012450
