,name,sector,year,quarter,유동자산변화율,비유동자산변화율,자산총계변화율,유동부채변화율,비유동부채변화율,부채총계변화율,자본금변화율,이익잉여금변화율,자본총계변화율,매출액변화율,영업이익변화율,법인세차감전 순이익변화율,당기순이익변화율,당기순이익(손실)변화율,Relative Return,Label,Code
0,Hite_Jinro,Consumer_Goods_&_Retail,2024,Q3,0.0802309580988374,-0.05381225309641047,-0.016394639525985966,-0.02669055799099107,0.04871650070662881,-0.006101223109356013,-0.0,-0.20229345615574257,-0.035690868729803205,-0.03342222307057052,-0.027601185722398558,0.0866808112952705,-0.025290722070020477,-0.025290722070020477,0.02482612226164639,0.02482612226164639,000080
1,Hite_Jinro,Consumer_Goods_&_Retail,2024,Q2,-0.10056065799144709,-0.00016175982469013306,-0.026296554699050123,-0.07640142417074114,0.10159521656540127,-0.0211601212922512,-0.0,-0.24580088480732942,-0.0360659600032629,-0.0952911325626229,-0.5940087497274638,-0.3236607120656536,-0.2397106647297469,-0.2397106647297469,-0.14439525292483796,0.02482612226164639,000080
2,Hite_Jinro,Consumer_Goods_&_Retail,2024,Q1,0.03315829481892707,0.009810786724987808,0.015996247578761835,0.05035829598662345,-0.10537445508692156,0.00693734941521662,-0.0,0.21501944174767285,0.032777774062303755,0.030612977371867522,-0.4212816648268576,-4.577404304454936,6.4163447874668895,6.4163447874668895,0.07829396500631221,-0.14439525292483796,000080
3,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q4,0.06809378772243291,-0.007094681850946749,0.013981675448834108,0.02484482568218238,-0.04973006751382236,0.005138902611482421,-0.0,0.40951448612130625,0.029954228229900126,0.018247123687680666,0.13466584259986247,0.636310622162622,1.4443733858485808,1.4443733858485808,-0.08967059887248052,0.07829396500631221,000080
4,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q3,-0.09270911721918629,3.427493868513043e-05,-0.024336271574538992,0.006118568027627114,-0.1534918485429133,-0.03160062933143459,-0.0,-0.039699472260998014,-0.011470825467099433,-0.005466180006437282,-4.940611665452566,3.205327338075375,2.472053341788982,2.472053341788982,-0.08994987313571379,-0.08967059887248052,000080
5,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q2,0.13641917610401266,-0.005814312174138969,0.035910879928839345,0.06836137468260162,-0.009208579083249901,0.05112593418988398,-0.0,0.02626055787165582,0.00773214600764871,-0.05317315783530008,0.8384316553527165,1.2904599788180706,1.3777706503521898,1.3777706503521898,-0.224453738477296,-0.08994987313571379,000080
6,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q1,-0.08297628706060656,-0.004991940490844948,-0.026679968343786165,-0.18380846964116815,0.21186173151290022,-0.06500935459728985,-0.0,0.1167912853350569,0.03747612689528845,0.009369547541689394,-1.4916901443666823,1.8671516366329755,1.9147914841313023,1.9147914841313023,-0.065360363657063,-0.224453738477296,000080
7,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q4,0.15929439718065386,0.01132933907094602,0.0574638446460386,0.08490486250395912,0.11882171472162495,0.09535946817404928,-0.0,-0.043660870690116926,-0.013606506822322784,0.06303004997257622,0.7197917538727413,1.8706032194121973,1.8852484103937535,1.8852484103937535,-0.06201702978717745,-0.065360363657063,000080
8,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q3,-0.08905945013229388,0.00014981265848801328,-0.026055906898115655,-0.030210789605388477,-0.018170216487112256,-0.026469125660202097,-0.0,-0.0859231743901192,-0.025281842998496673,-0.029728978613393853,0.06919448480591361,0.13208341449804395,0.13217290485173494,0.13217290485173494,-0.028131566770931288,-0.06201702978717745,000080
9,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q2,0.2874785312870728,0.00486814847886663,0.10871490601268263,0.19261584075039462,0.10949444394848495,0.16849693083145334,-0.0,-0.10988968351355366,-0.030006510551201515,-0.07507877310486655,-0.08027579873853319,-0.09420025551049438,-0.050358781543438536,-0.050358781543438536,0.32362506353247594,-0.028131566770931288,000080
10,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q1,-0.1636636922553667,0.0053036190353181745,-0.05076033269726077,-0.06419331327102062,-0.14243123809696745,-0.0857692486737649,-0.0,0.07736521656314133,0.02238425684751877,-0.08248706980528042,-0.6800022376931831,6.841414483054641,5.603840069069667,5.603840069069667,-0.060367014190983226,0.32362506353247594,000080
11,Hite_Jinro,Consumer_Goods_&_Retail,2021,Q4,-0.29539159320844033,0.017496724090179328,-0.06810515482504886,-0.2182818182808275,0.10778592211798232,-0.1067402427462012,-0.0,0.01539016242601654,0.0045021121627238925,0.024782293011089473,0.21041849634010934,1.5398348119642886,1.8954536563899533,1.8954536563899533,-0.03245324829027793,-0.060367014190983226,000080
12,Hite_Jinro,Consumer_Goods_&_Retail,2021,Q3,0.004971598791916332,0.010429713121749784,0.008942408272992086,0.029605562389905193,-0.007834902605450944,0.017114956466026676,-0.0,-0.023598230002784604,-0.006789876115768312,0.017256904544062146,0.08061077428503849,0.5571987962744418,0.6609428435290708,0.6609428435290708,-0.03759449289155107,-0.03245324829027793,000080
13,Hite_Jinro,Consumer_Goods_&_Retail,2021,Q2,0.33592625106691487,0.005515664352230942,0.12424971737042645,0.24267026448466533,0.03598571093470815,0.18432813090991884,-0.0,-0.0748060302714797,-0.02043498266970678,-0.048772073777403335,0.08270118270109883,0.5423793325890897,0.5521913146459414,0.5521913146459414,0.08779338705173555,-0.03759449289155107,000080
14,Hite_Jinro,Consumer_Goods_&_Retail,2021,Q1,-0.8198402890800562,-0.0004980129276397349,-0.1936135240996295,-0.45077697870141153,-0.027817243225708665,-0.2997927692958371,-0.0,0.009466151554164859,0.0026038112669686253,-0.03711054583482465,-0.8679218451408715,2.553475684458523,2.296362908976983,2.296362908976983,-0.3857845769560666,0.08779338705173555,000080
15,Hite_Jinro,Consumer_Goods_&_Retail,2020,Q4,0.46157044486562904,0.029046319094423012,0.18361702173337302,0.3231474741208694,0.05936497526718176,0.24785358586900974,-0.0,0.10302111760401089,0.030624713227711653,0.17501687502731245,0.608974075483051,1.9887728308853743,2.2740954512209512,2.2740954512209512,-0.2673010092459902,-0.3857845769560666,000080
16,Hite_Jinro,Consumer_Goods_&_Retail,2020,Q3,0.1881005028827627,0.011292835037684745,0.08268250036712188,0.1684215139751929,-0.019741914986538545,0.12218762855495591,-0.0,-0.09873222789059177,-0.027445532109191983,-0.06820344535576806,-0.3061280701562139,0.03460499329030353,0.050175125143427146,0.050175125143427146,0.43549445383506685,-0.2673010092459902,000080
17,Hite_Jinro,Consumer_Goods_&_Retail,2020,Q2,-0.6336055660612108,0.004035415547907983,-0.18229773396114757,-0.2466487463388085,-0.25483228952238535,-0.2486496282535382,-0.0,-0.11600643977193026,-0.029755146106636765,-0.08699780892636477,0.09857725232090064,-0.1317657645870658,-0.09861732067804074,-0.09861732067804074,0.11453057547843233,0.43549445383506685,000080
18,Hite_Jinro,Consumer_Goods_&_Retail,2020,Q1,-0.5916229745686199,0.0040397637721094615,-0.1182572522679779,-0.4836941840483133,0.2608633234357658,-0.19048503638213998,-0.0,0.06889966315890861,0.01862665461250268,0.03318048922960137,-0.6272125175711072,-2.0637137335812588,2.5170557590886338,2.5170557590886338,-0.004277624972789884,0.11453057547843233,000080
19,Hite_Jinro,Consumer_Goods_&_Retail,2019,Q4,0.1281153933993191,0.015803933380092117,0.041162545460203925,0.09335768629453012,-0.06666507750797845,0.0364310175520145,-0.0,0.16296750789433656,0.0500032890966573,-0.05866835754624522,0.32379792221962045,0.6039890403462096,1.81129004422252,1.81129004422252,0.3452040348619619,-0.004277624972789884,000080
20,Hite_Jinro,Consumer_Goods_&_Retail,2019,Q3,-0.017050638667792217,-0.0006343433154849532,-0.004294461044413556,-0.006141898905612786,0.022929227600847035,0.004396058754765231,-0.0,-0.07165593032855733,-0.02094580244223443,-0.009775092172608968,-4.8057016164004915,2.2154833282076245,1.7436157738514333,1.7436157738514333,0.09735458226109642,0.3452040348619619,000080
21,Hite_Jinro,Consumer_Goods_&_Retail,2019,Q2,0.11054072748832633,-0.008919837650565476,0.02041348070529836,-0.07007010135821146,0.13948868985706075,0.01672934742321086,-0.0,0.0878920854988211,0.027395834543206488,-0.24456856353846068,2.451313332809943,-0.7528773870799883,-1.2962579058515744,-1.2962579058515744,0.06796716946478015,0.09735458226109642,000080
