,0
Relative Return,0.1347763646762094
이익잉여금변화율,0.0945225307247592
자본총계변화율,0.09178904183722399
비유동자산변화율,0.07902507130184347
비유동부채변화율,0.07351301139448357
매출액변화율,0.07300621066987818
