,name,sector,year,quarter,Relative Return,이익잉여금변화율,자본총계변화율,비유동자산변화율,비유동부채변화율,매출액변화율,Label,Code
23,Hite_Jinro,Consumer_Goods_&_Retail,2018,Q4,-0.14714060310583643,0.08282817200515613,0.016575649822790806,-0.021948372902118374,-0.007789461030083711,0.05531814741359575,0.113470540275637,000080
23,Yuhan_Corporation,Healthcare,2018,Q4,0.12070046759517751,-0.012335530886748547,-0.017508983068030615,-0.03933726016076955,-0.08072887649939875,-0.09596278218956145,0.018030783106653556,000100
23,Ildong_Pharmaceutical,Healthcare,2018,Q4,0.05594255522166336,0.001742154985232447,0.004506546928602195,0.006178761636425056,-0.028342481690915022,0.0020773680750905132,0.05364849015381312,000230
23,Daesang,Consumer_Goods_&_Retail,2018,Q4,-0.015946399457240253,0.007127677885910733,0.0015540498649665446,0.010008215223868189,0.012608566866817994,0.11348934979201597,0.09468355802711628,001680
23,AmoreG,Consumer_Goods_&_Retail,2018,Q4,-0.25524875329167107,-0.00014975188344323875,4.896524352504539e-05,0.001515593881055377,0.04148154402594273,-0.0,-0.09536488850944644,002790
23,Bukwang_Pharmaceutical,Healthcare,2018,Q4,0.1749948948547269,-0.4800378668231995,0.06924502874027405,0.0969404744037431,0.22991676981168496,0.43898131670300033,0.2960884820299768,003000
23,Taekwang_Industrial,Industrials_&_Machinery,2018,Q4,0.21481170418841875,-0.007136512421449526,-0.0010396294498014047,-0.043953176862592924,0.032947329049850205,0.05489824942782329,-0.06877798043442218,003240
23,Youngjin_Pharmaceutical,Healthcare,2018,Q4,0.13454222476019753,0.2676790360651474,0.030439379689174317,0.04167605094344873,0.007757092618152495,-0.35612799435745845,-0.1641516459148492,003520
24,S&T_Heavy_Industries,Industrials_&_Machinery,2018,Q4,-0.03662197930109161,-0.030937543840040993,-0.022317821933477866,-0.0009266579989923862,-0.8065444378216731,-0.3402903918867124,0.2373827201340215,003570
23,Shinsegae,Consumer_Goods_&_Retail,2018,Q4,-0.09726273414113185,-0.022420620854745943,0.0016951144243785299,0.015612798954362517,0.02319394019252341,-0.08324718643237805,-0.16644601884320132,004170
23,Chokwang_Leather,Consumer_Goods_&_Retail,2018,Q4,0.06467456949431218,-0.01788472653184714,0.02805137710679073,0.06022742474422271,0.5043319240037886,-0.10904791665086377,0.075057636003934,004700
23,Hyosung,Industrials_&_Machinery,2018,Q4,0.0,0.0005038610442297253,-0.29046737448943016,-0.27835574800405394,0.07608848167907767,16.597837372571625,0.1728988282200741,004800
23,Samkwang_Glass,Industrials_&_Machinery,2018,Q4,-0.2569725458243405,0.062116317712351155,0.04939224267673448,-0.004412178438075953,0.7321879453446889,-0.112664416988284,0.02873754751588839,005090
23,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2018,Q4,-0.09364946519619831,0.03864282018551135,0.06517150160774932,0.03342546906544441,0.15280918682487243,0.19187409753451345,0.1413285557014834,005300
23,SL_Corp,Consumer_Goods_&_Retail,2018,Q4,0.1648658257013492,-0.0013999888709779196,-1.913967275268824e-05,0.0206738347942248,-0.20015773411161963,-0.36158476304714293,0.09038722856491434,005850
23,SK_Chemicals,Healthcare,2018,Q4,-0.0904780270992914,0.018491550553257685,0.02909485102481224,0.03125733681493181,0.0031574830579378377,-0.0,-0.0919922661487079,006120
23,GC_Biopharma,Healthcare,2018,Q4,-0.1571893373103476,-0.000866385356321997,0.001459112267418683,-0.05067835566349066,0.02545976334838651,0.02165872646085598,-0.09384920550564724,006280
23,GS_Retail,Consumer_Goods_&_Retail,2018,Q4,-0.12864600670199705,0.0036350644527173293,0.0031897169749615095,0.0029717850804019674,0.07135591078797421,0.07211249630572802,0.1928236622760501,007070
23,Ilyang_Pharmaceutical,Healthcare,2018,Q4,0.12231228321991115,-11.170356588260079,0.05644565053329653,-0.0010399358806461034,0.07926697293020446,0.04193015038248604,-0.11224428029687059,007570
23,Hanssem,Consumer_Goods_&_Retail,2018,Q4,-0.27512315490518213,-0.02132649630387551,-0.024854160490094923,0.13997078691812337,0.09455105403682407,-0.09917753021541542,0.01573645526111589,009240
23,Kwang_Dong_Pharmaceutical,Healthcare,2018,Q4,0.0006092773581305444,-0.007554684184541971,0.003944849926537319,0.0033041315580668584,0.033017916730059826,0.14047070503648507,0.020832409175967445,009290
