,name,sector,year,quarter,Relative Return,이익잉여금변화율,자본총계변화율,비유동자산변화율,비유동부채변화율,매출액변화율,Label,Code
29,Hite_Jinro,Consumer_Goods_&_Retail,2017,Q2,-0.11734288045406419,-0.058471993297237956,-0.01281742830059418,-1.7273490862779184e-05,-0.0705316149159343,-0.19088435899838396,0.03470064449352615,000080
29,Yuhan_Corporation,Healthcare,2017,Q2,0.047741719031547405,-0.01663232815133986,-0.013037785623444265,-0.027134462151341854,-0.07087623339446925,-0.008967249067626248,-0.014027060140688927,000100
29,Ildong_Pharmaceutical,Healthcare,2017,Q2,-0.31818851493147937,-0.007607184940968237,-0.004442170822912539,-0.0023395789164719627,-0.01818234042057143,0.08039067618724183,-0.2502349112773819,000230
29,Daesang,Consumer_Goods_&_Retail,2017,Q2,-0.17236389449323078,-0.02783919423005643,-0.021217118940284996,-0.03111158702325123,-0.011012804249244335,-0.001926642825770486,-0.014481011640001637,001680
29,AmoreG,Consumer_Goods_&_Retail,2017,Q2,-0.1695803782955843,-0.0009177839002851851,-0.0003190713193295114,0.0005100049089176162,0.012717444828105995,0.8996253487953264,-0.024113836253125465,002790
29,Bukwang_Pharmaceutical,Healthcare,2017,Q2,-0.26681276729416104,-0.012882311376704925,-0.013396234739233348,-0.04340936026860032,-0.28898319685574014,-0.1494563139958942,-0.11419506886109713,003000
29,Taekwang_Industrial,Industrials_&_Machinery,2017,Q2,-0.13388119009071506,-0.012243803304738732,-0.024145054500294805,0.015534385502239512,-0.009943940051320155,-0.013351904173352747,0.07997487325890222,003240
29,Youngjin_Pharmaceutical,Healthcare,2017,Q2,-0.15127393876193754,-0.05836719078961017,-0.00789592955276075,-0.014161614650939347,-0.011566478045288875,0.05281986214300183,0.26997096621444755,003520
30,S&T_Heavy_Industries,Industrials_&_Machinery,2017,Q2,-0.0944796103377906,-0.0028356964280602526,-0.002615845782224513,0.00837130771692196,0.011504315345271077,0.07524522039502124,-0.05157128193185295,003570
29,Shinsegae,Consumer_Goods_&_Retail,2017,Q2,0.006521231561706586,-0.01917972658604339,-0.021664851338318636,0.007283396869530834,-0.25477757510874643,0.03537198614599246,0.09411446237670036,004170
29,Chokwang_Leather,Consumer_Goods_&_Retail,2017,Q2,-0.1545678098090249,-0.04602726283672465,-0.04614843750323927,-0.06627731062152842,-0.15819984844447044,-0.05734888725976761,-0.1189065999309612,004700
29,Hyosung,Industrials_&_Machinery,2017,Q2,-0.14730367361340507,-0.016204556026072625,0.010755873434245666,-0.022492245174386527,-0.06135069174379537,-0.08118022474676612,0.11968721284525415,004800
29,Samkwang_Glass,Industrials_&_Machinery,2017,Q2,-0.21641324137276635,0.01926059755835574,0.014204350330609294,0.00894093245546923,0.11493800880832306,-0.23309544958049644,-0.04474435384479222,005090
29,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2017,Q2,-0.11592452128544409,0.02781567930068629,-0.014028199802123664,-0.06438326581714704,-0.4609220713342408,-0.1792300207977644,0.10299911039289326,005300
29,SL_Corp,Consumer_Goods_&_Retail,2017,Q2,-0.18152423505394108,-0.20243601671542444,-0.1525131168407503,-0.19888187683467717,0.027158471398824435,-0.050844510873889526,0.008863563891979953,005850
29,SK_Chemicals,Healthcare,2017,Q2,-0.11743136813796977,0.09284836828409038,-0.05381428122528531,8.720575948362175e-06,-0.01927059733432479,-0.11054858877571982,0.03188455126841809,006120
29,GC_Biopharma,Healthcare,2017,Q2,-0.07544865040817537,-0.038354403493861655,-0.027407445215524184,-0.00890441945792042,-0.8228494248651617,-0.2170147505926736,-0.00650984601182425,006280
29,GS_Retail,Consumer_Goods_&_Retail,2017,Q2,0.025347632176812962,-0.0,-0.0211359849321735,-0.06371877479366739,-0.014449875821862523,-0.139269506665485,-0.13201196044943236,007070
29,Ilyang_Pharmaceutical,Healthcare,2017,Q2,-0.1816775198139401,-0.09991193898281847,-0.002504821645953337,0.004650366591061106,0.2480796887702541,0.06539113382277373,-0.0178840257382029,007570
29,Hanssem,Consumer_Goods_&_Retail,2017,Q2,0.023729781433573044,-0.053947655729384536,0.015449305828355908,-0.3943738446253682,-2.7864454634905833,0.02583976834239743,-0.2748770327312099,009240
29,Kwang_Dong_Pharmaceutical,Healthcare,2017,Q2,-0.03226955487058927,-0.01298483815850826,-0.012293163102187643,-0.0027427815070963923,0.035873186912087074,-0.2053371265634527,-0.12761299316758531,009290
29,Hyundai_Heavy_Industries,Industrials_&_Machinery,2017,Q2,0.048348115435518715,-0.3761476700684656,-0.6468944804433385,0.01156230376754852,0.23958658593273607,-0.005807404194169585,0.0,009540
29,LS_Electric,Industrials_&_Machinery,2017,Q2,0.1009305537557597,-0.03319391203753508,-0.029062154196201728,0.02619490093562149,-0.06610511181279533,-0.07018521787188381,0.07349616270080907,010120
29,Samsung_Heavy Industries,Industrials_&_Machinery,2017,Q2,0.12928873288301812,-0.012286178287865601,-0.006850102396794178,0.011941847556568908,0.5080192041690857,0.04177731888343739,0.009386340438929955,010140
