접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160330004084,Y,00872984,이마트,보통주,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","11,639","27,864,180",2015-12-31,2015,Q4
20160330004084,Y,00872984,이마트,우선주,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20160330004084,Y,00872984,이마트,합계,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","11,639","27,864,180",2015-12-31,2015,Q4
20160330004084,Y,00872984,이마트,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331005200,Y,00872984,이마트,보통주,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","11,639","27,864,180",2016-12-31,2016,Q4
20170331005200,Y,00872984,이마트,우선주,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20170331005200,Y,00872984,이마트,합계,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","11,639","27,864,180",2016-12-31,2016,Q4
20170331005200,Y,00872984,이마트,비고,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20180330003129,Y,00872984,이마트,보통주,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","11,640","27,864,179",2017-12-31,2017,Q4
20180330003129,Y,00872984,이마트,우선수,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20180330003129,Y,00872984,이마트,합계,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","11,640","27,864,179",2017-12-31,2017,Q4
20180330003129,Y,00872984,이마트,비고,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004008,Y,00872984,이마트,보통주,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","11,640","27,864,179",2018-12-31,2018,Q4
20190401004008,Y,00872984,이마트,우선주,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20190401004008,Y,00872984,이마트,합계,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","11,640","27,864,179",2018-12-31,2018,Q4
20190401004008,Y,00872984,이마트,비고,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003902,Y,00872984,이마트,보통주,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","911,640","26,964,179",2019-12-31,2019,Q4
20200330003902,Y,00872984,이마트,우선주,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20200330003902,Y,00872984,이마트,합계,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","911,640","26,964,179",2019-12-31,2019,Q4
20200330003902,Y,00872984,이마트,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20210316001234,Y,00872984,이마트,보통주,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","911,640","26,964,179",2020-12-31,2020,Q4
20210316001234,Y,00872984,이마트,우선주,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20210316001234,Y,00872984,이마트,합계,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","911,640","26,964,179",2020-12-31,2020,Q4
20210316001234,Y,00872984,이마트,비고,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20220816000177,Y,00872984,이마트,보통주,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","87,464","27,788,355",2021-12-31,2021,Q4
20220816000177,Y,00872984,이마트,우선주,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20220816000177,Y,00872984,이마트,합계,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","87,464","27,788,355",2021-12-31,2021,Q4
20220816000177,Y,00872984,이마트,비고,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20230321000409,Y,00872984,이마트,보통주,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","1,087,464","26,788,355",2022-12-31,2022,Q4
20230321000409,Y,00872984,이마트,우선주,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20230321000409,Y,00872984,이마트,합계,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","1,087,464","26,788,355",2022-12-31,2022,Q4
20230321000409,Y,00872984,이마트,비고,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20240320001504,Y,00872984,이마트,보통주,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","1,087,466","26,788,353",2023-12-31,2023,Q4
20240320001504,Y,00872984,이마트,우선주,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20240320001504,Y,00872984,이마트,합계,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","1,087,466","26,788,353",2023-12-31,2023,Q4
20240320001504,Y,00872984,이마트,비고,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20250318000688,Y,00872984,이마트,보통주,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","1,087,466","26,788,353",2024-12-31,2024,Q4
20250318000688,Y,00872984,이마트,우선주,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
20250318000688,Y,00872984,이마트,합계,"80,000,000","27,875,819",-,-,-,-,-,"27,875,819","1,087,466","26,788,353",2024-12-31,2024,Q4
20250318000688,Y,00872984,이마트,비고,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
