접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20211210000418,Y,00106641,기아,보통주,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,431,749","400,931,598",2015-12-31,2015,Q4
20211210000418,Y,00106641,기아,우선주,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20211210000418,Y,00106641,기아,합계,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,431,749","400,931,598",2015-12-31,2015,Q4
20211210000418,Y,00106641,기아,비고,* 보통주/우선주 구분 없음,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20211210000438,Y,00106641,기아,보통주,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,084","400,931,263",2016-12-31,2016,Q4
20211210000438,Y,00106641,기아,우선주,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20211210000438,Y,00106641,기아,합계,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,084","400,931,263",2016-12-31,2016,Q4
20211210000438,Y,00106641,기아,비고,* 보통주/우선주 구분 없음,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20211210000450,Y,00106641,기아,보통주,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,084","400,931,263",2017-12-31,2017,Q4
20211210000450,Y,00106641,기아,우선주,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20211210000450,Y,00106641,기아,합계,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,084","400,931,263",2017-12-31,2017,Q4
20211210000450,Y,00106641,기아,비고,* 보통주/우선주 구분 없음,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20211210000468,Y,00106641,기아,보통주,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,084","400,931,263",2018-12-31,2018,Q4
20211210000468,Y,00106641,기아,우선주,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20211210000468,Y,00106641,기아,합계,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,084","400,931,263",2018-12-31,2018,Q4
20211210000468,Y,00106641,기아,비고,* 보통주/우선주 구분 없음,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20211210000477,Y,00106641,기아,보통주,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,084","400,931,263",2019-12-31,2019,Q4
20211210000477,Y,00106641,기아,우선주,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20211210000477,Y,00106641,기아,합계,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,084","400,931,263",2019-12-31,2019,Q4
20211210000477,Y,00106641,기아,비고,* 보통주/우선주   구분 없음,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20211210000500,Y,00106641,기아,보통주,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,084","400,931,263",2020-12-31,2020,Q4
20211210000500,Y,00106641,기아,우선주,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20211210000500,Y,00106641,기아,합계,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,084","400,931,263",2020-12-31,2020,Q4
20211210000500,Y,00106641,기아,비고,* 보통주/우선주   구분 없음,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20220321000650,Y,00106641,기아,보통주,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,331","400,931,016",2021-12-31,2021,Q4
20220321000650,Y,00106641,기아,우선주,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20220321000650,Y,00106641,기아,합계,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,331","400,931,016",2021-12-31,2021,Q4
20220321000650,Y,00106641,기아,비고,"* 보통주/우선주
   구분 없음",-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20230309000734,Y,00106641,기아,보통주,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,968","400,930,379",2022-12-31,2022,Q4
20230309000734,Y,00106641,기아,우선주,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20230309000734,Y,00106641,기아,합계,"820,000,000","576,033,013","170,669,666","148,169,666","22,500,000",-,-,"405,363,347","4,432,968","400,930,379",2022-12-31,2022,Q4
20230309000734,Y,00106641,기아,비고,"* 보통주/우선주
   구분 없음",-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20240312000909,Y,00106641,기아,보통주,"820,000,000","576,033,013","173,988,810","148,169,666","25,819,144",-,-,"402,044,203","5,837,383","396,206,820",2023-12-31,2023,Q4
20240312000909,Y,00106641,기아,우선주,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20240312000909,Y,00106641,기아,합계,"820,000,000","576,033,013","173,988,810","148,169,666","25,819,144",-,-,"402,044,203","5,837,383","396,206,820",2023-12-31,2023,Q4
20240312000909,Y,00106641,기아,비고,"* 보통주/우선주
   구분 없음",-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20250313001390,Y,00106641,기아,보통주,"820,000,000","576,033,013","178,360,381","148,169,666","30,190,715",-,-,"397,672,632","3,973,369","393,699,263",2024-12-31,2024,Q4
20250313001390,Y,00106641,기아,우선주,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
20250313001390,Y,00106641,기아,합계,"820,000,000","576,033,013","178,360,381","148,169,666","30,190,715",-,-,"397,672,632","3,973,369","393,699,263",2024-12-31,2024,Q4
20250313001390,Y,00106641,기아,비고,* 보통주/우선주구분 없음,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
