,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,유동자산 변화율,유동부채 변화율,Label,Code
22,CJ대한통운,2019,Q2,산업재,-0.00792598073606629,0.00860717587598181,0.02688430805834008,0.03357720524302632,0.12920312928607802,0.22412892224326852,0.013238908120392273,000120
22,두산,2019,Q2,산업재,-0.006592791977423865,0.04994652471968197,0.03011094529235292,0.05874182447662335,-0.02312048707961556,0.04841019773017918,-0.1135768162663077,000150
22,LG상사,2019,Q2,산업재,-0.05394123799949756,-0.006806549732941147,0.022323958597366467,-0.042045808787507744,0.09573899659720886,0.096152589045845,-0.14225060387512825,001120
22,대한항공,2019,Q2,산업재,-0.2534840681909607,9.880591987787568e-05,-0.005001193939112247,-0.00974462978538082,-0.036028477191877406,-0.011270601364052668,0.025140861976313933,003490
22,S&T중공업,2019,Q2,산업재,-0.12988144895052395,0.02579387503769137,0.02199447319352199,0.27971477849459525,0.017687671807372185,0.14966021438009403,-0.12905589489096198,003570
22,LS,2019,Q2,산업재,-0.023392594361714578,0.011511617606812186,0.0686896336433871,0.05876532948336943,0.9964959453081423,-0.1329540736751158,0.06602178898043175,006260
22,LS산전,2019,Q2,산업재,0.017106090577377338,-0.006766926379574656,0.004432362385673683,0.120999649859594,0.014570929865522997,0.14884213025841886,0.030747183579599116,010120
22,현대상선,2019,Q2,산업재,-0.0499526210732302,0.08343471028312255,0.0434269494942956,0.055673549270965905,-0.11257685559411901,0.06124908500459014,-0.04180474946374182,011200
22,SK텔레콤,2019,Q2,커뮤니케이션서비스,-0.03069438790843103,-0.003648748977655325,-0.02220332698282801,0.012626733157718117,-0.11029912630563865,-0.14241104452101316,-0.07615511704422152,017670
22,한국단자,2019,Q2,산업재,0.1215726834160632,0.03360903666423387,-0.01497360266407688,0.04769601990285044,-0.07244968006792651,-0.07338301485027965,-0.3661595562443917,025540
22,제일기획,2019,Q2,커뮤니케이션서비스,0.060018604420123745,0.05400286279822342,-0.03607400279173811,0.23905154283726993,-0.08803262870788953,-0.14259431798291444,-0.1747267235072112,030000
22,KT,2019,Q2,커뮤니케이션서비스,0.01700919135257114,0.01930236766247817,0.004549415725591199,0.05173726502462683,-0.03488100304762476,-0.007168612787649242,-0.0845395690742467,030200
22,LG유플러스,2019,Q2,커뮤니케이션서비스,-0.1431973353475658,0.061017248154355164,0.023143554724654347,0.059777953077202683,-0.05748382814697117,0.061667853674935325,0.0037374549569672705,032640
22,SBS,2019,Q2,커뮤니케이션서비스,-0.250270557806193,-0.02289077266280637,0.03146548534343285,0.3372468374648405,0.1352121684164853,0.0958343887850992,-0.07200350276262103,034120
22,NAVER,2019,Q2,커뮤니케이션서비스,0.2309201260968392,0.035271091726964965,0.0393558280910935,0.09594128838356042,0.05435271568909106,-0.043756910603504395,0.00933478160692551,035420
22,엔씨소프트,2019,Q2,커뮤니케이션서비스,0.10312566496904475,-0.030976364939424128,-0.031234376945276865,0.12721670798346918,-0.0314717340880758,-0.42680888374736115,-0.09366791744840514,036570
22,대우인터내셔널,2019,Q2,산업재,0.06384430868480663,0.0036463737290093334,-0.03776830414933585,0.059058903292876774,-0.06621267187636504,-0.09758937255617117,-0.0314484796623951,047050
22,한국항공우주,2019,Q2,산업재,0.3056376231813287,0.06798099184029316,-0.055020987191955695,0.2761941183673613,-0.11426120995458466,-0.08993817404058713,-0.11891766769815537,047810
22,한전KPS,2019,Q2,산업재,-0.03296196451065521,-0.05160108254537732,-0.04109199261684415,0.350945216302726,-0.03182018967177136,-0.31457612747541375,-0.03653392241118429,051600
22,현대글로비스,2019,Q2,산업재,0.06795842970710879,0.01035894182630015,0.004788789719049946,0.0488121105653585,-0.0020559639903856564,-0.019184247031583723,-0.11566459207068017,086280
