,name,year,quarter,sector,Relative Return,이익잉여금 변화율,매출액 변화율,영업이익 변화율,GDP 변화율,비유동자산 변화율,비유동부채 변화율,Label,Code
12,하이트진로,2022,Q2,생활소비재,-0.04316108500754575,0.10988968351355366,0.07507877310486655,0.08027579873853319,0.05528483951681595,-0.00486814847886663,-0.10949444394848495,-0.13068270251410546,000080
12,대림산업,2022,Q2,건설,0.15046715784747647,0.004958758453892376,-0.7062160536563455,-0.727788584620631,0.05528483951681595,-0.01057347861440161,-0.269711302916408,-0.06144148313487091,000210
12,현대건설,2022,Q2,건설,0.1780879505241215,0.031121789353141027,0.2401630513367652,0.14891439100121695,0.05528483951681595,0.034362932551319725,0.026472529418393176,-0.07986915223403078,000720
12,CJ,2022,Q2,생활소비재,0.014524224541941813,0.006281080295398311,0.05650347713674342,-0.8329166881356315,0.05528483951681595,0.0021656217953611723,0.0068316136831265695,-0.028630712774054167,001040
12,대상,2022,Q2,생활소비재,0.00908591641667051,0.031961079673317405,0.02006316343272041,0.0511964681307826,0.05528483951681595,0.05538075129377629,0.06033884571001935,-0.03113067350765521,001680
12,오리온,2022,Q2,생활소비재,0.11705508667435624,0.008424818935703682,-0.7075019099455933,-0.9361239316040989,0.05528483951681595,-0.000968387875192489,-0.022999462649111346,-0.0074771304231540416,001800
12,KCC,2022,Q2,건설,-0.05072351475880411,0.02804075131072792,0.168135728245687,1.4208135677810612,0.05528483951681595,0.01891712007476065,0.08171780989344146,-0.16544101598368463,002380
12,아모레G,2022,Q2,생활소비재,-0.1529368295026173,-0.0008303513930537632,0.056530053803116154,-1.1313674333613974,0.05528483951681595,0.004279962555753691,0.026931841443550653,-0.1733895665421122,002790
12,한일시멘트,2022,Q2,건설,-0.0767693986994249,0.03212962944536213,-0.8856495078718127,-1.0525353106581694,0.05528483951681595,0.005499463557365081,-0.838905669970986,-0.05889279830573177,003300
12,남양유업,2022,Q2,생활소비재,0.01619361040473865,-0.013577851608926994,-0.0040177905838105765,-0.07065635162135464,0.05528483951681595,-0.00872844726875921,-0.0011934618686342269,0.014653148954756496,003920
12,농심,2022,Q2,생활소비재,0.018852195521839837,0.002913364690631637,0.027244587449402946,-1.1149196008427011,0.05528483951681595,0.00616677624591766,0.04821851607253591,0.055899257977107306,004370
12,빙그레,2022,Q2,생활소비재,-0.053816076029656094,2.8791704033515595,0.2992065897503786,2.347381401914304,0.05528483951681595,-0.009425828886711396,0.054633435406981734,-0.1320930402900028,005180
12,롯데칠성,2022,Q2,생활소비재,-0.06451298844301465,0.02603014792888425,0.21099456455603316,0.0017402309285061701,0.05528483951681595,0.003930623710673986,0.1349866741941097,-0.08829061717723485,005300
12,현대그린푸드,2022,Q2,생활소비재,-0.033150363955609836,0.017017974307176553,-0.001592539922026348,0.4719584105465746,0.05528483951681595,-0.010132513929525966,-0.08976694926055151,-0.11202923652357855,005440
12,삼립식품,2022,Q2,생활소비재,0.08237324862937995,0.041352562883605115,0.14575678707866135,0.5419880860427664,0.05528483951681595,-0.01066706627582703,-0.05382006031875408,-0.15498852896185183,005610
12,크라운제과,2022,Q2,생활소비재,-0.17739734218451125,-0.001920526801375666,-0.6520041597578234,-0.992505855745447,0.05528483951681595,-0.000561574948965804,0.030530728751698488,-0.13351116239778008,005740
12,GS리테일,2022,Q2,생활소비재,0.03112638205578504,0.02539248880909728,0.08699199469379981,0.7431357974334216,0.05528483951681595,0.01021545907737309,0.12765147657258913,0.1348010876662948,007070
12,오뚜기,2022,Q2,생활소비재,0.08099068262893837,0.02355430173066453,0.058340443682321386,-0.21449969233800725,0.05528483951681595,0.04836815175794418,-0.0525477586276768,-0.01628628201500495,007310
12,아이에스동서,2022,Q2,건설,-0.08338352870805033,0.06260757180497989,-0.07519644167991779,-0.35445190915214586,0.05528483951681595,0.06733398864240714,-0.4833161479755541,-0.17891997893335718,010780
12,현대산업,2022,Q2,건설,0.047364277944712,0.001428548479869951,-0.7263767918558982,-0.976479530160762,0.05528483951681595,0.019847840501784786,0.10380901659230513,-0.14478461117122884,012630
12,한국전력,2022,Q2,생활소비재,0.025871117517250262,-0.18411115228558828,-0.07240538554126363,-0.36231551569927634,0.05528483951681595,0.02230283692002999,0.13360063985392667,-0.11338568967637055,015760
12,삼성엔지니어링,2022,Q2,건설,-0.1105268510769151,0.1606491751843806,0.10672601590395492,0.17039497133420722,0.05528483951681595,0.0031076091452479915,0.38851777843868773,0.24053821165159397,028050
12,KT&G,2022,Q2,생활소비재,0.029769985178088477,1.4072363797534555,0.14380824290990435,0.14708224866233777,0.05528483951681595,0.018152871436163398,0.08601292750400491,0.15947363058701292,033780
12,무학,2022,Q2,생활소비재,-0.08748334979096431,-0.03831396737953485,0.030787845135615388,-0.16964453762464315,0.05528483951681595,-0.05627712440441901,0.0902602759043325,-0.244028633674745,033920
12,한국가스공사,2022,Q2,생활소비재,-0.03392703926513722,-0.03380139856510345,-0.3813402079235293,-0.9272326761628051,0.05528483951681595,0.010974657982353309,0.017284571991160735,-0.1009164621164213,036460
12,팜스코,2022,Q2,생활소비재,-0.1290916047952159,-0.08601704220962403,0.17482351151847775,2.0979314585018383,0.05528483951681595,-0.00422148164974212,-0.12336778199435094,-0.23075204412142045,036580
12,대우건설,2022,Q2,건설,-0.04682565404979789,0.06844089449200785,0.08459059924646906,-0.6476620095676797,0.05528483951681595,-0.027333400238723438,-0.06118810239335826,-0.1361040556156733,047040
12,동원F&B,2022,Q2,생활소비재,0.03209824805302822,0.2501177928804428,-0.10361234410626652,-0.6108751447272018,0.05528483951681595,-0.006179196755725758,-0.0015110148024761738,-0.1398781061095799,049770
12,LG생활건강,2022,Q2,생활소비재,0.09437621745332392,0.01996000769764672,0.13283126203462015,0.20972732221337265,0.05528483951681595,0.05667864935086553,0.42081999538900217,-0.13602363629989975,051900
12,한전기술,2022,Q2,건설,0.028502798656669617,0.024980390790592777,0.183696836617115,-2.032622992076954,0.05528483951681595,-0.0056031144536942135,0.452054251131625,-0.078908306689952,052690
12,에이블씨엔씨,2022,Q2,생활소비재,-0.20376928896607693,-0.002817944681468787,0.11979691051619157,-0.2381053176754151,0.05528483951681595,0.07013328202932811,0.1768962767901079,-0.05625954212512729,078520
12,아모레퍼시픽,2022,Q2,생활소비재,-0.19462244117933306,0.010121355849287417,-0.08548086417210343,-0.6103124705558683,0.05528483951681595,0.004901759360522284,-0.09019814175272889,-0.01069919175972248,090430
12,CJ제일제당,2022,Q2,생활소비재,0.0660073367602374,0.013041392303981603,0.004849154459414251,0.09430899325857833,0.05528483951681595,0.0005551195114075202,-0.008198340767540224,0.022845638695863126,097950
