,name,year,quarter,sector,Relative Return,이익잉여금 변화율,매출액 변화율,영업이익 변화율,GDP 변화율,비유동자산 변화율,비유동부채 변화율,Label,Code
27,하이트진로,2018,Q3,생활소비재,-0.037858348509401896,0.02897530044795049,0.009322625068508117,0.05539764138111525,0.003934920457544511,-0.005494126268979604,0.06509937278518274,0.15274857846813358,000080
27,대림산업,2018,Q3,건설,0.10832945931949682,0.0954106636885157,-0.17762621278964574,0.05421065651469781,0.003934920457544511,0.005461379407374123,-0.12935115221113647,0.15289343413165826,000210
27,현대건설,2018,Q3,건설,-0.060928753437617986,0.008337607418246407,0.038436250526985294,-0.17589990770177422,0.003934920457544511,-0.05421040638977426,-0.030474606318600106,0.00930155204081681,000720
27,CJ,2018,Q3,생활소비재,-0.07831231994398848,0.002320086147986844,0.04857592779694131,-0.011584521347804189,0.003934920457544511,0.004808694719706352,0.013721652492711067,0.07009491430302167,001040
27,대상,2018,Q3,생활소비재,0.031081823228511114,0.033293930257491944,0.1070340763486346,0.13574740742596259,0.003934920457544511,-0.008705667760779745,0.010521727962042648,0.17822628547450303,001680
27,오리온,2018,Q3,생활소비재,-0.22787220034605282,0.060717868070167214,0.04854605330645878,0.8380870366162474,0.003934920457544511,0.011894281022110764,-0.0771484492285407,0.1597081438005444,001800
27,KCC,2018,Q3,건설,-0.1296050422332642,0.06113559254257672,-0.08466384177925235,-0.041605592623785936,0.003934920457544511,0.043661220529586764,0.06386701103660775,0.16062349184124936,002380
27,아모레G,2018,Q3,생활소비재,-0.3435860521692574,0.00046778447326478734,0.048606094792793986,-0.5609708151648622,0.003934920457544511,-0.00014354363912028045,0.03030695419111673,0.17858040024170735,002790
27,한일시멘트,2018,Q3,건설,-0.2000711357221891,0.26217431510834666,-0.6274957788822266,-0.7367839694773692,0.003934920457544511,0.057376852927256916,0.0005683522479111858,-0.182706499966927,003300
27,남양유업,2018,Q3,생활소비재,-0.020526340485904515,0.0012973205646689134,0.051541155606738,8.831337843173817,0.003934920457544511,-0.014982677476017114,0.17563187554441684,0.009899846319882544,003920
27,농심,2018,Q3,생활소비재,-0.12648499963605303,0.009342474689993496,0.05333329007267418,3.83013210683022,0.003934920457544511,-0.001701451513010377,-0.020777385452274477,0.27272395715464004,004370
27,빙그레,2018,Q3,생활소비재,0.14251530326255496,0.8675365606944703,0.12123024164501395,0.18367665890461526,0.003934920457544511,-0.015916134397236603,0.0645381100817839,-0.06289809654488854,005180
27,롯데칠성,2018,Q3,생활소비재,-0.025640579987458598,0.012746574131260457,0.11889083648002385,1.2030003176175046,0.003934920457544511,-0.007475567508692271,0.001045247282869699,0.3688960782856217,005300
27,현대그린푸드,2018,Q3,생활소비재,-0.04922391636930404,0.018807353357264134,0.08008244761453853,-0.0035431305480182473,0.003934920457544511,-0.015511945622496692,-0.05953478958504843,0.1812216463379505,005440
