Variable,VIF
const,1.2806046082779468
F_유동자산 변화율,1.1663633831019735
F_비유동자산 변화율,1.7870751273159509
F_자산총계 변화율,1.7781132945735947
F_유동부채 변화율,2.048554389651269
F_비유동부채 변화율,1.131282815944825
F_부채총계 변화율,2.3563680327929766
F_이익잉여금 변화율,1.020376437625349
F_자본총계 변화율,1.354157837411273
F_매출액 변화율,1.0305782483739894
F_영업이익 변화율,1.007863819755525
F_법인세차감전 순이익 변화율,1.6540992480381378
F_당기순이익(손실) 변화율,1.6217878424667798
M_소비자물가지수 변화율,2.2924208373134154
M_환율 변화율,1.4248350461672061
M_GDP 변화율,2.799890426750498
M_금리 변화율,1.931156286390814
M_수출액 변화율,2.580097247173403
M_실업률 변화율,2.469968806632371
M_국제유가 변화율,2.0380105382074998
M_주택가격 변화율,1.7673867901492375
