,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,유동부채 변화율,금리 변화율,Label,Code
16,CJ대한통운,2020,Q4,산업재,-0.1734431797319626,0.0381810369616038,0.02422247926674226,0.10170531411804706,-0.11403005432266788,-0.05250874207040834,0.13205764233403983,-0.0013950976945100314,000120
16,두산,2020,Q4,산업재,-0.2441647329936938,0.11529604355786427,0.025565897458742937,0.011628684352144925,-2.2312531841638217,-0.07105855919620174,0.13205764233403983,0.4133159621832869,000150
16,SK하이닉스,2020,Q4,정보기술,0.26653959326144916,0.06005543405035185,0.04237150097221942,0.030202426449112085,-0.29788145754138984,0.044879920030407305,0.13205764233403983,-0.16196221259107016,000660
16,LG상사,2020,Q4,산업재,0.3772827007467857,-0.03328418937033972,-0.07902108415074938,-0.05289505401181871,-1.3615129104070596,-0.16779740593080306,0.13205764233403983,0.13019494504908907,001120
16,대한항공,2020,Q4,산업재,0.31306399574872723,0.0014490969053599922,-0.0300605547803372,0.10515335903349543,17.304073663020883,0.046985167547692885,0.13205764233403983,0.002459938505026964,003490
16,LG,2020,Q4,정보기술,-0.01601924541210939,-0.08908800268078254,-0.011416992606603893,-0.0028844104643863666,-0.8043066191523239,-0.39759097035040436,0.13205764233403983,0.38867039231396616,003550
16,S&T중공업,2020,Q4,산업재,-0.033244466235610226,0.05357303089997845,-0.008662257125915729,-0.0060881150019114205,-12.131451910746186,0.018174324926056862,0.13205764233403983,0.21360493373460077,003570
16,한솔테크닉스,2020,Q4,정보기술,-0.11860663446577882,0.028877392415464387,-0.023003496700028103,0.01027470656591456,-2.244450199550777,-0.2361412793239025,0.13205764233403983,-0.07232028588327229,004710
16,삼성전자,2020,Q4,정보기술,0.06305190930787594,0.05111389762605523,0.006034275793535437,0.00952205242915305,-0.17538112799960204,-0.005137264272317088,0.13205764233403983,-0.04749286885392753,005930
16,LS,2020,Q4,산업재,-0.08982644558891265,0.009158734287613823,0.009991960779991205,0.009914361272613581,2.157799074686054,0.04162028939418039,0.13205764233403983,0.09368193975702957,006260
16,삼성SDI,2020,Q4,정보기술,0.10294257651016456,0.029823187810911422,0.03005636181756266,0.02162737804412118,-0.812166236623673,0.08139796861639259,0.13205764233403983,-0.051867556383400376,006400
16,대덕전자,2020,Q4,정보기술,-0.17938581097556472,0.05000964465771918,0.03474030927047811,0.04315339825331144,-0.6360533042187682,-0.4942126903606844,0.13205764233403983,0.03994710777153376,008060
16,삼성전기,2020,Q4,정보기술,0.0018666342269697822,-0.018379975593794007,0.016887469267182764,0.039678304448719226,0.9518892497639342,-0.029910992484206367,0.13205764233403983,-0.1447299000532229,009150
16,LS산전,2020,Q4,산업재,-0.16087907716786004,0.012776596460286616,0.010931889805024353,0.03747949414825413,0.8656287765254911,0.05740427453822017,0.13205764233403983,-0.07273411347431195,010120
