,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,유동자산 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
30,CJ대한통운,2017,Q2,산업재,-0.07002388280293698,0.009155256454576488,0.03278002565413973,0.053139564139281115,0.1288555756378582,0.007448448385799056,0.1896338452058668,-0.18818800596954915,000120
30,두산,2017,Q2,산업재,0.27590082802195737,0.033209887626210355,0.025030156366888212,0.039511687599190104,-0.002468751909598388,0.020743347516379185,0.08522753485624879,-0.0906428996630934,000150
30,LG상사,2017,Q2,산업재,-0.10095799557848197,0.0113795865955999,-0.0061127427246376875,-0.13591972098713678,-0.06131129246628997,0.02480621296488672,-0.08555743429261997,-0.10129325401356078,001120
30,대한항공,2017,Q2,산업재,0.09689873056460413,0.024905135612618645,0.0391882923282445,0.014462115017845223,0.13077974891979927,0.045340940900355786,0.10048219796415503,-0.24487756318235174,003490
30,S&T중공업,2017,Q2,산업재,-0.03294770782556234,-0.00837130771692196,0.000955595883725957,-0.07524522039502124,0.011216250087486612,0.002615845782224513,-0.011504315345271077,-0.1652097407655618,003570
30,LS,2017,Q2,산업재,0.2403844910729292,-0.0005732458885194802,-0.003447635124771309,0.04066460056311927,-0.05000414503086159,0.04066460056311927,-0.003401852505394931,-0.23972379605919317,006260
30,LS산전,2017,Q2,산업재,0.05932401154252052,-0.02619490093562149,0.02550263941575137,0.07018521787188381,0.0736398426674938,0.029062154196201728,0.06610511181279533,-0.06067428757190768,010120
30,현대상선,2017,Q2,산업재,-0.15852426423223576,-0.01802591553881061,-0.11203572854020927,-0.016873109842341583,-0.2549312209608382,-0.07595588860953073,-0.0016332897181295936,-0.2434103961001017,011200
30,SK텔레콤,2017,Q2,커뮤니케이션서비스,0.1017951925832758,-0.006305445592696524,-0.01285058584558374,0.007018882393401871,-0.05072632255985299,0.026762935124215348,-0.06538800873722472,-0.14516512165094828,017670
30,한국단자,2017,Q2,산업재,-0.07227961953471577,0.046316961797328915,0.020687168106272136,-0.031473892920850566,-0.010218517757615286,0.030567353382799922,0.035559119785812054,-0.08213517779674952,025540
30,제일기획,2017,Q2,커뮤니케이션서비스,0.0015425676114256687,0.02016083781438005,0.0500219571156264,0.3749717652915874,0.06774097588216099,0.05647350785534577,0.0016044264337238268,-0.08097144900981183,030000
30,KT,2017,Q2,커뮤니케이션서비스,0.04190906929163888,-0.012931828436598902,-0.033615908474475154,0.031519063934456915,-0.12171140455115892,0.014543862831586596,-0.009335665462822273,-0.2128665420724176,030200
30,LG유플러스,2017,Q2,커뮤니케이션서비스,0.06153809450597221,-0.010244452672388937,-0.011381541708100462,0.0442161401558252,-0.014869792882610922,0.02863303639401149,-0.0026915355946420805,-0.2689573504888074,032640
30,SBS,2017,Q2,커뮤니케이션서비스,0.06802977616064847,-0.16123847307194572,0.11064013167261844,0.21795410510416957,0.4650469717956658,0.01547511911962074,0.0365363989704115,-0.1968680539354869,034120
30,NAVER,2017,Q2,커뮤니케이션서비스,-0.08199997537878563,0.3862117241147147,0.16309527016843117,0.04503302547758037,-0.01658012719437829,0.22705024071069912,-0.021467036266891615,-0.08133249393336664,035420
30,엔씨소프트,2017,Q2,커뮤니케이션서비스,0.04491513576804633,0.30593702687207935,0.17636033349174252,0.08490609171137242,0.0042484844217620665,0.20802748242240798,0.5857933831479336,-0.017220693032416495,036570
30,대우인터내셔널,2017,Q2,산업재,-0.04366249078850408,0.011254855047295953,0.06409379885466926,0.1661319324147985,0.10661818363378828,0.005731304233013823,-0.07321002131728549,-0.2495476075871764,047050
30,한국항공우주,2017,Q2,산업재,-0.41103735527460894,0.03716847425770231,-0.05205264972730628,-0.23418916526884526,-0.09419180298684793,-0.0297517936263898,0.34020098591246506,0.22578965339006057,047810
30,한전KPS,2017,Q2,산업재,-0.15239433098220867,0.04270955873312099,0.05842417386447152,0.2638812854580237,0.07292731648694306,0.047881053843502386,0.5586600583358914,-0.27659612149542767,051600
30,현대글로비스,2017,Q2,산업재,0.06391622056542583,0.03523211102032642,0.007372691017806243,0.05008100741307664,-0.024699111956526076,0.02130528221607131,0.07313181274008995,-0.19470552100981864,086280
