,name,year,quarter,sector,Relative Return,이익잉여금 변화율,매출액 변화율,영업이익 변화율,GDP 변화율,비유동자산 변화율,비유동부채 변화율,Label,Code
23,하이트진로,2019,Q3,생활소비재,0.2802798329144396,0.07165593032855733,0.009775092172608968,4.8057016164004915,0.002350138968609361,0.0006343433154849532,-0.022929227600847035,0.3213012768072819,000080
23,대림산업,2019,Q3,건설,-0.12059862893574436,0.009539286033366956,-0.1629417899811697,-0.422068209161119,0.002350138968609361,-0.05375354340190086,-0.11049403883766096,-0.05005515244129349,000210
23,현대건설,2019,Q3,건설,-0.035704372441128854,0.015687917863351775,-0.1090789080029918,0.017616106154198174,0.002350138968609361,0.006996744834302904,0.005693120036222243,-0.14144298352251533,000720
23,CJ,2019,Q3,생활소비재,0.0876596259759125,0.0073445635061542,-0.013869093574547353,0.70620321634364,0.002350138968609361,0.0034708583210154575,-0.0386824568722437,-0.040632228989402996,001040
23,대상,2019,Q3,생활소비재,-0.016678527527980727,0.0319751527873644,0.11660446636080435,0.31120619367008695,0.002350138968609361,0.03607698903771861,-0.21948230487899012,0.21910880746285621,001680
23,오리온,2019,Q3,생활소비재,0.02043666881706442,0.12956335298577826,0.36448215843734566,1.60427633747544,0.002350138968609361,0.007800447084038931,0.00709350737493275,-0.08288575011616356,001800
23,KCC,2019,Q3,건설,-0.0627374078954682,-0.012743550981878626,-0.046688310862271765,-0.09091138372183505,0.002350138968609361,-0.0010719597334636344,-0.12970045393273688,-0.1708098024259929,002380
23,아모레G,2019,Q3,생활소비재,0.3027252659402598,0.07203738069164145,-0.013864895982797498,-398.63361860141833,0.002350138968609361,0.027868682195731243,-0.011599316778774904,-0.19915021589170853,002790
23,한일시멘트,2019,Q3,건설,-0.03312599588747128,-7.013769151176241e-05,-0.013866466715601766,0.06820392035921397,0.002350138968609361,0.1910115696514958,1.5091836366538334,0.00757393744270056,003300
23,남양유업,2019,Q3,생활소비재,-0.21883060991489223,-0.0008062929379824002,-0.035528723105934246,-30.54857577313776,0.002350138968609361,-0.015074503681693718,-0.04105017498192376,-0.2210567416505079,003920
23,농심,2019,Q3,생활소비재,-0.00952486751588151,0.007211417464328518,0.01714105441926317,1.9719871807574787,0.002350138968609361,0.09673860936494516,-0.00958180933975461,0.3953935643246985,004370
23,빙그레,2019,Q3,생활소비재,-0.14858969059051724,0.6921604352854518,0.07284684675111164,0.09303866249728943,0.002350138968609361,-0.000355805271806231,0.08787322272725495,0.3012900407149994,005180
23,롯데칠성,2019,Q3,생활소비재,-0.10676315554364323,0.01680049832323105,-0.020517668437002756,0.024044854019741546,0.002350138968609361,-0.005505573822425891,0.003006467181135841,-0.11380929878826998,005300
23,현대그린푸드,2019,Q3,생활소비재,-0.10379415904414765,0.02085962607204883,0.08098849655977225,0.18073049784474882,0.002350138968609361,0.004372174107435622,-0.1113982656045811,-0.19627090923282411,005440
23,삼립식품,2019,Q3,생활소비재,-0.009357330657772722,0.016068992950110106,0.03357728639936264,-0.3609437799589216,0.002350138968609361,0.5826182425775157,3.4075708261171602,-0.14639112930876955,005610
23,크라운제과,2019,Q3,생활소비재,-0.11345583980642095,0.0017164083840812694,0.4414980708065164,4.665485341620225,0.002350138968609361,-0.00019878703060449698,-0.09397742508412488,-0.045241704021413226,005740
23,GS리테일,2019,Q3,생활소비재,-0.08304177194964817,0.028858877104721348,0.03037393017945078,0.15263544883128333,0.002350138968609361,-0.0005380101437516549,0.19279170474774476,0.16227220256116773,007070
23,오뚜기,2019,Q3,생활소비재,-0.15989466455750517,0.019410056883409688,0.035239048790653094,0.015215392245295112,0.002350138968609361,0.05222590632538959,0.0917911337659294,0.02890849360704527,007310
23,아이에스동서,2019,Q3,건설,0.028257710820506723,0.021470786337603798,-0.02852727465707905,0.8812150501226053,0.002350138968609361,0.046013521014190095,0.1041824679471488,-0.15756493634464555,010780
23,현대산업,2019,Q3,건설,-0.15566204781602946,0.022191991907262176,-0.2551885155392586,-0.09409634753847995,0.002350138968609361,-0.003749084390301527,-0.09128941292236259,-0.11851056282218692,012630
23,한국전력,2019,Q3,생활소비재,-0.013779777699707618,-0.0007755803989889509,0.2137079634292378,1.589779914768462,0.002350138968609361,-0.004258078938752741,0.015482355669758086,-0.054896647617962674,015760
23,삼성엔지니어링,2019,Q3,건설,0.125318552108097,1.1928456382467814,0.007910382597994703,0.019843263040230985,0.002350138968609361,-0.0037297745203619392,-0.003248039598763852,-0.3268428614846397,028050
23,KT&G,2019,Q3,생활소비재,-0.11894934333958712,0.5153783380156587,-0.10973648063488706,-0.16188095292533833,0.002350138968609361,0.05516663000035327,0.04075226827741796,-0.1287871585668678,033780
