접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516001596,Y,00105873,LG디스플레이,소액주주,"108,429",-,99.99%,"158,529,301",-,44.39%,2015-12-31,2015,Q4
20170331004319,Y,00105873,LG디스플레이,소액주주,"82,547",-,99.98%,"182,929,114",-,51.12%,2016-12-31,2016,Q4
20180402004137,Y,00105873,LG디스플레이,소액주주,"154,440",-,99.99%,"187,867,930",-,52.49%,2017-12-31,2017,Q4
20190401004005,Y,00105873,LG디스플레이,소액주주,"185,401",-,99.99%,"170,515,847",-,47.65%,2018-12-31,2018,Q4
20200330004446,Y,00105873,LG디스플레이,소액주주,"175,137",-,99.99%,"1,184,301,788",-,51.51%,2019-12-31,2019,Q4
20210315000829,Y,00105873,LG디스플레이,소액주주,"235,224","235,228",99.99%,"197,537,691","357,815,700",55.21%,2020-12-31,2020,Q4
20220315000742,Y,00105873,LG디스플레이,소액주주,"434,073","434,079",99.99%,"200,404,818","357,815,700",56.01%,2021-12-31,2021,Q4
20230313000751,Y,00105873,LG디스플레이,소액주주,"452,717","452,720",99.99%,"202,715,211","357,815,700",56.65%,2022-12-31,2022,Q4
20240314000487,Y,00105873,LG디스플레이,소액주주,"394,245","394,250",99.99%,"199,655,588","357,815,700",55.81%,2023-12-31,2023,Q4
20250312000906,Y,00105873,LG디스플레이,소액주주,"361,832","361,837",99.99%,"259,789,801","500,000,000",51.96%,2024-12-31,2024,Q4
