접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516001145,Y,00139889,SKC,소액주주,"20,538",-,99.90%,"15,002,276",-,40.77%,2015-12-31,2015,Q4
20170331002724,Y,00139889,SKC,소액주주,"22,818",-,99.93%,"15,097,118",-,40.22%,2016-12-31,2016,Q4
20180402005086,Y,00139889,SKC,소액주주,"17,074",-,99.68%,"14,751,294",-,39.30%,2017-12-31,2017,Q4
20190401004856,Y,00139889,SKC,소액주주,"18,204",-,99.89%,"10,398,313",-,27.70%,2018-12-31,2018,Q4
20200330004188,Y,00139889,SKC,소액주주,"18,418",-,99.91%,"11,685,826",-,31.13%,2019-12-31,2019,Q4
20210423000677,Y,00139889,SKC,소액주주,"63,829","63,838",99.99%,"15,716,519","37,868,298",41.50%,2020-12-31,2020,Q4
20220816001935,Y,00139889,SKC,소액주주,"99,013","99,016",99.99%,"19,206,340","37,868,298",50.72%,2021-12-31,2021,Q4
20230320000846,Y,00139889,SKC,소액주주,"98,199","98,211",99.99%,"13,646,813","37,868,298",36.04%,2022-12-31,2022,Q4
20240409003864,Y,00139889,SKC,소액주주,"105,539","105,551",99.9%,"14,750,725","37,868,298",38.95%,2023-12-31,2023,Q4
20250318001448,Y,00139889,SKC,소액주주,"106,074","107,694",98.5%,"10,678,162","37,868,298",28.2%,2024-12-31,2024,Q4
