접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003999,Y,00136378,신세계,소액주주,"16,822",-,99.93%,"5,135,455",-,52.15%,2015-12-31,2015,Q4
20170329001041,Y,00136378,신세계,소액주주,"19,226",-,99.94%,"4,621,328",-,46.94%,2016-12-31,2016,Q4
20180402002212,Y,00136378,신세계,소액주주,"14,918",-,99.92%,"5,490,435",-,55.76%,2017-12-31,2017,Q4
20190401004311,Y,00136378,신세계,소액주주,"24,561",-,99.96%,"5,857,837",-,59.49%,2018-12-31,2018,Q4
20200330003822,Y,00136378,신세계,소액주주,"17,725",-,99.94%,"5,414,150",-,54.98%,2019-12-31,2019,Q4
20210316000687,Y,00136378,신세계,소액주주,"59,611","59,619",99.99%,"5,671,551","9,836,407",57.66%,2020-12-31,2020,Q4
20220316000691,Y,00136378,신세계,소액주주,"104,439","104,447",99.99%,"5,855,569","9,836,407",59.53%,2021-12-31,2021,Q4
20230315001319,Y,00136378,신세계,소액주주,"88,049","88,056",99.99%,"6,202,346","9,836,407",63.01%,2022-12-31,2022,Q4
20240313001406,Y,00136378,신세계,소액주주,"86,072","86,080",99.99%,"5,753,289","9,436,407",60.97%,2023-12-31,2023,Q4
20250312001128,Y,00136378,신세계,소액주주,"79,349","79,355",99.99%,"5,495,871","8,767,681",62.68%,2024-12-31,2024,Q4
