접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516002078,Y,00173874,넥센타이어,소액주주,"15,093",-,99.93%,"28,036,000",-,29.53%,2015-12-31,2015,Q4
20170331005323,Y,00173874,넥센타이어,소액주주,"9,316",-,99.92%,"30,603,000",-,29.74%,2016-12-31,2016,Q4
20180402004742,Y,00173874,넥센타이어,소액주주,"10,084",-,99.88%,"22,813,000",-,23.35%,2017-12-31,2017,Q4
20190401005208,Y,00173874,넥센타이어,소액주주,"8,811",-,99.91%,"19,880,000",-,20.36%,2018-12-31,2018,Q4
20200330004584,Y,00173874,넥센타이어,소액주주,"15,962",-,99.95%,"26,585,015,000",-,25.52%,2019-12-31,2019,Q4
20210318000728,Y,00173874,넥센타이어,소액주주,"37,434","37,443",99.98%,"30,770,742","97,667,877",31.51%,2020-12-31,2020,Q4
20220318000955,Y,00173874,넥센타이어,소액주주,"56,848","56,859",99.98%,"20,835,202,000","97,667,877,000",21.33%,2021-12-31,2021,Q4
20230320000888,Y,00173874,넥센타이어,소액주주,"53,751","53,762",99.98%,"19,976,065","97,667,877",20.45%,2022-12-31,2022,Q4
20240318000903,Y,00173874,넥센타이어,소액주주,"46,730","46,739",99.98%,"16,153,489","97,667,877",16.54%,2023-12-31,2023,Q4
20250318001449,Y,00173874,넥센타이어,소액주주,"44,337","44,349",99.99%,"17,568,775","97,667,877",18.01%,2024-12-31,2024,Q4
