접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003329,Y,00583424,아모레퍼시픽,소액주주,"34,260",-,99.96%,"24,678,639",-,42.22%,2015-12-31,2015,Q4
20170331004533,Y,00583424,아모레퍼시픽,소액주주,"32,000",-,99.95%,"21,133,892",-,36.15%,2016-12-31,2016,Q4
20180814001068,Y,00583424,아모레퍼시픽,소액주주,"55,302",-,99.97%,"20,227,333",-,34.59%,2017-12-31,2017,Q4
20190401002349,Y,00583424,아모레퍼시픽,소액주주,"68,151",-,99.97%,"22,036,846",-,37.69%,2018-12-31,2018,Q4
20200429000691,Y,00583424,아모레퍼시픽,소액주주,"57,809",-,99.97%,"22,338,279",-,38.21%,2019-12-31,2019,Q4
20210311000870,Y,00583424,아모레퍼시픽,소액주주,"76,370","76,379",99.98%,"23,962,279","58,458,490",40.98%,2020-12-31,2020,Q4
20220316000772,Y,00583424,아모레퍼시픽,소액주주,"167,006","167,015",99.97%,"23,980,610","58,492,759",41.00%,2021-12-31,2021,Q4
20230309000802,Y,00583424,아모레퍼시픽,소액주주,"185,727","185,735",99.98%,"24,055,257","58,492,759",41.12%,2022-12-31,2022,Q4
20240307000545,Y,00583424,아모레퍼시픽,소액주주,"156,601","156,610",99.99%,"23,085,787","58,492,759",39.46%,2023-12-31,2023,Q4
20250317000429,Y,00583424,아모레퍼시픽,소액주주,"152,192","152,214",99.99%,"24,441,225","58,492,759",41.80%,2024-12-31,2024,Q4
