접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003977,Y,00126371,삼성전기,소액주주,"106,390",-,99.98%,"46,678,304",-,62.49%,2015-12-31,2015,Q4
20170331004394,Y,00126371,삼성전기,소액주주,"111,100",-,99.98%,"48,244,334",-,64.58%,2016-12-31,2016,Q4
20180814001230,Y,00126371,삼성전기,소액주주,"110,966",-,99.99%,"49,259,460",-,65.95%,2017-12-31,2017,Q4
20190401003500,Y,00126371,삼성전기,소액주주,"139,306",-,99.98%,"49,288,865",-,65.97%,2018-12-31,2018,Q4
20200330003915,Y,00126371,삼성전기,소액주주,"104,438",-,99.98%,"49,344,063",-,66.05%,2019-12-31,2019,Q4
20210309000338,Y,00126371,삼성전기,소액주주,"145,756","145,767",100.00%,"47,714,478","74,693,696",63.89%,2020-12-31,2020,Q4
20220308000667,Y,00126371,삼성전기,소액주주,"255,068","255,079",100.00%,"49,680,955","74,693,696",66.53%,2021-12-31,2021,Q4
20230307000653,Y,00126371,삼성전기,소액주주,"302,731","302,741",100.00%,"50,052,720","74,693,696",67.02%,2022-12-31,2022,Q4
20240329002895,Y,00126371,삼성전기,소액주주,"236,377","236,387",100.00%,"50,007,139","74,693,696",66.95%,2023-12-31,2023,Q4
20250311001190,Y,00126371,삼성전기,소액주주,"225,811","225,821",100.00%,"50,338,483","74,693,696",67.39%,2024-12-31,2024,Q4
