접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20170404001954,Y,00481454,금호타이어,소액주주,"29,272",-,99.95%,"71,924,234",-,45.52%,2015-12-31,2015,Q4
20170404002023,Y,00481454,금호타이어,소액주주,-,-,-,-,-,-,2016-12-31,2016,Q4
20200429001485,Y,00481454,금호타이어,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20200504000163,Y,00481454,금호타이어,소액주주,"32,868",-,99.97%,"97,768,154",-,34.03%,2018-12-31,2018,Q4
20200504000397,Y,00481454,금호타이어,소액주주,"29,293",-,99.97%,"92,856,624",-,32.32%,2019-12-31,2019,Q4
20210330001151,Y,00481454,금호타이어,소액주주,"35,627","35,635",99.97%,"87,357,124","287,260,287",30.41%,2020-12-31,2020,Q4
20220330001690,Y,00481454,금호타이어,소액주주,"97,452","97,461",99.99%,"81,413,922","287,260,287",28.34%,2021-12-31,2021,Q4
20230322001105,Y,00481454,금호타이어,소액주주,"107,134","107,142",99.99%,"89,932,141","287,260,287",31.30%,2022-12-31,2022,Q4
20240326000919,Y,00481454,금호타이어,소액주주,"107,103","107,111",99.99%,"92,610,084","287,260,287",32.23%,2023-12-31,2023,Q4
20250318001169,Y,00481454,금호타이어,소액주주,"101,114","101,122",99.99%,"106,614,486","287,260,287",37.11%,2024-12-31,2024,Q4
