접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20190417000536,Y,00153393,태광산업,소액주주,"1,619",-,92.20%,"174,489",-,15.67%,2015-12-31,2015,Q4
20190417000543,Y,00153393,태광산업,소액주주,"1,541",-,91.89%,"163,524",-,14.69%,2016-12-31,2016,Q4
20190417000558,Y,00153393,태광산업,소액주주,"1,240",-,90.18%,"191,570",-,17.21%,2017-12-31,2017,Q4
20190417000571,Y,00153393,태광산업,소액주주,"1,330",-,90.97%,"201,171",-,18.07%,2018-12-31,2018,Q4
20200330002868,Y,00153393,태광산업,소액주주,"2,075",-,99.43%,"201,416",-,18.09%,2019-12-31,2019,Q4
20220225006914,Y,00153393,태광산업,소액주주,"3,014","3,027",99.57%,"178,132","1,113,400",16.00%,2020-12-31,2020,Q4
20220317001199,Y,00153393,태광산업,소액주주,"3,134","3,145",99.66%,"158,049","1,113,400",14.20%,2021-12-31,2021,Q4
20230323001281,Y,00153393,태광산업,소액주주,"2,905","2,916",99.64%,"146,419","1,113,400",13.16%,2022-12-31,2022,Q4
20240329003575,Y,00153393,태광산업,소액주주,"3,588","3,599",99.72%,"156,445","1,113,400",14.06%,2023-12-31,2023,Q4
20250320001386,Y,00153393,태광산업,소액주주,"3,048","3,060",99.61%,"158,033","1,113,400",14.21%,2024-12-31,2024,Q4
