code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
17670,SK_Telecom,통신,2024,Q3,"5,317,040,000,000","18,993,247,000,000","24,310,287,000,000","6,309,990,000,000","7,202,613,000,000","13,512,603,000,000","15,208,138,000,000","10,797,684,000,000",3203229000000.0,456990000000.0,291807000000.0,222357000000.0,222357000000.0,"30,493,000,000",175057000000.0
30200,KT_Corp,통신,2024,Q3,"7,447,723,000,000","22,509,426,000,000","29,957,149,000,000","8,074,873,000,000","6,438,204,000,000","14,513,077,000,000","12,579,188,000,000","15,444,072,000,000",4764983000000.0,338858000000.0,408013000000.0,309792000000.0,309792000000.0,"1,564,499,000,000",267121000000.0
32640,LG_Uplus,통신,2024,Q3,"5,550,704,000,000","14,089,701,000,000","19,640,405,000,000","5,594,056,000,000","5,393,132,000,000","10,987,188,000,000","5,365,623,000,000","8,653,217,000,000",3496341000000.0,253262000000.0,219952000000.0,157758000000.0,157758000000.0,"2,573,969,000,000",156373000000.0
