year,quarter,month,week,code,name,sector,upload_dt,score
2021,Q1,1,1,6260,LS,산업재,,
2021,Q1,1,2,6260,LS,산업재,2021-01-12,0.0
2021,Q1,1,3,6260,LS,산업재,,
2021,Q1,1,4,6260,LS,산업재,2021-01-27,1.0
2021,Q1,2,1,6260,LS,산업재,,
2021,Q1,2,2,6260,LS,산업재,2021-02-13,0.0
2021,Q1,2,3,6260,LS,산업재,2021-02-19,0.0
2021,Q1,2,4,6260,LS,산업재,,
2021,Q1,3,1,6260,LS,산업재,,
2021,Q1,3,2,6260,LS,산업재,,
2021,Q1,3,3,6260,LS,산업재,,
2021,Q1,3,4,6260,LS,산업재,2021-03-26,1.0
2021,Q2,4,1,6260,LS,산업재,,
2021,Q2,4,2,6260,LS,산업재,2021-04-12,0.0
2021,Q2,4,3,6260,LS,산업재,,
2021,Q2,4,4,6260,LS,산업재,,
2021,Q2,5,1,6260,LS,산업재,,
2021,Q2,5,2,6260,LS,산업재,2021-05-10,0.0
2021,Q2,5,3,6260,LS,산업재,,
2021,Q2,5,4,6260,LS,산업재,,
2021,Q2,6,1,6260,LS,산업재,,
2021,Q2,6,2,6260,LS,산업재,2021-06-14,0.0
2021,Q2,6,3,6260,LS,산업재,,
2021,Q2,6,4,6260,LS,산업재,,
2021,Q3,7,1,6260,LS,산업재,2021-07-05,1.0
2021,Q3,7,2,6260,LS,산업재,,
2021,Q3,7,3,6260,LS,산업재,2021-07-15,0.0
2021,Q3,7,4,6260,LS,산업재,,
2021,Q3,8,1,6260,LS,산업재,,
2021,Q3,8,2,6260,LS,산업재,2021-08-13,0.0
2021,Q3,8,3,6260,LS,산업재,2021-08-17,0.0
2021,Q3,8,4,6260,LS,산업재,2021-08-22,1.0
2021,Q3,9,1,6260,LS,산업재,,
2021,Q3,9,2,6260,LS,산업재,,
2021,Q3,9,3,6260,LS,산업재,,
2021,Q3,9,4,6260,LS,산업재,2021-09-27,1.0
2021,Q4,10,1,6260,LS,산업재,,
2021,Q4,10,2,6260,LS,산업재,2021-10-08,0.0
2021,Q4,10,3,6260,LS,산업재,,
2021,Q4,10,4,6260,LS,산업재,,
2021,Q4,11,1,6260,LS,산업재,2021-11-01,1.0
2021,Q4,11,2,6260,LS,산업재,2021-11-12,0.0
2021,Q4,11,3,6260,LS,산업재,2021-11-16,0.0
2021,Q4,11,4,6260,LS,산업재,,
2021,Q4,12,1,6260,LS,산업재,,
2021,Q4,12,2,6260,LS,산업재,2021-12-14,0.0
2021,Q4,12,3,6260,LS,산업재,,
2021,Q4,12,4,6260,LS,산업재,2021-12-22,1.0
2022,Q1,1,1,6260,LS,산업재,2022-01-03,1.0
2022,Q1,1,2,6260,LS,산업재,,
2022,Q1,1,3,6260,LS,산업재,2022-01-19,0.0
2022,Q1,1,4,6260,LS,산업재,2022-01-30,1.0
2022,Q1,2,1,6260,LS,산업재,2022-02-07,1.0
2022,Q1,2,2,6260,LS,산업재,2022-02-11,0.0
2022,Q1,2,3,6260,LS,산업재,2022-02-21,0.0
2022,Q1,2,4,6260,LS,산업재,,
2022,Q1,3,1,6260,LS,산업재,,
2022,Q1,3,2,6260,LS,산업재,,
2022,Q1,3,3,6260,LS,산업재,,
2022,Q1,3,4,6260,LS,산업재,,
2022,Q2,4,1,6260,LS,산업재,,
2022,Q2,4,2,6260,LS,산업재,2022-04-13,1.0
2022,Q2,4,3,6260,LS,산업재,2022-04-21,1.0
2022,Q2,4,4,6260,LS,산업재,2022-04-27,1.0
2022,Q2,5,1,6260,LS,산업재,2022-05-04,1.0
2022,Q2,5,2,6260,LS,산업재,2022-05-09,1.0
2022,Q2,5,3,6260,LS,산업재,,
2022,Q2,5,4,6260,LS,산업재,,
2022,Q2,6,1,6260,LS,산업재,2022-06-06,1.0
2022,Q2,6,2,6260,LS,산업재,,
2022,Q2,6,3,6260,LS,산업재,,
2022,Q2,6,4,6260,LS,산업재,2022-06-27,1.0
2022,Q3,7,1,6260,LS,산업재,,
2022,Q3,7,2,6260,LS,산업재,2022-07-14,1.0
2022,Q3,7,3,6260,LS,산업재,,
2022,Q3,7,4,6260,LS,산업재,2022-07-28,0.0
2022,Q3,8,1,6260,LS,산업재,,
2022,Q3,8,2,6260,LS,산업재,2022-08-12,0.0
