,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,소비자물가지수 변화율,실업률 변화율,전체 주식 수 변화율,특정 증권 등 소유 수 변화율,전체 주주 수 변화율,자기주식수 변화율,1인평균급여 변화율,Label,Code
6,Kia_Corp,운송장비·부품,2023,Q2,0.23717992488904066,-0.2260697350650236,-0.014894273231845334,0.3075171004307199,0.04938271604938271,-0.045457519355595055,0.12251459847974133,-0.0285131512162482,-0.05236863297838812,-0.050551259578096586,0.040187485027052924,000270
6,S&T_Heavy_Industries,운송장비·부품,2023,Q2,-0.17270214612060808,-0.016789354397600986,-0.009099695841184419,0.3075171004307199,0.04938271604938271,-0.035821506086381794,0.0,-0.035821506086381794,-0.035821506086381794,-0.035821506086381794,0.15223841790739995,003570
5,SsangYong_Motor,운송장비·부품,2023,Q2,0.0,-0.03582557727858715,-0.007419366041322206,0.3075171004307199,0.04938271604938271,-0.03582557727858737,0.9999181636526479,-0.03582557727858737,0.0,-0.03582557727858737,0.0,003620
5,Hyundai_Motor,운송장비·부품,2023,Q2,0.09859820957465207,-0.057334131113869535,-0.029194006839611708,0.3075171004307199,0.04938271604938271,-0.0201533032441783,-0.6142969851969018,-0.02248099146872473,-0.030906031868962902,-0.033291846179945406,0.07293280071542572,005380
5,SL_Corp,운송장비·부품,2023,Q2,0.10054626152270402,-0.04988559327483477,0.003503284052153499,0.3075171004307199,0.04938271604938271,-0.03581893281566928,-0.03581893281566928,-0.03581893281566928,-0.03581893281566928,-0.03581893281566928,0.2511177024607714,005850
5,Motonic,운송장비·부품,2023,Q2,0.035546261522704015,-0.016777129765365384,0.003497780988174104,0.3075171004307199,0.04938271604938271,-0.03581859573238111,-0.03581859573238089,-0.03581859573238111,-0.03581859573238111,-0.03581859573238111,-0.0709768107998196,009680
5,Samsung_Heavy Industries,운송장비·부품,2023,Q2,-0.0916564675221303,-0.010545791705854679,9.309923841849255e-05,0.3075171004307199,0.04938271604938271,-0.03605427648793014,0.6015596078482351,-0.0360913244157568,-0.03544959321329233,-0.03558079805087644,0.22235875097680685,010140
5,Hyundai_Mipo_Dockyard,운송장비·부품,2023,Q2,-0.265724522325277,0.018296208156151517,-0.01759010117336679,0.3075171004307199,0.04938271604938271,-0.035807073836289005,-0.035807073836289005,-0.035807073836289005,-0.035807073836289005,-0.035807073836289005,0.13739650602420145,010620
5,Hwashin,운송장비·부품,2023,Q2,0.5857565735986877,-0.05400120268889652,0.018945153887963473,0.3075171004307199,0.04938271604938271,-0.03581844461575079,0.0,-0.03581844461575079,-0.03581844461575079,-0.03581844461575079,0.37135581744830165,010690
6,Hyundai_WIA,운송장비·부품,2023,Q2,0.0050827506745777795,-0.015116635534661249,-0.0007127830137458879,0.3075171004307199,0.04938271604938271,-0.03570410703841831,-1.6969162480060773,-0.03570410703841831,-0.03570410703841831,-0.03570410703841831,0.13804349751377493,011210
6,Hyundai_Mobis,운송장비·부품,2023,Q2,-0.02482687280565421,-0.015802955493039894,-0.021689079193673466,0.3075171004307199,0.04938271604938271,-0.03365584165667612,-0.03652274877801376,-0.03675730410656475,-0.03498042615949526,-0.03423735342402234,0.028200916784374502,012330
5,Hanwha_Aerospace,운송장비·부품,2023,Q2,0.24110798588586535,-0.013538063944627199,-0.39229318331743235,0.3075171004307199,0.04938271604938271,-0.053964692191507124,0.993705495664196,-0.05611544500539267,-0.06904424694120315,-0.0261939473335846,0.22959474154592163,012450
5,Sejong_Industrial,운송장비·부품,2023,Q2,0.04649220746864996,-0.04185474349059537,-0.020827918561231895,0.3075171004307199,0.04938271604938271,-0.03581888817979206,-0.03581888817979206,-0.03581888817979206,-0.03581888817979206,-0.03581888817979206,0.38220489121909174,033530
5,Daewoo_Shipbuilding_&_Marine_Engineering,운송장비·부품,2023,Q2,0.1900776318645489,-3.2418710292957202,0.02658016664704066,0.3075171004307199,0.04938271604938271,-0.03691064916770048,-1.256727266791469,-0.03668683295363895,-0.037105034399348646,-0.03337135135799185,0.4683795563536634,042660
5,Korea_Aerospace_Industries,운송장비·부품,2023,Q2,-0.17906538896273289,-0.007530740844178707,-0.029787493844813495,0.3075171004307199,0.04938271604938271,-0.03577575285115886,-7190.702941176471,-0.03577575285115864,0.0,-0.03577575285115864,0.0752232562204367,047810
5,Hyundai_Rotem,운송장비·부품,2023,Q2,-0.2020624341294699,-0.036609652145646265,-0.016953843704714755,0.3075171004307199,0.04938271604938271,-0.03589462710092728,0.7660593004365567,-0.03589462710092706,0.0,-0.03589462710092706,0.3546810562373578,064350
6,S&T_Motiv,운송장비·부품,2023,Q2,0.016060522542583,-0.03322022435224414,-0.006446812540281011,0.3075171004307199,0.04938271604938271,-0.03581954537146248,-0.03581954537146226,-0.03581954537146226,-0.03581954537146226,-0.03581954537146226,0.08346264405804531,064960
