,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,소비자물가지수 변화율,실업률 변화율,전체 주식 수 변화율,특정 증권 등 소유 수 변화율,전체 주주 수 변화율,자기주식수 변화율,1인평균급여 변화율,Label,Code
1,Kia_Corp,운송장비·부품,2024,Q3,0.14907469454899233,-0.030958316331177516,-0.026831420842948983,0.2377021247854798,0.09523809523809512,0.0019291887472367986,-0.9362857142857144,0.006543733671221297,0.002431925860479911,0.0032779569628754723,-0.12006220668685197,000270
1,S&T_Heavy_Industries,운송장비·부품,2024,Q3,0.2719080204629476,-0.017041432052964156,-0.02484415139166729,0.2377021247854798,0.09523809523809512,0.005187064770339145,0.0,0.005187064770339145,0.005187064770339256,0.005187064770339145,0.17820330853563046,003570
0,SsangYong_Motor,운송장비·부품,2024,Q3,-0.21994131959881874,0.03348577930668273,-0.014736923864271612,0.2377021247854798,0.09523809523809512,0.005221346053899123,0.005221346053899123,0.005221346053899012,0.0,0.005221346053898901,-0.21994131959881874,003620
0,Hyundai_Motor,운송장비·부품,2024,Q3,0.24115519120265563,-0.02114446148147997,-0.01463280929561983,0.2377021247854798,0.09523809523809512,0.019933524230673516,0.9768472906403941,0.021471381755514884,0.011378115848794002,0.01201571974568827,0.24115519120265563,005380
0,SL_Corp,운송장비·부품,2024,Q3,0.3967886156583712,-0.022744270428332936,-0.07043623249869002,0.2377021247854798,0.09523809523809512,0.005184621630677788,0.7652106213498961,0.005184621630677899,0.005184621630677788,0.005184621630677788,0.3967886156583712,005850
0,Motonic,운송장비·부품,2024,Q3,0.08489642829969438,-0.0154529889494186,0.11215167829464023,0.2377021247854798,0.09523809523809512,0.005185287373902225,0.0020215615761769445,0.005185287373902225,0.005185287373902225,0.005185287373902225,0.08489642829969438,009680
0,Samsung_Heavy Industries,운송장비·부품,2024,Q3,0.07036875792056113,0.051391439801208416,0.047354725050753554,0.2377021247854798,0.09523809523809512,-0.0015259427614655596,0.8244075708507239,-0.0023014326952324193,0.01120362128258956,0.008429921089503689,0.07036875792056113,010140
0,Hyundai_Mipo_Dockyard,운송장비·부품,2024,Q3,0.48315945559497975,0.0016317831254003545,0.01067192647098536,0.2377021247854798,0.09523809523809512,0.005232249980875681,-6030.133333333333,0.005232249980875681,0.005232249980875792,0.005232249980875792,0.48315945559497975,010620
0,Hwashin,운송장비·부품,2024,Q3,0.3684206496248305,0.03746816599854552,-0.06645840949615289,0.2377021247854798,0.09523809523809512,0.0051867400680297715,0.0,0.0051867400680298825,0.0051867400680296605,0.0051867400680297715,0.3684206496248305,010690
1,Hyundai_WIA,운송장비·부품,2024,Q3,-0.009884022665889839,-0.006826785209293584,-0.005024907576336224,0.2377021247854798,0.09523809523809512,0.005233449121648137,0.005233449121648248,0.005233449121648359,0.005233449121648248,0.005233449121648248,-0.005824469242147315,011210
1,Hyundai_Mobis,운송장비·부품,2024,Q3,-0.04014151527880668,-0.01808105732628018,-0.005434089012441801,0.2377021247854798,0.09523809523809512,0.005538612005308252,0.5550779684501017,0.0051599796466822445,0.005374766575390599,0.00546628163425944,-0.029921691464369543,012330
0,Hanwha_Aerospace,운송장비·부품,2024,Q3,0.18847661236844718,0.08202069941016699,0.008813046221269882,0.2377021247854798,0.09523809523809512,0.0049254843198436316,-5.197320466914065,0.004892832195687702,0.0046998217936400355,0.005361726458332772,0.18847661236844718,012450
0,Sejong_Industrial,운송장비·부품,2024,Q3,-0.0644595920240679,-0.003292883466760488,0.010682989591067837,0.2377021247854798,0.09523809523809512,0.005186600688027898,0.6653833333333333,0.005186600688027787,0.005186600688027787,0.005186600688027898,-0.0644595920240679,033530
0,Daewoo_Shipbuilding_&_Marine_Engineering,운송장비·부품,2024,Q3,0.09004351356599422,0.022905729434262723,-0.09287760343976115,0.2377021247854798,0.09523809523809512,0.005556718082451728,-3254025.285280628,0.0054545105061886145,0.005296482245926715,0.0037374027770306073,0.09004351356599422,042660
0,Korea_Aerospace_Industries,운송장비·부품,2024,Q3,-0.0015148739069359828,-0.04222545641842923,-0.013606854538139368,0.2377021247854798,0.09523809523809512,0.005207514429265259,-0.4243027888446216,0.005207514429265259,0.0,0.005207514429265259,-0.0015148739069359828,047810
0,Hyundai_Rotem,운송장비·부품,2024,Q3,0.08735431351108258,-0.056628293779568795,-0.0071760761964791975,0.2377021247854798,0.09523809523809512,0.005297257374379694,0.005297257374379694,0.005297257374379694,0.0,0.005297257374379694,0.08735431351108258,064350
1,S&T_Motiv,운송장비·부품,2024,Q3,0.07516009172729524,-0.0009910837280442397,0.02644406418789602,0.2377021247854798,0.09523809523809512,0.005186685205811892,-0.42982909105738654,0.005186685205811892,0.005186685205811892,0.005186685205811781,0.03983339272544022,064960
