,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,소비자물가지수 변화율,실업률 변화율,전체 주식 수 변화율,특정 증권 등 소유 수 변화율,전체 주주 수 변화율,자기주식수 변화율,1인평균급여 변화율,Label,Code
15,Kia_Corp,운송장비·부품,2021,Q1,0.05787488746684816,-0.015413577479307827,-0.0017332679161281561,-2.0127382750040668,-0.016000000000000014,0.27095370100115423,-0.07074269307920833,-0.37581767145748946,0.08873463888921362,0.036052091859443025,0.2629543958395049,000270
15,S&T_Heavy_Industries,운송장비·부품,2021,Q1,-0.10680298068383676,-0.08154410321206118,0.04351907865216553,-2.0127382750040668,-0.016000000000000014,0.4684287096447183,0.0,0.11338174320517902,0.36577391310307283,0.09766855209503134,0.20777340676632572,003570
14,SsangYong_Motor,운송장비·부품,2021,Q1,-0.5681170940681254,-0.07229951917914224,-0.20785271747545098,-2.0127382750040668,-0.016000000000000014,0.29496508900798213,-0.07229951917914224,0.30924057945907235,0.0,-122.27868397355627,0.0,003620
14,Hyundai_Motor,운송장비·부품,2021,Q1,-0.2080132778149843,-0.010727204253835998,-0.020526625700489243,-2.0127382750040668,-0.016000000000000014,0.5598775507789288,-0.15707852276468337,0.34700097563018273,0.28816640678839434,0.1540222983531605,0.05814009502004945,005380
14,SL_Corp,운송장비·부품,2021,Q1,-0.12478942449916777,-0.02888650004112514,0.013652184120913513,-2.0127382750040668,-0.016000000000000014,0.5558706204056121,-0.07231269952407882,0.2925305548572791,0.6903643159727837,-0.07231269952407882,0.30252691432306633,005850
14,Motonic,운송장비·부품,2021,Q1,-0.2738602723505034,0.013019775059376903,0.016630939821980384,-2.0127382750040668,-0.016000000000000014,0.6516291083702637,-0.07231631605110755,0.6059611418203692,0.4168372864782345,0.41697616634258594,0.01005900691470421,009680
14,Samsung_Heavy Industries,운송장비·부품,2021,Q1,0.06387995296427457,0.1066081750304898,-0.0047125206407405695,-2.0127382750040668,-0.016000000000000014,0.40299659757552253,-0.08531873700645987,0.38171318186986947,0.2949126824109344,0.2748251197450813,0.03036420012169412,010140
14,Hyundai_Mipo_Dockyard,운송장비·부품,2021,Q1,0.3348461953111881,-0.011278373949034748,0.00950062721487721,-2.0127382750040668,-0.016000000000000014,0.2921122608271125,-0.07222243362585923,0.11398689827491437,0.14207225811802104,0.036380770398311335,0.326728442639046,010620
14,Hwashin,운송장비·부품,2021,Q1,-0.08591332886722777,-0.012727907465130306,-0.059276790653746136,-2.0127382750040668,-0.016000000000000014,0.5469206007294521,0.0,-0.051529489990733035,0.5645447269360357,0.27659030466931567,0.35471860988632764,010690
15,Hyundai_WIA,운송장비·부품,2021,Q1,0.04135008363655157,-0.006577641435805193,0.036350692865110945,-2.0127382750040668,-0.016000000000000014,0.30017502551040653,-0.07216878750780875,-0.122255846530537,0.1723922620728766,0.1015739202941569,0.3337028020007967,011210
15,Hyundai_Mobis,운송장비·부품,2021,Q1,-0.14390384533525288,0.0051587192379507485,0.00048697697399935347,-2.0127382750040668,-0.016000000000000014,0.27464916095119074,-0.07667346358457672,-0.9518380166429368,0.08691734157097664,0.04827097906780342,0.05535005999620553,012330
14,Hanwha_Aerospace,운송장비·부품,2021,Q1,-0.14609086957167877,-0.03843617101419361,-0.06499084479458195,-2.0127382750040668,-0.016000000000000014,0.5997168695645813,-0.07437958355803609,0.31131387273182076,-0.024258118429850484,0.30246105674647383,0.3497155920776204,012450
14,Sejong_Industrial,운송장비·부품,2021,Q1,-0.2593557678459989,-0.011777570962604456,-0.025184318105678782,-2.0127382750040668,-0.016000000000000014,0.3941557033993053,-0.07231774651442935,0.37493297688624794,0.2764213357429238,0.01144691815373311,-0.09038246417211239,033530
14,Daewoo_Shipbuilding_&_Marine_Engineering,운송장비·부품,2021,Q1,-0.10833576162115977,0.06054029009108708,-0.01577509627064,-2.0127382750040668,-0.016000000000000014,-0.07605844706083453,-0.0674103455566768,0.01797695042522829,0.1881534454301096,0.16542820073654885,-0.02891598604293734,042660
14,Korea_Aerospace_Industries,운송장비·부품,2021,Q1,-0.1403104888007199,0.004292249019204997,0.008861986233486774,-2.0127382750040668,-0.016000000000000014,0.27947148220549456,-0.07222001808059875,-0.05609876472062614,0.0,0.1340967801035311,0.34247473182535815,047810
14,Hyundai_Rotem,운송장비·부품,2021,Q1,-0.1616522044099514,-0.014278783007643625,-0.001621561013462447,-2.0127382750040668,-0.016000000000000014,-0.0722644878208396,-0.0722644878208396,-0.0722644878208396,0.0,0.14592856547919708,0.09397291435802342,064350
15,S&T_Motiv,운송장비·부품,2021,Q1,-0.31264890829349806,-0.0351659341835,-0.06628516093495995,-2.0127382750040668,-0.016000000000000014,0.2940052828045502,-0.07231671330569944,-0.4941893922816398,0.05850365572768412,0.18459447425151065,0.18142197589411752,064960
