,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,소비자물가지수 변화율,실업률 변화율,전체 주식 수 변화율,특정 증권 등 소유 수 변화율,전체 주주 수 변화율,자기주식수 변화율,1인평균급여 변화율,Label,Code
17,Kia_Corp,운송장비·부품,2020,Q3,0.034535833219362266,-0.013868951734598678,-0.007314024423221488,-29.267844017171594,0.032258064516129115,-0.108591621820606,-0.11646680777537322,-0.12742980802330806,-0.10538613223944537,-0.10786114504006461,0.36348041097783856,000270
17,S&T_Heavy_Industries,운송장비·부품,2020,Q3,-0.27731220149648517,0.017487381434002858,0.0014608274774896568,-29.267844017171594,0.032258064516129115,-0.12127719088444033,0.0,-0.12127719088444033,-0.12127719088444033,-0.12127719088444056,-0.07525476688777402,003570
16,SsangYong_Motor,운송장비·부품,2020,Q3,1.0722125071959392,-0.12121069715685917,0.01723896229959876,-29.267844017171594,0.032258064516129115,-0.12121069715685917,-0.12121069715685917,-0.12121069715685895,0.0,-0.12121069715685917,0.16874771690191584,003620
16,Hyundai_Motor,운송장비·부품,2020,Q3,-0.09183566010616341,0.0027342621386465815,-0.012276665646961726,-29.267844017171594,0.032258064516129115,-0.16308020930243505,-0.33970775056811786,-0.2648220987520953,-0.023977318038342244,-0.05526396295177327,0.7191414129641551,005380
16,SL_Corp,운송장비·부품,2020,Q3,-0.11757050549484868,-0.02541876724530434,-0.02732956837101197,-29.267844017171594,0.032258064516129115,-0.12127144221703667,-0.1212714422170369,-0.1212714422170369,-0.1212714422170369,-0.12127144221703712,0.0,005850
16,Motonic,운송장비·부품,2020,Q3,-0.07494454091589935,-0.007218596735867999,0.025372297211592065,-29.267844017171594,0.032258064516129115,-0.12128305412775009,-0.12128305412774987,-0.12128305412774987,-0.12128305412774987,-0.12128305412775009,0.4848548103294278,009680
16,Samsung_Heavy Industries,운송장비·부품,2020,Q3,0.3479148702342794,0.012613220320307539,0.026592822315181786,-29.267844017171594,0.032258064516129115,-0.13655667469616262,-0.13739104022236837,-0.13836932154961357,-0.10860628912543979,-0.11442088360684366,-0.2133420800322954,010140
16,Hyundai_Mipo_Dockyard,운송장비·부품,2020,Q3,-0.03222168913184967,-0.0010851631943027407,0.0022195877270881903,-29.267844017171594,0.032258064516129115,-0.12109789997854503,-0.12109789997854503,-0.12109789997854525,-0.12109789997854503,-0.12109789997854503,-0.1501841852954533,010620
16,Hwashin,운송장비·부품,2020,Q3,-0.08084793363041823,0.019178233896102292,-0.1409204202042118,-29.267844017171594,0.032258064516129115,-0.12127999768099285,0.0,-0.12127999768099285,-0.12127999768099285,-0.12127999768099285,0.3633689282576602,010690
17,Hyundai_WIA,운송장비·부품,2020,Q3,0.1055278050539119,-0.0035368733378897677,-0.039101171897426346,-29.267844017171594,0.032258064516129115,-0.1209160453591005,-0.1209160453591005,-0.12091604535910072,-0.1209160453591005,-0.1209160453591005,0.044599121285606086,011210
17,Hyundai_Mobis,운송장비·부품,2020,Q3,-0.04263730921289727,-0.01358439535778766,-0.010639105626890855,-29.267844017171594,0.032258064516129115,-0.1058134943257516,-0.12629096345586377,-0.12804061497443042,-0.11507114391993523,-0.10983605841802313,0.08947795205305936,012330
16,Hanwha_Aerospace,운송장비·부품,2020,Q3,0.025147022640906375,0.0026940194205213874,-0.0001870201910751934,-29.267844017171594,0.032258064516129115,-0.11784945053189344,-0.09026119077171235,-0.11744456736212094,-0.11498000498621552,-0.12295105852194821,-0.06470584226163299,012450
16,Sejong_Industrial,운송장비·부품,2020,Q3,0.5967265444366707,-0.06692035355473736,-0.03648604895237462,-29.267844017171594,0.032258064516129115,-0.12128122138599529,-0.12128122138599551,-0.12128122138599529,-0.12128122138599529,-0.12128122138599529,0.6228465223146936,033530
16,Daewoo_Shipbuilding_&_Marine_Engineering,운송장비·부품,2020,Q3,0.8381494445319606,0.007444326988312433,-0.004921740752330539,-29.267844017171594,0.032258064516129115,-0.12331147242603291,-0.12064736412313204,-0.12261107828451623,-0.12106528762482971,-0.1106192232298775,-0.18979898546388668,042660
16,Korea_Aerospace_Industries,운송장비·부품,2020,Q3,-0.05396353928912734,-0.012824607757020434,-0.03811367169497326,-29.267844017171594,0.032258064516129115,-0.12066538340024668,-0.12066538340024668,-0.12066538340024668,0.0,-0.12066538340024668,-0.14105802961397404,047810
16,Hyundai_Rotem,운송장비·부품,2020,Q3,0.08337620430061626,-0.21877742645343368,-0.009969519826433793,-29.267844017171594,0.032258064516129115,-0.12101057083527067,-0.12101057083527045,-0.12101057083527045,0.0,-0.12101057083527045,-0.06400907008808003,064350
17,S&T_Motiv,운송장비·부품,2020,Q3,0.1774832453808916,-0.010150237904839932,-0.007903286829753497,-29.267844017171594,0.032258064516129115,-0.12127471841198156,-0.12127471841198179,-0.12127471841198179,-0.12127471841198179,-0.12127471841198179,0.23856341041726922,064960
